,result,fighter,opponent,date,weight class,method,norm_td_acc_dif,norm_td_def_dif,norm_sub_avg_dif,str_dif,slpm_dif,str. def_dif,str. acc._dif,sapm_dif,stance_win_ratio,win_perc_dif,win_strk_dif,lose_strk_dif
1510,lose,Justin Buchholz,Matt Wiman,2008-01-23,Lightweight,SUB:Rear Naked Choke,-1.3005700611357907,-0.758341637465109,-0.6641361016465671,-0.11790619266740641,-0.5112120730436375,0.006357472045613839,-1.9256431643364815,0.34964979486779063,-0.35253776433502426,-1.4832049825977274,-1.1234180490946444,0.6022537126261116
1511,win,Donald Cerrone,Al Iaquinta,2019-05-04,Lightweight,U-DEC:,0.5150749686807107,-0.0231545508568524,0.9517110713513559,1.7994845043633378,0.22712600726720525,-0.6659199687143756,0.5061103792633844,-0.03093662950777543,-0.35253776433502426,0.09840235217208064,1.132787862497132,-0.5740037583545848
1512,win,Derek Brunson,Elias Theodorou,2019-05-04,Middleweight,U-DEC:,0.16591246294676798,1.0127908893638726,0.5715117365283151,-0.3434815687886704,-0.42917450856465533,-0.07767720804938497,0.4250519278100555,0.27598790627897124,1.9897065661154227,-0.11906865635876791,0.3807192252998732,-0.5740037583545848
1513,win,Shane Burgos,Cub Swanson,2019-05-04,Featherweight,S-DEC:,-0.25308254393396307,1.0127908893638726,-0.09383709941200609,0.18286097549427893,1.7353550773038835,-0.3297812483343804,0.1818765734500692,1.9211034180959352,-0.35253776433502426,0.4740340941799099,0.7567535438985026,-2.3383899648256294
1514,win,Merab Dvalishvili,Brad Katona,2019-05-04,Bantamweight,U-DEC:,0.6198237204008934,1.0462084842097026,0.28636223541103456,0.859587103858071,0.5615868470661336,0.09039215214061264,-0.8718832954432062,-0.4115230538833417,-0.35253776433502426,-0.3365396648896167,0.7567535438985026,-0.5740037583545848
1515,win,Walt Harris,Serghei Spivac,2019-05-04,Heavyweight,KO/TKO:Knees,-1.2307375599890022,0.010263043988977464,-0.28393676682352653,0.5964158317165964,-0.4607274179796485,-0.07767720804938497,-0.9529417468965351,0.22687998055309197,1.9897065661154227,0.8892060195569845,0.7567535438985026,-0.5740037583545848
1516,win,Andrew Sanchez,Marc-Andre Barriault,2019-05-04,Middleweight,U-DEC:,0.37540996638713353,1.0796260790555319,-0.18888693311776628,0.10766918345385762,-0.9340210592045477,-0.41381592842938014,-0.2234156838165755,0.03658676836530855,-0.35253776433502426,1.3241480366186817,0.7567535438985026,-0.5740037583545848
1517,lose,Sarah Moras,Macy Chiasson,2019-05-04,Women's Bantamweight,KO/TKO:Punches,-0.46258004737432873,-1.0256823962317474,0.4764619028225549,-1.2833789692939372,-0.8519834947255652,0.3424961924256086,-0.7908248439898772,0.5951894234971884,-0.35253776433502426,-1.3250442491207464,-1.1234180490946444,1.778511183606808
1518,win,Vince Morales,Aiemann Zahabi,2019-05-04,Bantamweight,U-DEC:,0.30557746524034507,-1.0590999910775774,0.0012127342937540688,1.1603542720197564,0.8960476868650623,-1.6743361298543602,-0.385532586723233,0.6934052749489473,-0.35253776433502426,0.3356434523875517,0.3807192252998732,-1.162132493844933
1519,win,Nordine Taleb,Kyle Prepolec,2019-05-04,Welterweight,U-DEC:,2.6449662536577603,1.1130436739013618,0.0012127342937540688,1.4235255441612311,0.2965424079801901,1.0147736331855985,1.397753345250002,-1.2770502448019685,-0.6881393265757445,1.2648377615648139,0.3807192252998732,-0.5740037583545848
1520,win,Matt Sayles,Kyle Nelson,2019-05-04,Featherweight,SUB:Arm Triangle,0.2008287135201623,0.6117797512139146,-0.5690862679408071,1.8370804003835486,0.9465323419290516,1.1828429933755962,-0.38553258672323343,-1.5839747805887152,-0.06018288813761225,0.9880564779800974,0.3807192252998732,-1.162132493844933
1521,lose,Juan Adams,Arjan Bhullar,2019-05-04,Heavyweight,U-DEC:,-0.3229150450807515,-1.4266935343817055,0.0012127342937540688,1.4987173362016526,3.0100926176696112,-2.0945095303293537,-0.061298780909917645,0.496973572045429,-0.35253776433502426,-0.4947003983665974,-0.747383730496015,0.6022537126261116
1522,win,Cole Smith,Mitch Gagnon,2019-05-04,Bantamweight,U-DEC:,0.27066121466695087,-0.6580888529276193,-0.18888693311776622,0.859587103858071,-0.612181383171616,-1.0020586890943708,-0.8718832954432066,-0.15370644382247434,-0.6881393265757445,0.9880564779800974,0.3807192252998732,-1.7502612293352813
1523,win,Holly Holm,Bethe Correia,2017-06-17,Women's Bantamweight,KO/TKO:Kick,0.27066121466695087,-0.2236601199318312,0.09626256799951424,0.37084045559533235,-0.7068401114165959,0.006357472045613839,-0.304474135269904,-1.2709117540862334,1.9897065661154227,-0.00044810625103244216,0.3807192252998732,-0.5740037583545848
1524,lose,Andrei Arlovski,Marcin Tybura,2017-06-17,Heavyweight,U-DEC:,0.1309962123733737,-0.08998974054851214,0.09626256799951424,-0.8698241130716199,0.13246727902222522,0.2584615123306093,-0.304474135269904,-0.11073700881232958,-0.35253776433502426,-0.27722938983574885,-1.1234180490946444,2.9547686545875047
1525,win,Colby Covington,Dong Hyun Kim,2017-06-17,Welterweight,U-DEC:,0.06116371122658531,0.04368063883480733,-0.3789866005292866,1.0475665839591244,1.2557508541959852,-0.24574656823938162,-0.7908248439898772,0.7118207470961522,-0.6881393265757445,0.23679299396443873,1.5088221810957616,-0.5740037583545848
1526,win,Rafael Dos Anjos,Tarec Saffiedine,2017-06-17,Welterweight,U-DEC:,-0.07850129106699165,-0.8251768271567684,0.38141206911679476,0.7843953118176497,-0.29034170713868457,-0.07767720804938497,-0.061298780909917194,0.10411016623839309,1.1267779092238726,0.6915051027107586,0.3807192252998732,-1.7502612293352813
1527,lose,Takanori Gomi,Jon Tuck,2017-06-17,Lightweight,SUB:Rear Naked Choke,1.108651228428413,0.4446917769847653,-0.18888693311776622,-0.2682897767482491,0.5174127738851431,0.006357472045613839,0.10081812199673978,-0.13529097167526963,1.9897065661154227,-0.33653966488961656,-0.37134941189738563,2.3666399190971563
1528,lose,Cyril Asker,Walt Harris,2017-06-17,Heavyweight,KO/TKO:Elbows,1.1784837295752013,1.0127908893638726,0.7616114039398355,-0.7194405289907773,0.1955730978522118,-1.5903014497593624,0.019759670543411295,1.528240012288899,-0.6881393265757445,-0.19814902309725838,-0.747383730496015,0.6022537126261116
1529,lose,Rolando Dy,Alex Caceres,2017-06-17,Featherweight,KO/TKO:,-1.754481318589916,0.14393342337229692,-0.7591859353523274,-1.1705912812333052,-0.6942189476505989,-1.0020586890943708,-1.115058649803193,0.9512218850098147,-0.6881393265757445,-0.9889526904821624,-0.37134941189738563,0.6022537126261116
1530,lose,Justin Scoggins,Yuta Sasaki,2017-06-17,Flyweight,SUB:Rear Naked Choke,0.6896562215476819,1.3803844326680006,-0.6641361016465671,0.5964158317165964,0.8897371049820635,0.4265308725206079,0.8303441850767002,-0.2089528602640887,-1.3246594926737276,-0.00044810625103244216,-0.37134941189738563,1.1903824481164595
1531,lose,Frank Camacho,Li Jingliang,2017-06-17,Welterweight,U-DEC:,-0.35783129565414573,0.4446917769847653,0.0012127342937540688,-2.223276369799204,1.3314778367919693,-0.497850608524378,0.343993476356727,2.2096124817354776,-0.35253776433502426,-1.4041246158592369,-1.1234180490946444,0.6022537126261116
1532,lose,Kwan Ho Kwak,Russell Doane,2017-06-17,Bantamweight,KO/TKO:Punches,1.911724991616481,-0.8585944220025983,-0.7591859353523274,-0.2682897767482491,0.9780852513440448,-0.49785060852437896,0.10081812199673978,1.0862686807559836,1.0890966140695426,-0.8505620486898041,-0.37134941189738563,1.1903824481164595
1533,lose,Carls John De Tomas,Naoki Inoue,2017-06-17,Flyweight,U-DEC:,1.1435674790018073,0.21076861306395667,-2.3750331083502503,-1.2081871772535158,-1.2116866620564883,-1.3381974094743656,0.1818765734500692,0.34351130415205583,1.9897065661154227,-1.9774572747132926,-0.37134941189738563,0.6022537126261116
1534,win,Lucie Pudilova,Ji Yeon Kim,2017-06-17,Women's Bantamweight,U-DEC:,0.9340699755614418,0.6451973460597443,0.6665615702340753,-0.2682897767482491,-1.01605862368353,-0.3297812483343813,0.10081812199674024,-1.0990340140456547,-0.35253776433502426,0.9880564779800974,0.3807192252998732,-0.5740037583545848
1535,lose,Jose Aldo,Conor McGregor,2015-12-12,Featherweight,KO/TKO:Punch,-0.04358504049359754,0.8457029151347233,0.0012127342937540688,-0.1555020886876171,-1.0980961881625129,0.5105655526156058,-0.22341568381657506,-0.5649853217767152,-0.6881393265757445,-0.2376892064665036,-2.6275553234891618,0.6022537126261116
1536,lose,Chris Weidman,Luke Rockhold,2015-12-12,Middleweight,KO/TKO:Punches,0.6198237204008934,0.010263043988977464,-0.09383709941200609,-2.937598394183207,-0.6689766201186039,-0.07767720804938497,-0.4665910381765619,0.2821263969947064,-0.6881393265757445,0.13794253554132588,-1.875486686291903,0.6022537126261116
1537,win,Yoel Romero,Jacare Souza,2015-12-12,Middleweight,S-DEC:,-0.32291504508075164,0.7120325357514042,-1.234435103881128,0.5964158317165964,0.5805185927151296,-0.16171188814438378,0.1818765734500692,0.13480261981706768,1.9897065661154227,0.33564345238755183,2.6369251368916498,-0.5740037583545848
1538,lose,Gunnar Nelson,Demian Maia,2015-12-12,Welterweight,U-DEC:,1.24831623072199,0.1773510182181268,-0.09383709941200609,-1.6969338255162545,0.025187387011247994,-1.0860933691893697,1.397753345250002,0.6013279142129232,2.219266316591283,-0.03998828962027768,-1.4994523676932738,0.6022537126261116
1539,lose,Jeremy Stephens,Max Holloway,2015-12-12,Featherweight,U-DEC:,-0.5324125485211172,-0.6246712580817892,0.09626256799951427,-0.3810774648088811,-2.5621511850182004,-0.07767720804938497,-0.5476494896298904,-1.1297264676243295,-0.35253776433502426,-0.5737807651050879,-3.0035896420877912,0.6022537126261116
1540,win,Urijah Faber,Frankie Saenz,2015-12-12,Bantamweight,U-DEC:,-0.04358504049359754,-0.08998974054851214,0.6665615702340754,0.33324455957512167,-0.8078094215445745,1.0147736331855985,-0.5476494896298904,-0.5588468310609804,-0.35253776433502426,-0.11906865635876814,0.3807192252998732,-0.5740037583545848
1541,lose,Jocelyn Jones-Lybarger,Tecia Torres,2015-12-12,Women's Strawweight,U-DEC:,0.37540996638713353,0.6786149409055744,-0.09383709941200612,-1.8097215135768865,-1.1170279338115086,-0.4138159284293792,-1.3582340041631793,0.7609286728220318,-0.35253776433502426,-1.9774572747132926,-1.1234180490946444,0.6022537126261116
1542,lose,Colby Covington,Warlley Alves,2015-12-12,Welterweight,SUB:Guillotine Choke,-0.25308254393396307,-0.19024252508600173,-0.8542357690580876,-0.0051185046067744044,0.6562455753111133,0.3424961924256091,-0.7097663925365483,-0.35627663744172733,-0.35253776433502426,-0.4947003983665974,-1.4994523676932738,0.6022537126261116
1543,lose,Kevin Lee,Leonardo Santos,2015-12-12,Lightweight,KO/TKO:Punches,0.6198237204008934,-0.35733049931515065,0.5715117365283151,-0.8322282170514093,0.6814879028431081,-0.3297812483343813,-0.30447413526990447,0.09797167552265827,-0.35253776433502426,-0.6528611318435781,-1.4994523676932738,0.6022537126261116
1544,lose,Joe Proctor,Magomed Mustafaev,2015-12-12,Lightweight,KO/TKO:Knee,-1.7544813185899162,1.5808900017429797,1.3319104061743965,-0.3434815687886704,0.5111021920021446,1.518981713755591,-1.7635262614298235,0.7670671635377666,-0.35253776433502426,-0.8505620486898042,-0.747383730496015,0.6022537126261116
1545,win,Yancy Medeiros,John Makdessi,2015-12-12,Lightweight,S-DEC:,1.7371437387495097,-0.39074809416098055,0.6665615702340753,-1.2833789692939372,-0.7257718570655914,-1.8424054900443578,-1.0340001983498641,1.0003298107356942,-0.35253776433502426,-0.09929856467414552,0.3807192252998732,-1.162132493844933
1546,win,Court McGee,Marcio Alexandre Junior,2015-12-12,Welterweight,U-DEC:,0.16591246294676798,0.1105158285264667,-0.18888693311776622,1.3107378561005991,1.9436042794428385,1.518981713755591,-0.6287079410832198,0.4908350813296942,-0.6881393265757445,1.3241480366186817,0.3807192252998732,-1.7502612293352813
1547,lose,Stipe Miocic,Daniel Cormier,2018-07-07,Heavyweight,KO/TKO:Punches,-0.35783129565414573,-0.39074809416098055,-0.3789866005292867,-0.042714400626985075,0.36595880869317554,0.006357472045613839,0.10081812199674024,0.5522199884870437,-0.35253776433502426,-0.217919114781881,-2.2515210048905323,0.6022537126261116
1548,win,Derrick Lewis,Francis Ngannou,2018-07-07,Heavyweight,U-DEC:,-1.1958213094156078,-0.5244184735442997,-0.2839367668235265,0.33324455957512167,0.15770960655421956,0.006357472045613839,0.7492857336233713,0.2514339434160315,-0.35253776433502426,0.07863226048745803,0.7567535438985026,-1.162132493844933
1549,lose,Paul Felder,Mike Perry,2018-07-07,Welterweight,S-DEC:,-0.4276637968009343,-0.4575832838526403,0.0012127342937540688,-0.23069388072803845,-0.3850004353836646,-0.3297812483343813,-0.22341568381657506,-1.0560645790355105,-0.35253776433502426,0.03909207711821279,-0.37134941189738563,0.6022537126261116
1550,win,Anthony Pettis,Michael Chiesa,2018-07-07,Lightweight,SUB:Triangle Choke,-0.1483337922137804,0.010263043988977464,0.09626256799951433,-0.11790619266740641,0.7445937216730945,0.006357472045613839,0.5061103792633844,1.0862686807559836,-0.6881393265757445,-0.13883874804339075,0.3807192252998732,-1.162132493844933
1551,lose,Gokhan Saki,Khalil Rountree Jr.,2018-07-07,Light Heavyweight,KO/TKO:Punches,-0.008668789920203259,1.6811427862804693,-0.18888693311776628,-0.1555020886876171,2.3727238474867476,0.3424961924256091,1.6409286996099883,0.6258818770758633,-0.6881393265757445,-0.19814902309725838,-1.1234180490946444,0.6022537126261116
1552,win,Paulo Costa,Uriah Hall,2018-07-07,Middleweight,KO/TKO:Punches,1.2832324812953841,0.511526966676425,-0.09383709941200612,0.6340117277368069,2.069815917102812,-0.5818852886193777,0.9924610879833576,1.5527939751518387,-0.35253776433502426,1.067136844718588,1.5088221810957616,-0.5740037583545848
1553,win,Raphael Assuncao,Rob Font,2018-07-07,Bantamweight,U-DEC:,0.02624746065319103,0.7454501305972338,-0.09383709941200614,1.2731419600803886,-2.00050939743132,0.9307389530906007,-0.4665910381765619,-0.9885411811624263,-0.35253776433502426,0.4542640024952873,1.5088221810957616,-0.5740037583545848
1554,win,Drakkar Klose,Lando Vannata,2018-07-07,Lightweight,U-DEC:,-0.4276637968009343,0.04368063883480696,-0.2839367668235265,0.18286097549427893,-0.15781948759571288,-0.07767720804938497,0.9114026365300292,-0.7798324968274382,-0.35253776433502426,0.9880564779800974,0.3807192252998732,-1.162132493844933
1555,win,Curtis Millender,Max Griffin,2018-07-07,Welterweight,U-DEC:,1.7371437387495097,-0.5912536632359597,-0.3789866005292867,-0.23069388072803845,-0.309273452787681,0.3424961924256091,-0.304474135269904,-0.6079547567868597,-0.35253776433502426,1.1857573948263234,0.7567535438985026,-0.5740037583545848
1556,win,Dan Hooker,Gilbert Burns,2018-07-07,Lightweight,KO/TKO:Punches,0.061163711226585114,1.0462084842097026,-0.3789866005292866,0.33324455957512167,0.9212900143970569,-0.24574656823938257,-0.061298780909917645,0.9819143385884893,1.0890966140695426,0.05886216880283519,1.5088221810957616,-0.5740037583545848
1557,win,Emily Whitmire,Jamie Moyle,2018-07-07,Women's Strawweight,U-DEC:,1.5625624858825384,0.678614940905574,0.4764619028225549,0.10766918345385762,-1.2621713171204774,-0.918024008999372,-1.6014093585231661,-0.6263702289340647,-0.35253776433502426,0.3356434523875517,0.3807192252998732,-1.162132493844933
1558,lose,Rafael Natal,Tim Kennedy,2013-11-06,Middleweight,KO/TKO:Punch,-0.04358504049359735,0.2441862079097865,-0.18888693311776622,-0.0051185046067744044,0.20819426161820911,-0.41381592842938014,0.019759670543411295,0.39261922987793524,-0.35253776433502426,-0.7517115902666912,-0.747383730496015,0.6022537126261116
1559,lose,Liz Carmouche,Alexis Davis,2013-11-06,Women's Bantamweight,U-DEC:,0.23574496409355658,1.0462084842097024,-0.3789866005292866,-0.2682897767482491,-1.161202006992499,0.5946002327106046,0.42505192781005596,-1.1911113747816793,-0.35253776433502426,-1.3250442491207464,-0.747383730496015,0.6022537126261116
1560,lose,Ronny Markes,Yoel Romero,2013-11-06,Middleweight,KO/TKO:Punch,0.34049371581373944,0.7454501305972338,0.4764619028225549,-1.2081871772535158,-0.7951882577785772,-1.2541627293793667,0.343993476356727,-0.38083060030466687,-0.6881393265757445,-0.4947003983665974,-0.747383730496015,0.6022537126261116
1561,lose,Jorge Masvidal,Rustam Khabilov,2013-11-06,Lightweight,U-DEC:,0.6198237204008934,0.4446917769847653,0.19131240170527442,0.22045687151448962,1.3504095824409657,-0.07767720804938497,1.1545779908900151,0.5522199884870437,-0.35253776433502426,-0.6528611318435781,-1.1234180490946444,0.6022537126261116
1562,win,Michael Chiesa,Colton Smith,2013-11-06,Lightweight,SUB:Rear Naked Choke,0.6198237204008935,1.1798788635930215,-0.37898660052928657,0.10766918345385762,0.1577096065542197,0.25846151233061027,0.019759670543411295,-0.38696909102040195,1.9897065661154227,0.8298957445031167,0.3807192252998732,-1.162132493844933
1563,win,Bobby Green,James Krause,2013-11-06,Lightweight,KO/TKO:Kick,0.6896562215476819,0.4446917769847653,-0.5690862679408071,-0.08031029664719574,0.6941090666091052,0.09039215214061264,0.2629350249033981,-0.2826147488529083,-0.35253776433502426,0.9880564779800974,0.7567535438985026,-0.5740037583545848
1564,lose,George Roop,Francisco Rivera,2013-11-06,Bantamweight,KO/TKO:Punch,-0.21816629336056897,-0.2904953096234913,-0.4740364342350468,-0.1555020886876171,-0.3976215991496619,-0.6659199687143765,-0.5476494896298904,-0.4238000353148116,-0.35253776433502426,-0.6924013152128233,-1.1234180490946444,0.6022537126261116
1565,win,Dennis Bermudez,Steven Siler,2013-11-06,Featherweight,U-DEC:,0.6547399709742877,0.9125381048263826,-0.4740364342350468,0.7843953118176497,0.7698360492050891,0.42653087252060695,0.42505192781005596,0.06727922194398342,-0.35253776433502426,0.23679299396443873,1.884856499694391,-0.5740037583545848
1566,lose,Germaine de Randamie,Amanda Nunes,2013-11-06,Women's Bantamweight,KO/TKO:Elbows,-1.963978822030282,-0.42416568900681045,-0.3789866005292867,-0.4938651528695131,-1.053922114981522,0.8467042729956009,-0.385532586723233,-0.37469210958893207,-0.35253776433502426,-0.9889526904821624,-0.747383730496015,0.6022537126261116
1567,lose,Chris Camozzi,Lorenz Larkin,2013-11-06,Middleweight,U-DEC:,-0.8117425531082711,-0.7249240426192792,0.38141206911679476,0.6716076237570177,0.03149796889424666,-0.5818852886193768,-0.14235723236324657,0.13480261981706768,-0.35253776433502426,0.1972528105951935,-0.37134941189738563,1.1903824481164595
1568,win,Seth Baczynski,Neil Magny,2013-11-06,Welterweight,U-DEC:,-0.8466588036816655,-0.29049530962349096,0.4764619028225549,-0.11790619266740641,-0.3155840346706792,-0.3297812483343813,-1.196117101256522,0.6013279142129232,-0.35253776433502426,0.5728845526030228,0.3807192252998732,-1.162132493844933
1569,lose,Brian Houston,Derek Brunson,2013-11-06,Middleweight,SUB:Rear Naked Choke,2.3307199984972113,-0.05657214570268227,-0.569086267940807,-0.042714400626985075,-1.0034374599175329,0.09039215214061264,-0.9529417468965351,0.5092505534768992,-0.6881393265757445,-1.9774572747132926,-0.747383730496015,0.6022537126261116
1570,win,Frank Mir,Todd Duffee,2015-07-15,Heavyweight,KO/TKO:Punch,0.5150749686807107,-1.1927703704608965,1.9022094084089576,0.2580527675347003,-2.360212564762243,-1.5062667696643637,0.8303441850766997,0.5951894234971882,1.9897065661154227,0.07863226048745803,0.7567535438985026,-0.5740037583545848
1571,win,Tony Ferguson,Josh Thomson,2015-07-15,Lightweight,U-DEC:,0.061163711226585114,0.41127418213893546,-0.28393676682352653,1.8746762964037593,1.5712799483459186,-0.49785060852437896,-0.14235723236324613,1.123099625050393,-0.35253776433502426,0.9287462029262298,2.2608908182930203,-1.7502612293352813
1572,lose,Marion Reneau,Holly Holm,2015-07-15,Women's Bantamweight,U-DEC:,1.2832324812953841,-0.9254296116942581,0.6665615702340754,-1.4713584493949905,-0.018986686169742625,0.2584615123306093,0.18187657345006872,0.4048962113094053,-0.6881393265757445,-0.6528611318435781,-0.747383730496015,0.6022537126261116
1573,lose,Scott Jorgensen,Manvel Gamburyan,2015-07-15,Bantamweight,U-DEC:,0.37540996638713353,-0.3239129044693208,0.0012127342937540688,-0.23069388072803845,0.7887677948540852,0.8467042729956009,-0.061298780909917194,0.3557882855835257,-0.35253776433502426,-0.27722938983574885,-0.747383730496015,1.1903824481164595
1574,lose,James Moontasri,Kevin Lee,2015-07-15,Lightweight,SUB:Rear Naked Choke,-1.5100675645761563,0.14393342337229692,-0.5690862679408071,-0.11790619266740641,-0.9403316410875462,-0.8339893289043733,0.5061103792633844,0.18391054554294722,1.0890966140695426,-0.9296424154282946,-1.4994523676932738,0.6022537126261116
1575,lose,Matt Dwyer,Alan Jouban,2015-07-15,Welterweight,U-DEC:,-1.1958213094156078,0.07709823368063719,-0.2839367668235265,-0.8322282170514093,-1.9500247423673307,-0.497850608524378,-1.2771755527098503,-0.3255841838630525,-0.6881393265757445,-0.8307919570051815,-0.747383730496015,0.6022537126261116
1576,win,Sam Sicilia,Yaotzin Meza,2015-07-15,Featherweight,U-DEC:,0.7944049732678646,1.747977975972129,-0.4740364342350467,-0.23069388072803845,0.6562455753111134,-0.41381592842938014,-0.6287079410832194,1.1844845322077424,-0.35253776433502426,0.3158733607029292,0.7567535438985026,-0.5740037583545848
1577,lose,Sarah Moras,Jessica Andrade,2015-07-15,Women's Bantamweight,U-DEC:,-1.1958213094156083,-1.092517585923407,0.2863622354110346,-1.2081871772535158,-2.4422501292412258,-0.24574656823938257,-1.2771755527098503,-0.9701257090152213,-0.35253776433502426,-0.3365396648896167,-0.37134941189738563,0.6022537126261116
1578,win,Rani Yahya,Masanori Kanehara,2015-07-15,Bantamweight,S-DEC:,-0.6022450496679056,-1.2930231549983862,0.9517110713513557,-0.0051185046067744044,-0.1830618151277075,-1.0020586890943708,-0.8718832954432062,0.07955620337545344,-0.35253776433502426,0.4938041858645325,0.7567535438985026,-0.5740037583545848
1579,lose,Igor Araujo,Sean Strickland,2015-07-15,Welterweight,U-DEC:,-1.614816316296339,-2.0950454312983022,0.28636223541103456,-1.2081871772535158,-2.530598275603207,-1.338197409474366,0.18187657345006872,-0.7061706082386188,-0.35253776433502426,-0.4947003983665974,-0.37134941189738563,1.1903824481164595
1580,lose,Ildemar Alcantara,Kevin Casey,2015-07-15,Middleweight,U-DEC:,1.5974787364559329,1.814813165663789,0.4764619028225549,-0.7946323210311985,-0.2083041426597023,0.3424961924256086,-1.196117101256522,-0.6938936268071489,-0.6881393265757445,0.13794253554132566,-0.37134941189738563,0.6022537126261116
1581,win,Lyman Good,Andrew Craig,2015-07-15,Welterweight,KO/TKO:Punch,2.1910549962036345,0.11051582852646706,0.0012127342937540688,1.3107378561005991,1.8678772968468549,1.0988083132805972,0.6682272821700419,0.6136048956443931,-0.35253776433502426,1.1264471197724557,0.3807192252998732,-1.7502612293352813
1582,lose,Michael Bisping,Luke Rockhold,2014-11-07,Middleweight,SUB:Guillotine Choke,0.48015871810731636,-0.05657214570268227,-0.6641361016465671,-0.1555020886876171,0.15139902467122132,1.0147736331855985,-0.8718832954432062,0.018171296218103858,-0.6881393265757445,-0.13883874804339053,-1.1234180490946444,0.6022537126261116
1583,lose,Ross Pearson,Al Iaquinta,2014-11-07,Lightweight,KO/TKO:Punch,0.5849074698274991,0.04368063883480733,-0.18888693311776628,-0.4186733608290918,-0.2335464701916965,0.09039215214061264,0.019759670543411295,-0.27033776742143845,-0.35253776433502426,-0.17837893141263575,-0.747383730496015,0.6022537126261116
1584,lose,Clint Hester,Robert Whittaker,2014-11-07,Middleweight,KO/TKO:Knee,-0.07850129106699184,-0.7917592323109386,0.0012127342937540688,-0.7946323210311985,-0.7005295295335977,-0.4138159284293792,0.019759670543411295,0.11024865695412817,-0.35253776433502426,0.25656308564906133,-0.747383730496015,0.6022537126261116
1585,win,Soa Palelei,Walt Harris,2014-11-07,Heavyweight,KO/TKO:Punches,0.6547399709742875,-0.12340733539434162,-0.09383709941200612,0.07007328743364694,-0.3597581078516697,-0.49785060852437896,1.4788117967033303,-0.3992460724518718,-0.6881393265757445,1.3241480366186817,0.3807192252998732,-1.7502612293352813
1586,win,Jake Matthews,Vagner Rocha,2014-11-07,Lightweight,SUB:Rear Naked Choke,0.27066121466695064,0.5449445615222549,-1.2344351038811279,0.44603224763575366,0.3407164811611806,1.0988083132805972,0.2629350249033981,-1.4243740219796068,-0.35253776433502426,1.4823087700956625,0.7567535438985026,-1.162132493844933
1587,win,Anthony Perosh,Guto Inocente,2014-11-07,Light Heavyweight,SUB:Rear Naked Choke,-0.3927475462275401,-1.092517585923407,0.38141206911679487,0.37084045559533235,-1.1675125888754976,-0.07767720804938497,-1.844584712883153,0.5215275349083691,-0.35253776433502426,0.9880564779800974,0.3807192252998732,-1.162132493844933
1588,win,Sam Alvey,Dylan Andrews,2014-11-07,Middleweight,KO/TKO:Punches,-1.2656538105623965,0.8457029151347233,-0.28393676682352653,0.07007328743364694,0.6814879028431079,0.5105655526156062,-0.4665910381765619,0.5583584792027785,1.1267779092238726,-0.00044810625103244216,0.3807192252998732,-1.162132493844933
1589,lose,Richie Vaculik,Louis Smolka,2014-11-07,Flyweight,KO/TKO:Kick,0.34049371581373944,-0.0231545508568524,-0.7591859353523274,0.2580527675347003,-0.6121813831716161,0.34249619242560814,-0.061298780909917194,-0.012521157360571003,-0.35253776433502426,-0.6726312235282008,-0.37134941189738563,0.6022537126261116
1590,lose,Vik Grujic,Chris Clements,2014-11-07,Welterweight,KO/TKO:Knee,1.1435674790018073,-0.19024252508600153,0.09626256799951427,-0.6818446329705665,-0.5995602194056188,-0.24574656823938257,-0.061298780909917645,0.6258818770758631,-0.35253776433502426,-0.6726312235282008,-0.37134941189738563,0.6022537126261116
1591,lose,Luke Zachrich,Daniel Kelly,2014-11-07,Middleweight,SUB:Kimura,-0.04358504049359754,0.07709823368063719,-0.2839367668235265,-0.08031029664719574,0.5994503383641252,0.09039215214061264,-0.4665910381765619,-0.11073700881232958,-0.6881393265757445,-1.3250442491207464,-0.37134941189738563,0.6022537126261116
1592,win,Marcus Brimage,Jumabieke Tuerxun,2014-11-07,Bantamweight,KO/TKO:Kick,3.0988775111118856,0.47810937183059515,-0.8542357690580875,-0.042714400626985075,1.5018635476329332,-0.24574656823938162,0.5871688307167129,0.34351130415205583,1.9897065661154227,1.3241480366186817,0.3807192252998732,-1.7502612293352813
1593,lose,Edmen Shahbazyan,Derek Brunson,2020-08-01,Middleweight,KO/TKO:Punches,0.1309962123733737,-1.0590999910775776,-0.09383709941200609,-1.99770099367794,-0.15781948759571288,-0.49785060852437846,0.2629350249033981,0.7916211264007064,-0.6881393265757445,0.1774827189105711,-1.1234180490946444,0.6022537126261116
1594,win,Jennifer Maia,Joanne Wood,2020-08-01,Women's Flyweight,SUB:Armbar,-0.8815750542550599,-0.12340733539434162,-0.28393676682352653,-0.23069388072803845,-1.981577651782324,0.17442683223561145,-1.115058649803193,-0.18439889740114893,-0.35253776433502426,0.09840235217208042,0.3807192252998732,-0.5740037583545848
1595,lose,Randy Brown,Vicente Luque,2020-08-01,Welterweight,KO/TKO:Knee,-0.5324125485211172,0.34443899244727577,-0.18888693311776633,-0.11790619266740641,-0.6689766201186043,0.25846151233061027,-0.30447413526990447,-1.3445736426750527,-0.35253776433502426,-0.39584993994348455,-0.747383730496015,0.6022537126261116
1596,lose,Lando Vannata,Bobby Green,2020-08-01,Lightweight,U-DEC:,0.1309962123733737,-0.12340733539434162,0.0012127342937540688,-2.2984681618396254,-0.7762565121295812,-0.7499546488093745,-0.6287079410832198,0.6504358399388028,-0.35253776433502426,-0.39584993994348433,-0.747383730496015,0.6022537126261116
