result,fighter,opponent,f_kd,o_kd,f_str,o_str,f_td,o_td,f_sub,o_sub,weight_class,method,type,round,time,date,f_win_perc,o_win_perc,f_str_efc,o_str_efc,f_win_strk,o_win_strk,f_lose_strk,o_lose_strk,f_wins,f_losses,f_draws,f_height,f_weight,f_reach,f_stance,f_age,f_slpm,f_str_acc,f_sapm,f_str_def,f_td_avg,f_td_acc,f_td_def,f_sub_avg,f_last_match,o_wins,o_losses,o_draws,o_height,o_weight,o_reach,o_stance,o_age,o_slpm,o_str_acc,o_sapm,o_str_def,o_td_avg,o_td_acc,o_td_def,o_sub_avg,o_last_match
win,Gegard Mousasi,Vitor Belfort,0,0,57,8,1,0,0,0,Middleweight,KO/TKO,Punches,2,2:43,2016-10-08,0.67,0.64,0.0059,0.0478,2,0,0,1,42,6,2,187.96,83.25,193.04,Orthodox,38,3.75,0.5,1.21,0.68,1.59,0.6,0.59,1.1,04-08-2017,26,14,0 (1 NC),182.88,83.25,187.96,Southpaw,46,1.59,0.46,2.83,0.5,1.02,0.6,0.53,0.6,05-12-2018
win,Jimi Manuwa,Ovince Saint Preux,1,0,32,13,0,2,1,0,Light Heavyweight,KO/TKO,Punch,2,2:38,2016-10-08,0.67,0.7,0.0055,0.0078,0,0,1,1,17,6,0,185.42,92.25,200.66,Orthodox,43,3.43,0.54,3.97,0.49,0.53,0.18,0.7,0.4,06-01-2019,26,17,0,190.5,92.25,203.2,Southpaw,40,2.71,0.47,3.14,0.46,1.15,0.38,0.66,0.5,02-18-2023
win,Stefan Struve,Daniel Omielanczuk,0,0,9,14,2,0,1,0,Heavyweight,SUB,D'Arce Choke,2,1:41,2016-10-08,0.62,0.5,0.0077,0.0,1,2,0,0,33,13,0,210.82,119.25,213.36,Orthodox,35,3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7,10-24-2020,19,8,1 (1 NC),182.88,111.15,187.96,Southpaw,41,3.09,0.57,3.29,0.47,0.56,0.26,0.68,0.1,07-08-2017
win,Mirsad Bektic,Russell Doane,0,0,4,6,4,0,2,0,Featherweight,SUB,Rear Naked Choke,1,4:22,2016-10-08,1.0,0.25,0.01,0.0145,3,0,0,3,13,4,0,172.72,65.25,177.8,Orthodox,32,2.43,0.41,1.8,0.57,3.98,0.52,0.92,0.4,09-19-2020,15,8,0,170.18,60.75,177.8,Orthodox,37,1.75,0.4,1.68,0.53,2.11,0.45,0.52,0.8,02-24-2018
win,Iuri Alcantara,Brad Pickett,1,0,26,1,0,0,2,0,Bantamweight,SUB,Triangle Choke,1,1:59,2016-10-08,0.64,0.45,0.0061,0.0076,0,1,1,0,35,10,0 (1 NC),175.26,60.75,180.34,Southpaw,43,2.72,0.45,2.79,0.49,1.44,0.62,0.6,0.8,08-25-2018,25,14,0,167.64,60.75,172.72,Orthodox,45,3.02,0.31,4.63,0.55,2.47,0.44,0.58,0.4,03-18-2017
win,Damian Stasiak,Davey Grant,0,0,10,36,4,2,1,0,Bantamweight,SUB,Armbar,3,2:56,2016-10-08,0.5,0.5,0.0,0.0,1,1,0,0,10,6,0,165.1,60.75,177.8,Orthodox,33,1.86,0.36,3.1,0.52,2.64,0.35,0.43,0.6,07-22-2018,15,6,0,172.72,60.75,175.26,Orthodox,38,4.78,0.44,3.89,0.54,1.41,0.42,0.62,0.2,
win,Leon Edwards,Albert Tumenov,0,0,16,32,3,0,1,0,Welterweight,SUB,Rear Naked Choke,3,3:01,2016-10-08,0.6,0.67,0.0164,0.0124,1,0,0,1,21,3,0 (1 NC),187.96,76.5,187.96,Southpaw,32,2.8,0.53,2.4,0.53,1.26,0.33,0.69,0.3,03-18-2023,18,4,0,180.34,76.5,185.42000000000002,Orthodox,32,3.76,0.42,3.34,0.58,0.2,0.2,0.75,0.0,10-08-2016
win,Marc Diakiese,Lukasz Sajewski,0,0,48,21,1,2,0,0,Lightweight,KO/TKO,Punches,2,4:40,2016-10-08,0,0,0,0.0,0,0,0,2,16,6,0,177.8,69.75,185.42000000000002,Orthodox,30,2.73,0.4,2.63,0.53,3.33,0.43,0.67,0.0,,13,3,0,172.72,69.75,180.34,Orthodox,33,2.06,0.35,3.88,0.57,1.01,0.25,0.66,0.0,10-08-2016
win,Mike Perry,Danny Roberts,1,0,90,81,0,0,0,0,Welterweight,KO/TKO,Knee,3,4:40,2016-10-08,1.0,1.0,0.0968,0.0,1,2,0,0,14,8,0,177.8,76.5,180.34,Orthodox,32,4.32,0.47,5.16,0.52,0.81,0.4,0.78,0.2,04-10-2021,18,7,0,185.42,76.5,187.96,Southpaw,36,3.08,0.4,3.5,0.51,0.26,0.1,0.57,0.3,
win,John Lineker,John Dodson,0,0,93,101,0,0,0,0,Bantamweight,S-DEC,Split,5,5:00,2016-10-01,0.82,0.78,0.0168,0.0237,5,1,0,0,31,9,0,160.02,60.75,170.18,Orthodox,33,5.36,0.4,4.27,0.56,0.56,0.58,0.67,0.6,04-27-2019,22,12,0,160.02,60.75,167.64000000000001,Orthodox,39,3.2,0.4,3.58,0.61,0.71,0.28,0.82,0.0,08-15-2020
win,Alex Oliveira,Will Brooks,0,0,48,16,4,4,1,0,Lightweight,KO/TKO,Punches,3,3:30,2016-10-01,0.67,1.0,0.0064,0.0,1,1,0,0,22,12,1 (2 NC),180.34,76.5,193.04,Orthodox,35,2.99,0.51,2.55,0.46,2.35,0.38,0.63,0.6,03-05-2022,18,4,0,177.8,69.75,182.88,Orthodox,37,4.26,0.59,2.54,0.56,2.08,0.51,0.82,0.3,11-18-2017
win,Zak Ottow,Joshua Burkman,0,0,65,47,0,1,1,0,Welterweight,S-DEC,Split,3,5:00,2016-10-01,0,0.46,0,0.0052,0,0,0,1,17,7,0,180.34,76.5,182.88,Orthodox,37,2.63,0.36,2.73,0.58,0.97,0.29,0.57,0.4,03-09-2019,28,16,0 (1 NC),177.8,76.5,182.88,Orthodox,43,2.69,0.43,3.13,0.51,2.53,0.36,0.72,0.3,02-18-2018
win,Brandon Moreno,Louis Smolka,0,0,8,7,1,1,2,0,Flyweight,SUB,Guillotine Choke,1,2:23,2016-10-01,0,0.83,0,0.0027,0,4,0,0,21,6,2,170.18,56.25,177.8,Orthodox,30,3.55,0.4,3.19,0.56,1.8,0.45,0.67,0.6,,17,9,0,175.26,60.75,172.72,Orthodox,32,4.67,0.47,4.11,0.53,1.69,0.35,0.32,1.8,05-14-2022
win,Henrique da Silva,Joachim Christensen,0,1,44,50,0,0,1,0,Light Heavyweight,SUB,Armbar,2,4:43,2016-10-01,1.0,0,0.0,0,1,0,0,0,14,5,0,190.5,92.25,193.04,Orthodox,34,3.89,0.6,5.28,0.4,0.25,0.14,0.22,0.2,08-11-2018,14,6,0,190.5,92.25,193.04,Orthodox,45,3.78,0.41,3.29,0.46,0.0,0.0,0.0,0.0,06-25-2017
win,Andre Fili,Hacran Dias,1,0,45,25,1,4,0,1,Featherweight,U-DEC,Unanimous,3,5:00,2016-10-01,0.5,0.5,0.0059,0.0,0,0,1,1,22,9,0 (1 NC),180.34,65.25,187.96,Orthodox,33,3.83,0.37,4.03,0.52,2.38,0.49,0.69,0.3,,23,6,1,172.72,69.75,175.26,Orthodox,39,2.08,0.41,3.31,0.55,2.5,0.39,0.76,0.5,10-28-2017
win,Shamil Abdurakhimov,Walt Harris,0,0,47,33,1,0,0,1,Heavyweight,S-DEC,Split,3,5:00,2016-10-01,0,0.33,0.0,0.0423,0,1,1,0,20,8,0,190.5,105.75,193.04,Orthodox,42,2.41,0.44,3.02,0.55,1.01,0.23,0.45,0.1,01-21-2023,13,10,0 (1 NC),195.58,112.5,195.58,Southpaw,40,3.05,0.39,3.33,0.54,0.29,0.28,0.7,0.1,06-05-2021
win,Elizeu Zaleski dos Santos,Keita Nakamura,0,0,34,24,1,5,2,0,Welterweight,U-DEC,Unanimous,3,5:00,2016-10-01,0,0.4,0.0,0.0148,0,1,1,0,24,7,0,180.34,76.5,185.42000000000002,Orthodox,37,4.48,0.41,3.1,0.58,0.47,0.14,0.65,0.4,06-03-2023,34,10,2 (1 NC),180.34,76.5,185.42000000000002,Southpaw,39,2.23,0.36,3.2,0.58,1.65,0.48,0.63,0.3,04-20-2019
win,Nate Marquardt,Tamdan McCrory,1,0,24,16,2,0,0,0,Middleweight,KO/TKO,Kick,2,4:44,2016-10-01,0.57,0.57,0.0204,0.0,0,0,1,1,35,19,2,182.88,83.25,187.96,Orthodox,44,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8,11-11-2017,14,5,0,193.04,83.25,193.04,Switch,37,2.07,0.49,1.6,0.46,2.28,0.5,0.33,2.5,10-01-2016
win,Ion Cutelaba,Jonathan Wilson,0,0,89,30,0,0,0,0,Light Heavyweight,U-DEC,Unanimous,3,5:00,2016-10-01,0,0.5,0.0,0.0286,0,0,1,1,17,9,1 (1 NC),185.42,92.25,190.5,Southpaw,30,4.63,0.43,3.29,0.48,4.75,0.58,0.77,0.0,04-15-2023,7,3,0,187.96,92.25,190.5,Southpaw,36,2.92,0.48,5.65,0.56,0.37,1.0,0.8,0.0,10-21-2017
win,Curtis Blaydes,Cody East,0,0,52,21,5,3,0,0,Heavyweight,KO/TKO,Elbows,2,2:02,2016-10-01,0,0,0.0,0.0,0,0,1,1,17,4,0 (1 NC),193.04,119.25,203.2,Orthodox,32,3.56,0.49,1.89,0.59,5.93,0.53,0.33,0.0,04-22-2023,12,3,0,190.5,110.25,195.29,Orthodox,35,4.15,0.43,7.32,0.4,3.97,1.0,0.16,0.0,10-01-2016
win,Cristiane Justino,Lina Lansberg,0,0,84,14,2,0,0,0,Catch Weight,KO/TKO,Punches,2,2:29,2016-09-24,1.0,0,0.0385,0,1,0,0,0,21,2,0 (1 NC),172.72,65.25,172.72,Orthodox,38,7.28,0.52,2.25,0.64,0.66,0.55,0.94,0.4,07-27-2019,10,8,0,170.18,60.75,165.1,Orthodox,41,2.69,0.55,3.87,0.44,0.52,0.27,0.47,0.1,02-18-2023
win,Renan Barao,Phillipe Nover,0,0,64,39,3,0,0,0,Featherweight,U-DEC,Unanimous,3,5:00,2016-09-24,0.7,0.2,0.0075,0.0,0,0,2,1,34,9,0 (1 NC),167.64,65.25,177.8,Orthodox,36,3.78,0.36,3.9,0.57,1.49,0.41,0.91,0.5,11-16-2019,11,8,1,175.26,65.25,182.88,Orthodox,39,1.79,0.35,2.48,0.56,0.99,0.28,0.44,0.7,02-11-2017
win,Roy Nelson,Antonio Silva,1,0,36,27,0,0,0,0,Heavyweight,KO/TKO,Punch,2,4:10,2016-09-24,0.47,0.33,0.0216,0.0429,0,0,1,2,22,14,0,182.88,118.35000000000001,185.42000000000002,Orthodox,47,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1,04-15-2017,19,12,1,193.04,118.8,208.28,Orthodox,44,2.89,0.45,3.09,0.5,0.82,0.29,0.66,0.8,09-24-2016
win,Francisco Trinaldo,Paul Felder,0,0,32,33,1,0,0,0,Lightweight,KO/TKO,Other,3,2:25,2016-09-24,0.75,0.67,0.0062,0.0036,6,2,0,0,28,9,0,175.26,76.5,177.8,Southpaw,45,3.13,0.45,2.67,0.6,0.98,0.42,0.6,0.5,10-01-2022,17,6,0,180.34,69.75,177.8,Orthodox,39,3.7,0.44,3.44,0.48,0.29,0.28,0.64,0.2,11-14-2020
win,Eric Spicely,Thiago Santos,0,0,5,2,1,0,1,0,Middleweight,SUB,Rear Naked Choke,1,2:58,2016-09-24,0,0.57,0.0,0.0315,0,0,1,1,12,6,0,185.42,83.25,185.42000000000002,Orthodox,37,3.71,0.45,5.72,0.55,1.31,0.2,0.75,1.0,06-22-2019,22,11,0,187.96,92.25,193.04,Orthodox,39,3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1,08-06-2022
win,Godofredo Pepey,Mike de la Torre,0,0,24,6,1,0,2,0,Featherweight,SUB,Rear Naked Choke,1,3:03,2016-09-24,0.43,0.5,0.0,0.0083,0,1,1,0,13,6,0,170.18,65.25,185.42000000000002,Orthodox,36,2.32,0.38,3.23,0.47,0.37,0.07,0.35,1.5,01-27-2018,14,7,0 (1 NC),180.34,65.25,180.34,Orthodox,37,3.21,0.39,4.75,0.51,0.36,0.16,0.83,0.0,04-08-2017
win,Michel Prazeres,Gilbert Burns,0,0,67,46,5,1,0,0,Lightweight,U-DEC,Unanimous,3,5:00,2016-09-24,0.6,0.8,0.0061,0.0,1,1,0,0,26,4,0,167.64,76.5,170.18,Orthodox,42,2.38,0.47,2.51,0.57,3.94,0.36,0.47,0.6,06-26-2021,22,6,0,177.8,76.5,180.34,Orthodox,37,3.36,0.48,3.34,0.54,1.95,0.35,0.47,0.5,05-06-2023
win,Rani Yahya,Michinori Tanaka,0,0,10,20,7,1,1,0,Bantamweight,U-DEC,Unanimous,3,5:00,2016-09-24,0.75,0.67,0.0,0.0,2,1,0,0,28,11,1 (1 NC),167.64,60.75,170.18,Orthodox,39,1.59,0.37,1.77,0.5,2.86,0.32,0.24,1.9,04-22-2023,11,3,0,165.1,60.75,170.18,Orthodox,33,1.97,0.37,1.99,0.5,2.4,0.38,0.43,0.2,02-04-2017
win,Jussier Formiga,Dustin Ortiz,0,0,8,13,1,0,2,0,Flyweight,U-DEC,Unanimous,3,5:00,2016-09-24,0.57,0.5,0.011,0.0,0,0,1,1,23,8,0,165.1,56.25,170.18,Orthodox,38,1.42,0.39,2.34,0.64,1.82,0.35,0.87,0.6,06-06-2020,19,8,0,165.1,56.25,165.1,Orthodox,35,2.94,0.44,2.17,0.56,3.01,0.36,0.52,0.1,01-19-2019
win,Erick Silva,Luan Chagas,1,2,55,41,0,1,2,0,Welterweight,SUB,Rear Naked Choke,3,3:57,2016-09-24,0.5,0,0.0119,0,0,0,2,0,19,9,0 (1 NC),182.88,76.5,187.96,Orthodox,39,2.5,0.48,4.18,0.49,0.85,0.35,0.56,1.4,12-16-2017,15,3,1,182.88,76.5,190.5,Orthodox,30,4.16,0.47,3.19,0.62,0.32,0.12,0.85,0.3,04-21-2018
win,Alan Patrick,Stevie Ray,0,0,7,2,5,0,1,1,Lightweight,U-DEC,Unanimous,3,5:00,2016-09-24,0.5,1.0,0.0,0.0102,0,3,1,0,15,4,0 (1 NC),180.34,69.75,187.96,Southpaw,40,1.82,0.4,2.95,0.43,3.01,0.33,0.43,0.3,05-14-2022,23,9,0,177.8,69.75,177.8,Southpaw,33,3.73,0.44,2.93,0.54,0.75,0.46,0.55,0.6,10-26-2019
win,Vicente Luque,Hector Urbina,1,0,11,5,0,0,0,0,Welterweight,KO/TKO,Punch,1,1:00,2016-09-24,0.5,0.5,0.0,0.0,1,0,0,1,21,9,1,180.34,76.5,193.04,Orthodox,32,5.49,0.52,5.51,0.52,0.51,0.5,0.61,0.8,,17,10,1,180.34,76.5,185.42000000000002,Orthodox,36,0.97,0.38,2.44,0.39,0.0,0.0,0.38,3.8,09-24-2016
win,Michael Johnson,Dustin Poirier,1,0,14,6,0,0,0,0,Lightweight,KO/TKO,Punches,1,1:35,2016-09-17,0.54,0.8,0.0112,0.0156,0,4,2,0,22,19,0,177.8,69.75,185.42000000000002,Southpaw,37,4.28,0.39,3.91,0.58,0.46,0.38,0.8,0.1,05-20-2023,29,7,0 (1 NC),175.26,69.75,182.88,Southpaw,34,5.51,0.5,4.25,0.54,1.39,0.36,0.63,1.2,
win,Derek Brunson,Uriah Hall,1,0,4,1,0,0,0,0,Middleweight,KO/TKO,Punches,1,1:41,2016-09-17,0.83,0.56,0.0066,0.0103,4,0,0,1,23,9,0,185.42,83.25,195.58,Southpaw,39,3.51,0.47,3.05,0.51,3.14,0.33,0.85,0.6,03-04-2023,18,11,0,182.88,83.25,200.66,Orthodox,39,3.23,0.48,3.85,0.54,0.54,0.38,0.64,0.1,07-02-2022
win,Evan Dunham,Ricky Glenn,0,0,144,58,3,0,2,0,Lightweight,U-DEC,Unanimous,3,5:00,2016-09-17,0.6,0,0.001,0,3,0,0,0,18,9,1,177.8,69.75,177.8,Southpaw,42,5.33,0.39,3.54,0.61,1.82,0.33,0.79,1.0,06-06-2020,22,7,2,182.88,69.75,177.8,Southpaw,34,3.99,0.43,3.92,0.52,0.56,0.13,0.68,0.4,04-22-2023
win,Roan Carneiro,Kenny Robertson,0,0,33,28,2,0,0,0,Welterweight,S-DEC,Split,3,5:00,2016-09-17,0.5,0.57,0.0,0.007,0,0,1,1,21,11,0,180.34,76.5,193.04,Orthodox,45,1.46,0.46,1.82,0.62,3.05,0.42,0.83,1.4,02-11-2017,15,5,0,177.8,76.5,187.96,Orthodox,39,3.72,0.47,3.02,0.52,1.37,0.26,0.57,0.8,09-17-2016
win,Islam Makhachev,Chris Wade,0,0,12,5,4,0,2,2,Lightweight,U-DEC,Unanimous,3,5:00,2016-09-17,0.5,0.75,0.0,0.0092,0,0,1,1,24,1,0,177.8,69.75,177.8,Southpaw,32,2.35,0.59,1.27,0.61,3.24,0.62,0.9,1.1,02-11-2023,12,3,0,177.8,69.75,177.8,Orthodox,36,1.7,0.53,1.75,0.51,2.6,0.51,0.55,1.1,07-22-2017
win,Chas Skelly,Maximo Blanco,0,0,1,0,0,0,1,0,Featherweight,SUB,D'Arce Choke,1,0:19,2016-09-17,0.6,0.5,0.0103,0.011,0,0,1,1,19,3,0 (1 NC),180.34,65.25,182.88,Orthodox,38,2.01,0.4,3.21,0.49,1.74,0.34,0.39,2.3,02-19-2022,12,8,1 (1 NC),172.72,65.25,180.34,Orthodox,40,4.11,0.44,3.19,0.66,1.85,0.36,0.63,0.3,09-17-2016
win,Gabriel Benitez,Sam Sicilia,1,0,39,19,0,0,1,0,Featherweight,SUB,Guillotine Choke,2,1:20,2016-09-17,0.5,0.5,0.0,0.0044,0,0,1,1,23,11,0,172.72,69.75,180.34,Southpaw,35,4.79,0.41,4.05,0.65,0.27,0.5,0.58,1.1,08-13-2022,15,8,0,172.72,65.25,170.18,Orthodox,37,2.46,0.33,3.55,0.59,1.45,0.43,0.7,0.9,02-19-2017
win,Belal Muhammad,Augusto Montano,0,0,66,67,3,0,0,0,Welterweight,KO/TKO,Punches,3,4:19,2016-09-17,0,0.5,0.0,0.0,0,0,1,1,23,3,0 (1 NC),180.34,76.5,182.88,Orthodox,35,4.55,0.43,3.64,0.57,1.98,0.35,0.93,0.2,05-06-2023,15,3,0,185.42,76.5,185.42000000000002,Orthodox,39,3.46,0.46,2.66,0.56,0.0,0.0,0.66,0.0,09-17-2016
win,Antonio Carlos Junior,Leonardo Guimaraes,0,0,32,6,7,0,1,2,Middleweight,SUB,Rear Naked Choke,3,4:46,2016-09-17,0.5,0,0.0,0.0,0,0,1,1,11,5,0 (1 NC),187.96,83.25,200.66,Orthodox,33,1.95,0.42,2.14,0.52,3.42,0.39,0.53,0.8,01-23-2021,11,5,0 (1 NC),182.88,83.25,187.48,Orthodox,41,2.35,0.56,2.99,0.44,0.0,0.0,0.52,1.0,09-17-2016
win,Jose Quinonez,Joey Gomez,2,1,56,44,5,0,0,0,Bantamweight,U-DEC,Unanimous,3,5:00,2016-09-17,0,0,0.0,0.0,0,0,1,1,9,5,0,172.72,60.75,175.26,Southpaw,33,3.6,0.45,3.0,0.64,2.7,0.47,0.42,0.6,12-05-2020,6,2,0,177.8,60.75,185.42000000000002,Orthodox,37,2.44,0.28,4.46,0.55,0.62,1.0,0.5,0.0,09-17-2016
win,Randy Brown,Erick Montano,0,0,12,21,1,2,1,0,Welterweight,SUB,Guillotine Choke,3,0:18,2016-09-17,0.5,1.0,0.0,0.0,0,1,1,0,16,5,0,190.5,76.5,198.12,Orthodox,33,4.39,0.47,3.3,0.54,0.68,0.33,0.71,0.6,,7,5,0,182.88,76.5,185.42000000000002,Orthodox,38,2.79,0.44,2.06,0.64,2.29,0.36,0.66,0.0,11-05-2016
win,Stipe Miocic,Alistair Overeem,0,1,34,9,1,0,0,1,Heavyweight,KO/TKO,Punch,1,4:27,2016-09-10,0.82,0.67,0.0071,0.0183,3,4,0,0,20,4,0,193.04,108.0,203.2,Orthodox,41,4.82,0.53,3.82,0.54,1.86,0.34,0.68,0.0,03-27-2021,47,19,0 (1 NC),193.04,119.25,203.2,Orthodox,43,3.67,0.64,2.44,0.57,1.42,0.55,0.73,0.8,02-06-2021
win,Fabricio Werdum,Travis Browne,1,0,84,37,0,0,1,0,Heavyweight,U-DEC,Unanimous,3,5:00,2016-09-10,0.73,0.67,0.004,0.015,0,0,1,1,24,9,1,193.04,103.95,195.58,Orthodox,46,3.59,0.52,2.64,0.55,1.75,0.31,0.31,1.2,07-25-2020,18,7,1,198.12,114.75,200.66,Orthodox,41,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2,07-08-2017
win,Mickey Gall,CM Punk,0,0,20,0,1,0,2,0,Welterweight,SUB,Rear Naked Choke,1,2:14,2016-09-10,1.0,0,0.5,0,1,0,0,0,7,5,0,187.96,76.5,187.96,Switch,31,2.94,0.46,4.25,0.49,1.21,0.3,0.36,1.9,04-09-2022,0,1,0 (1 NC),185.42,76.5,185.42000000000002,Orthodox,45,1.1,0.23,4.87,0.4,0.87,0.11,0.0,0.0,06-09-2018
win,Jimmie Rivera,Urijah Faber,0,0,54,22,0,0,0,0,Bantamweight,U-DEC,Unanimous,3,5:00,2016-09-10,1.0,0.64,0.0064,0.0051,3,0,0,1,23,5,0,162.56,60.75,172.72,Orthodox,34,4.03,0.4,3.9,0.6,0.88,0.27,0.92,0.1,02-27-2021,35,11,0,167.64,60.75,170.18,Orthodox,44,2.65,0.4,2.59,0.64,1.54,0.3,0.58,0.8,12-14-2019
win,Jessica Andrade,Joanne Wood,0,0,20,13,2,0,1,0,Women's Strawweight,SUB,Guillotine Choke,1,4:38,2016-09-10,0.62,0.75,0.0019,0.0092,1,2,0,0,24,11,0,154.94,51.75,157.48,Orthodox,32,6.82,0.5,5.4,0.54,2.61,0.54,0.73,0.4,05-06-2023,16,8,0,167.64,56.25,165.1,Orthodox,38,6.93,0.51,4.72,0.51,1.57,0.54,0.59,0.3,
win,Bethe Correia,Jessica Eye,0,0,49,52,0,0,0,0,Women's Bantamweight,S-DEC,Split,3,5:00,2016-09-10,0.6,0.2,0.0,0.0,0,0,2,3,11,6,1,165.1,60.75,162.56,Orthodox,40,4.37,0.43,4.93,0.56,0.39,0.18,0.85,0.0,10-02-2021,15,11,0 (1 NC),167.64,56.25,167.64000000000001,Orthodox,37,3.86,0.37,4.19,0.55,0.58,0.4,0.57,0.5,07-02-2022
win,Brad Tavares,Caio Magalhaes,0,0,46,26,0,1,0,1,Middleweight,S-DEC,Split,3,5:00,2016-09-10,0.67,0.67,0.0022,0.0194,0,0,1,1,19,9,0,185.42,83.25,187.96,Orthodox,36,3.32,0.42,3.06,0.56,0.85,0.26,0.8,0.0,,10,3,0,185.42,83.25,185.42000000000002,Orthodox,36,2.27,0.4,2.78,0.56,1.05,0.15,0.58,1.6,09-10-2016
win,Nik Lentz,Michael McBride,0,0,38,16,5,0,1,0,Lightweight,KO/TKO,Punches,2,4:17,2016-09-10,0.64,0,0.0021,0,1,0,0,0,30,12,2 (1 NC),172.72,65.25,172.72,Orthodox,39,3.44,0.47,3.25,0.5,3.3,0.32,0.43,1.2,01-23-2021,8,3,0,185.42,69.75,190.08,Orthodox,37,4.08,0.48,5.85,0.4,1.85,0.42,0.3,1.2,04-22-2017
win,Drew Dober,Jason Gonzalez,1,0,20,10,0,0,0,0,Lightweight,KO/TKO,Punch,1,1:45,2016-09-10,0.4,0,0.0,0,1,0,0,0,26,12,0 (1 NC),172.72,69.75,177.8,Southpaw,35,4.48,0.39,4.5,0.51,0.69,0.17,0.56,0.1,05-06-2023,11,5,0,187.96,69.75,187.96,Southpaw,33,3.06,0.39,3.13,0.58,0.0,0.0,0.3,1.0,04-27-2019
win,Josh Barnett,Andrei Arlovski,0,0,53,38,1,1,1,0,Heavyweight,SUB,Rear Naked Choke,3,2:53,2016-09-03,0.67,0.7,0.0029,0.0233,0,0,1,2,35,8,0,190.5,112.5,198.12,Orthodox,46,3.2,0.5,2.11,0.57,1.26,0.55,0.55,1.4,09-03-2016,34,22,0 (2 NC),190.5,108.0,195.58,Orthodox,44,3.78,0.45,3.2,0.57,0.39,0.36,0.76,0.2,06-03-2023
win,Alexander Gustafsson,Jan Blachowicz,0,0,50,28,4,0,0,0,Light Heavyweight,U-DEC,Unanimous,3,5:00,2016-09-03,0.67,0.5,0.0142,0.0,0,1,2,0,18,8,0,195.58,92.25,200.66,Orthodox,36,4.03,0.4,3.53,0.51,1.53,0.39,0.83,0.4,07-23-2022,29,9,1,187.96,92.25,198.12,Orthodox,40,3.41,0.49,2.81,0.54,0.97,0.53,0.68,0.2,
win,Ryan Bader,Ilir Latifi,1,1,13,9,0,0,0,0,Light Heavyweight,KO/TKO,Knee,2,2:06,2016-09-03,0.72,0.71,0.0126,0.0267,0,3,1,0,23,5,0,187.96,92.25,187.96,Orthodox,40,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4,11-19-2016,17,9,0 (1 NC),177.8,103.5,185.42000000000002,Orthodox,41,2.05,0.45,2.93,0.56,2.11,0.35,1.0,0.3,05-20-2023
win,Nick Hein,Tae Hyun Bang,0,0,20,40,2,0,0,0,Lightweight,U-DEC,Unanimous,3,5:00,2016-09-03,0.75,0.5,0.0114,0.0238,2,1,0,0,14,5,0 (1 NC),167.64,69.75,167.64000000000001,Southpaw,39,2.65,0.35,3.61,0.59,0.86,0.33,0.83,0.0,06-01-2019,18,10,0,175.26,69.75,180.34,Switch,40,2.72,0.38,2.07,0.66,0.49,0.33,0.57,0.5,09-03-2016
win,Jessin Ayari,Jim Wallhead,0,1,70,47,0,0,0,0,Welterweight,S-DEC,Split,3,5:00,2016-09-03,0,0,0,0,0,0,0,0,16,6,0,182.88,69.75,185.42000000000002,Orthodox,31,3.53,0.37,3.59,0.58,0.0,0.0,0.5,0.3,10-03-2020,29,11,0,177.8,76.5,182.27,Orthodox,39,3.19,0.26,6.65,0.49,0.0,0.0,1.0,0.0,06-03-2017
win,Peter Sobotta,Nicolas Dalby,1,0,38,14,3,0,1,0,Welterweight,U-DEC,Unanimous,3,5:00,2016-09-03,0.33,0.5,0.0,0.0,0,0,1,1,17,7,1,182.88,76.5,190.5,Southpaw,36,2.14,0.4,2.9,0.58,1.53,0.32,0.77,0.5,07-25-2020,21,4,1 (2 NC),180.34,76.5,187.96,Orthodox,39,3.74,0.41,3.35,0.53,1.09,0.3,0.65,0.1,
win,Ashlee Evans-Smith,Veronica Hardy,0,0,73,23,2,0,0,0,Women's Bantamweight,KO/TKO,Elbows,3,2:46,2016-09-03,0.5,0,0.0,0,1,0,0,0,6,5,0,172.72,60.75,170.18,Orthodox,36,4.54,0.34,4.69,0.55,1.1,0.23,0.66,0.0,11-28-2020,7,4,1,162.56,56.25,162.56,Southpaw,28,3.35,0.46,4.38,0.45,1.34,0.4,0.55,0.5,03-18-2023
win,Taylor Lapilus,Leandro Issa,0,0,63,19,0,3,0,0,Bantamweight,U-DEC,Unanimous,3,5:00,2016-09-03,0,0.67,0.05,0.0,0,0,1,1,18,3,0,167.64,60.75,185.42000000000002,Southpaw,31,3.77,0.45,2.0,0.61,0.58,0.4,0.81,0.6,09-03-2016,13,6,0,170.18,60.75,175.26,Orthodox,40,2.08,0.37,3.17,0.58,2.38,0.22,0.5,1.2,09-03-2016
win,Jack Hermansson,Scott Askham,0,0,88,37,1,0,0,2,Middleweight,U-DEC,Unanimous,3,5:00,2016-09-03,0,0.5,0,0.0488,0,1,0,0,23,8,0,185.42,83.25,195.58,Orthodox,35,5.13,0.44,3.69,0.55,1.66,0.29,0.75,0.4,12-03-2022,14,4,0,190.5,83.25,190.5,Southpaw,35,3.03,0.46,3.52,0.52,0.44,0.18,0.65,0.7,03-18-2017
