result,fighter,opponent,f_kd,o_kd,f_str,o_str,f_td,o_td,f_sub,o_sub,weight_class,method,type,round,time,date,f_win_perc,o_win_perc,f_str_efc,o_str_efc,f_win_strk,o_win_strk,f_lose_strk,o_lose_strk,f_wins,f_losses,f_draws,f_height,f_weight,f_reach,f_stance,f_age,f_slpm,f_str_acc,f_sapm,f_str_def,f_td_avg,f_td_acc,f_td_def,f_sub_avg,f_last_match,o_wins,o_losses,o_draws,o_height,o_weight,o_reach,o_stance,o_age,o_slpm,o_str_acc,o_sapm,o_str_def,o_td_avg,o_td_acc,o_td_def,o_sub_avg,o_last_match
win,Loopy Godinez,Silvana Gomez Juarez,0,0,11,3,5,0,1,0,Women's Strawweight,SUB,Armbar,1,4:14,2021-10-09,0,0,0.0,0,0,0,1,0,10,3,0,157.48,51.75,154.94,Orthodox,30,4.16,0.49,3.77,0.62,3.43,0.43,0.81,0.6,05-20-2023,11,5,0,160.02,51.75,165.1,Orthodox,39,4.26,0.32,4.04,0.61,0.0,0.0,0.3,0.0,11-12-2022
win,Thiago Santos,Johnny Walker,0,0,44,48,0,0,0,0,Light Heavyweight,U-DEC,Unanimous,5,5:00,2021-10-02,0.6,0.67,0.0169,0.0353,0,1,3,0,22,11,0,187.96,92.25,193.04,Orthodox,39,3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1,08-06-2022,21,7,0,198.12,92.25,208.28,Orthodox,31,3.85,0.56,2.58,0.46,0.51,1.0,0.6,1.0,05-13-2023
win,Niko Price,Alex Oliveira,0,0,64,65,1,1,0,0,Welterweight,U-DEC,Unanimous,3,5:00,2021-10-02,0.55,0.58,0.0113,0.0093,0,0,2,2,15,6,0 (2 NC),182.88,76.5,193.04,Orthodox,34,5.48,0.42,5.57,0.48,0.7,0.2,0.64,0.7,,22,12,1 (2 NC),180.34,76.5,193.04,Orthodox,35,2.99,0.51,2.55,0.46,2.35,0.38,0.63,0.6,03-05-2022
win,Krzysztof Jotko,Misha Cirkunov,0,0,41,41,1,5,0,0,Middleweight,S-DEC,Split,3,5:00,2021-10-02,0.64,0.56,0.0038,0.0,0,0,1,1,24,6,0,185.42,83.25,195.58,Southpaw,34,2.98,0.42,2.23,0.57,1.33,0.39,0.82,0.1,10-01-2022,15,9,0,190.5,92.25,195.58,Orthodox,36,3.86,0.51,3.06,0.57,4.15,0.39,0.76,1.7,10-15-2022
win,Alexander Hernandez,Mike Breeden,1,0,20,6,0,0,0,0,Lightweight,KO/TKO,Punch,1,1:20,2021-10-02,0.57,0,0.0085,0,0,0,1,0,14,6,0,175.26,69.75,182.88,Orthodox,31,4.57,0.4,4.53,0.56,1.38,0.32,0.63,0.1,02-18-2023,10,5,0,177.8,69.75,177.8,Orthodox,34,5.43,0.42,6.38,0.41,1.44,0.37,0.59,0.0,04-30-2022
win,Jared Gordon,Joe Solecki,0,0,51,38,1,4,0,0,Lightweight,S-DEC,Split,3,5:00,2021-10-02,0.62,1.0,0.0,0.0,2,3,0,0,19,6,0 (1 NC),175.26,69.75,172.72,Orthodox,35,5.32,0.57,3.28,0.58,2.01,0.4,0.62,0.0,04-22-2023,13,3,0,175.26,69.75,177.8,Orthodox,30,2.24,0.55,1.53,0.52,2.51,0.5,0.5,1.6,02-25-2023
win,Casey O'Neill,Antonina Shevchenko,0,0,52,40,3,0,0,0,Women's Flyweight,KO/TKO,Punches,2,4:47,2021-10-02,1.0,0.5,0.0,0.0,1,0,0,1,9,1,0,167.64,56.25,175.26,Orthodox,26,8.77,0.55,5.9,0.58,1.96,0.42,0.71,0.7,03-18-2023,10,4,0,172.72,56.25,170.18,Southpaw,39,3.86,0.55,2.93,0.52,0.43,0.42,0.53,0.4,07-09-2022
win,Karol Rosa,Bethe Correia,0,0,125,62,0,0,0,0,Women's Bantamweight,U-DEC,Unanimous,3,5:00,2021-10-02,1.0,0.5,0.0,0.0,2,0,0,1,16,5,0,165.1,65.25,170.18,Orthodox,29,5.58,0.55,3.86,0.5,1.43,0.45,0.68,0.0,04-22-2023,11,6,1,165.1,60.75,162.56,Orthodox,40,4.37,0.43,4.93,0.56,0.39,0.18,0.85,0.0,10-02-2021
win,Jamie Mullarkey,Devonte Smith,1,0,55,29,1,0,0,0,Lightweight,KO/TKO,Punches,2,2:51,2021-10-02,0.33,0.75,0.0161,0.0247,1,1,0,0,16,6,0,182.88,69.75,187.96,Orthodox,29,4.2,0.46,4.2,0.54,2.91,0.35,0.75,0.2,06-03-2023,11,4,0,175.26,69.75,193.04,Orthodox,30,4.55,0.53,3.91,0.49,0.35,0.25,0.85,0.3,03-05-2022
win,Douglas Silva de Andrade,Gaetano Pirrello,1,0,10,5,0,0,0,0,Bantamweight,KO/TKO,Punch,1,2:04,2021-10-02,0.57,0,0.0053,0.0,0,0,1,1,29,5,0 (1 NC),170.18,60.75,172.72,Orthodox,38,3.66,0.38,3.99,0.58,0.61,0.46,0.7,0.2,05-13-2023,15,7,1,170.18,60.75,165.1,Orthodox,31,0.99,0.55,2.44,0.42,0.0,0.0,0.3,0.0,10-02-2021
win,Stephanie Egger,Shanna Young,0,0,29,22,2,0,0,2,Women's Bantamweight,KO/TKO,Elbow,2,2:22,2021-10-02,0,0,0.0,0.0,0,0,1,1,8,4,0,167.64,60.75,172.72,Orthodox,35,1.93,0.53,2.08,0.53,3.04,0.4,0.5,0.8,04-29-2023,9,6,0,170.18,56.25,165.1,Orthodox,32,3.18,0.47,4.88,0.43,0.0,0.0,0.53,0.6,11-05-2022
win,Alexander Volkanovski,Brian Ortega,0,0,214,88,0,2,0,3,Featherweight,U-DEC,Unanimous,5,5:00,2021-09-25,1.0,0.88,0.0049,0.0104,9,1,0,0,25,2,0,167.64,65.25,180.34,Orthodox,35,6.35,0.56,3.4,0.59,1.52,0.34,0.69,0.2,,15,3,0 (1 NC),172.72,65.25,175.26,Switch,32,4.19,0.38,6.66,0.49,0.95,0.23,0.56,1.2,07-16-2022
win,Valentina Shevchenko,Lauren Murphy,0,0,98,11,3,0,0,0,Women's Flyweight,KO/TKO,Punches,4,4:00,2021-09-25,0.83,0.64,0.0017,0.0016,7,5,0,0,23,4,0,165.1,56.25,167.64000000000001,Southpaw,35,3.29,0.53,1.99,0.63,2.57,0.64,0.72,0.3,03-04-2023,16,6,0,165.1,56.25,170.18,Orthodox,40,4.05,0.39,5.25,0.55,1.03,0.25,0.69,0.1,01-21-2023
win,Robbie Lawler,Nick Diaz,0,0,131,150,0,0,0,0,Middleweight,KO/TKO,Punch,3,0:44,2021-09-25,0.57,0.45,0.0076,0.0033,0,0,4,2,29,16,0 (1 NC),180.34,76.5,187.96,Southpaw,41,3.83,0.46,4.67,0.59,0.65,0.64,0.65,0.0,,26,10,0 (2 NC),185.42,76.5,193.04,Southpaw,40,5.71,0.42,3.84,0.59,1.28,0.32,0.6,1.0,09-25-2021
win,Curtis Blaydes,Jairzinho Rozenstruik,0,0,32,18,3,0,0,0,Heavyweight,U-DEC,Unanimous,3,5:00,2021-09-25,0.75,0.75,0.0022,0.027,0,1,1,0,17,4,0 (1 NC),193.04,119.25,203.2,Orthodox,32,3.56,0.49,1.89,0.59,5.93,0.53,0.33,0.0,04-22-2023,13,5,0,187.96,108.9,198.12,Orthodox,35,2.81,0.45,3.15,0.45,0.0,0.0,0.73,0.0,05-13-2023
win,Jessica Andrade,Cynthia Calvillo,0,0,48,27,0,0,0,0,Women's Flyweight,KO/TKO,Punches,1,4:54,2021-09-25,0.63,0.75,0.0025,0.0,0,0,1,1,24,11,0,154.94,51.75,157.48,Orthodox,32,6.82,0.5,5.4,0.54,2.61,0.54,0.73,0.4,05-06-2023,9,6,1,162.56,56.25,162.56,Orthodox,36,4.41,0.38,4.12,0.64,1.8,0.44,0.77,0.8,04-08-2023
win,Merab Dvalishvili,Marlon Moraes,0,1,69,29,4,0,0,0,Bantamweight,KO/TKO,Punches,2,4:25,2021-09-25,0.71,0.56,0.0024,0.0159,5,0,0,2,16,4,0,167.64,60.75,172.72,Orthodox,32,4.46,0.41,2.41,0.56,6.55,0.36,0.78,0.3,03-11-2023,23,10,1,167.64,60.75,170.18,Orthodox,35,3.37,0.4,4.53,0.54,0.87,0.41,0.46,0.3,03-12-2022
win,Dan Hooker,Nasrat Haqparast,0,0,73,27,3,0,0,0,Lightweight,U-DEC,Unanimous,3,5:00,2021-09-25,0.67,0.71,0.0097,0.0084,0,2,2,0,22,12,0,182.88,69.75,190.5,Switch,33,4.83,0.47,4.61,0.51,0.85,0.36,0.81,0.3,,14,5,0,177.8,69.75,182.88,Southpaw,28,5.06,0.44,4.72,0.65,0.36,0.3,0.78,0.0,09-03-2022
win,Chris Daukaus,Shamil Abdurakhimov,2,0,38,23,0,0,0,0,Heavyweight,KO/TKO,Punch,2,1:23,2021-09-25,1.0,0.57,0.0476,0.0135,3,0,0,1,12,6,0,190.5,92.25,193.04,Orthodox,34,6.41,0.5,4.48,0.57,0.0,0.0,1.0,0.0,,20,8,0,190.5,105.75,193.04,Orthodox,42,2.41,0.44,3.02,0.55,1.01,0.23,0.45,0.1,01-21-2023
win,Taila Santos,Roxanne Modafferi,1,0,55,18,5,0,0,0,Women's Flyweight,U-DEC,Unanimous,3,5:00,2021-09-25,0.67,0.4,0.0,0.0021,2,0,0,1,19,2,0,167.64,56.25,172.72,Orthodox,30,3.35,0.5,2.43,0.59,2.29,0.88,0.78,1.3,06-11-2022,25,21,0,170.18,56.25,175.26,Orthodox,41,3.35,0.3,5.7,0.51,1.35,0.23,0.3,0.1,02-12-2022
win,Jalin Turner,Uros Medic,0,0,25,6,1,0,1,0,Lightweight,SUB,Rear Naked Choke,1,4:01,2021-09-25,0.6,1.0,0.0153,0.0222,2,1,0,0,13,6,0,190.5,69.75,195.58,Southpaw,28,5.63,0.46,3.79,0.43,0.89,0.66,0.74,1.6,,8,1,0,185.42,69.75,180.34,Southpaw,30,8.14,0.66,3.76,0.59,0.0,0.0,0.66,0.0,05-21-2022
win,Nick Maximov,Cody Brundage,0,0,14,28,4,0,0,1,Middleweight,U-DEC,Unanimous,3,5:00,2021-09-25,0,0,0,0,0,0,0,0,8,2,0,182.88,83.25,193.04,Southpaw,26,1.93,0.45,2.64,0.46,4.16,0.45,0.35,0.2,10-15-2022,8,4,0,182.88,83.25,182.88,Orthodox,29,2.48,0.55,2.63,0.49,2.6,0.46,0.73,1.3,04-29-2023
win,Matthew Semelsberger,Martin Sano,1,0,3,1,0,0,0,0,Welterweight,KO/TKO,Punch,1,0:15,2021-09-25,0.5,0,0.0055,0,0,0,1,0,11,5,0,185.42,76.5,190.5,Switch,31,4.05,0.43,4.21,0.56,1.16,0.7,0.52,0.2,,4,3,1,180.34,76.5,190.5,Orthodox,32,4.0,0.33,12.0,0.4,0.0,0.0,0.0,0.0,09-25-2021
win,Anthony Smith,Ryan Spann,2,0,17,8,0,0,1,0,Light Heavyweight,SUB,Rear Naked Choke,1,3:47,2021-09-18,0.67,0.8,0.0094,0.0404,2,1,0,0,36,18,0,193.04,92.25,193.04,Orthodox,35,2.96,0.47,4.49,0.43,0.48,0.28,0.47,0.7,05-13-2023,21,8,0,195.58,92.25,200.66,Orthodox,32,3.28,0.44,3.32,0.48,1.64,0.37,0.45,1.9,03-11-2023
win,Ion Cutelaba,Devin Clark,1,0,64,23,8,1,0,0,Light Heavyweight,U-DEC,Unanimous,3,5:00,2021-09-18,0.44,0.57,0.0031,0.0,0,0,2,1,17,9,1 (1 NC),185.42,92.25,190.5,Southpaw,30,4.63,0.43,3.29,0.48,4.75,0.58,0.77,0.0,04-15-2023,14,8,0,182.88,92.25,190.5,Orthodox,33,2.99,0.55,2.95,0.43,2.35,0.33,0.6,0.1,05-06-2023
win,Ariane Lipski,Mandy Bohm,2,0,87,36,0,0,0,0,Women's Flyweight,U-DEC,Unanimous,3,5:00,2021-09-18,0.33,0,0.0055,0,0,0,2,0,15,8,0,167.64,56.25,170.18,Orthodox,29,3.86,0.39,3.97,0.51,0.47,0.42,0.73,0.3,,8,2,0 (1 NC),170.18,56.25,180.34,Orthodox,34,2.51,0.45,3.24,0.6,0.72,0.18,0.75,0.7,05-13-2023
win,Arman Tsarukyan,Christos Giagos,1,0,22,1,0,0,0,0,Lightweight,KO/TKO,Punches,1,2:09,2021-09-18,0.75,0.43,0.0,0.0,3,0,0,1,19,3,0,170.18,69.75,182.88,Orthodox,27,3.56,0.45,1.93,0.54,3.3,0.33,0.75,0.0,,20,10,0,177.8,69.75,180.34,Orthodox,33,2.86,0.41,2.85,0.49,3.16,0.41,0.52,0.4,04-22-2023
win,Nate Maness,Tony Gravely,1,1,31,36,1,1,0,0,Bantamweight,KO/TKO,Punches,2,2:10,2021-09-18,1.0,0.5,0.0,0.0,1,1,0,0,14,3,0,177.8,56.25,182.88,Orthodox,32,1.94,0.42,4.65,0.4,0.96,0.75,0.75,0.3,11-05-2022,23,9,0,165.1,60.75,175.26,Orthodox,32,3.82,0.48,4.47,0.44,5.4,0.41,0.52,0.3,03-11-2023
win,Joaquin Buckley,Antonio Arroyo,1,0,41,21,1,0,0,0,Middleweight,KO/TKO,Punches,3,2:26,2021-09-18,0.5,0,0.0261,0.0,0,0,1,2,16,6,0,177.8,76.5,193.04,Southpaw,29,3.76,0.32,3.42,0.55,1.43,0.34,0.66,0.0,05-20-2023,9,5,0,190.5,83.25,185.42000000000002,Orthodox,34,2.82,0.66,2.02,0.5,1.14,0.41,0.41,0.2,09-18-2021
win,Tafon Nchukwi,Mike Rodriguez,0,0,116,49,3,0,0,0,Light Heavyweight,U-DEC,Unanimous,3,5:00,2021-09-18,0.5,0.4,0.0056,0.0303,0,0,1,2,6,3,0,182.88,92.25,195.58,Orthodox,29,6.05,0.52,4.03,0.55,0.94,0.57,0.71,0.0,06-25-2022,11,7,0 (1 NC),193.04,92.25,208.28,Southpaw,35,4.35,0.53,4.24,0.41,0.0,0.0,0.37,0.0,09-18-2021
win,Raquel Pennington,Pannie Kianzad,0,0,48,50,1,1,0,0,Women's Bantamweight,U-DEC,Unanimous,3,5:00,2021-09-18,0.62,0.8,0.0,0.0,1,4,0,0,15,9,0,170.18,60.75,170.18,Orthodox,35,4.02,0.5,3.34,0.62,0.93,0.27,0.63,0.6,01-14-2023,17,6,0,170.18,60.75,167.64000000000001,Orthodox,32,5.32,0.49,4.12,0.53,0.4,0.3,0.8,0.1,
win,Rong Zhu,Brandon Jenkins,1,0,86,41,6,0,0,0,Lightweight,KO/TKO,Punches,3,4:35,2021-09-18,0,0,0.0,0,0,0,1,0,21,5,0,175.26,69.75,180.34,Orthodox,23,4.27,0.47,6.38,0.44,3.64,0.62,1.0,0.0,02-26-2022,15,9,0,182.88,69.75,180.34,Switch,32,2.93,0.41,8.05,0.33,0.0,0.0,0.27,0.0,04-16-2022
win,Montel Jackson,JP Buys,4,0,25,8,4,1,1,3,Bantamweight,U-DEC,Unanimous,3,5:00,2021-09-18,0.6,0,0.018,0,1,0,0,0,13,2,0,177.8,60.75,190.5,Southpaw,31,3.36,0.53,1.41,0.64,3.42,0.71,0.69,0.3,04-22-2023,9,5,0,165.1,56.25,170.18,Orthodox,27,1.89,0.44,3.02,0.39,1.65,0.26,0.25,2.5,06-25-2022
win,Erin Blanchfield,Sarah Alpar,0,0,120,41,3,0,0,0,Women's Flyweight,U-DEC,Unanimous,3,5:00,2021-09-18,0,0,0,0.0,0,0,0,1,11,1,0,162.56,56.25,167.64000000000001,Orthodox,24,6.06,0.54,3.22,0.61,3.76,0.63,0.77,1.6,02-18-2023,9,6,0,162.56,60.75,160.02,Southpaw,32,2.36,0.44,6.06,0.38,1.61,0.26,0.2,0.4,09-18-2021
win,Carlston Harris,Impa Kasanganay,1,0,24,6,0,0,0,0,Welterweight,KO/TKO,Punches,1,2:38,2021-09-18,0,0.5,0,0.0,0,0,0,1,18,5,0,182.88,76.5,193.04,Orthodox,36,4.14,0.52,2.88,0.5,3.04,0.31,0.75,0.6,03-11-2023,9,2,0,180.34,76.5,190.5,Orthodox,29,4.96,0.48,3.66,0.58,1.75,0.58,0.66,0.2,09-18-2021
win,Derek Brunson,Darren Till,0,0,41,26,3,0,1,0,Middleweight,SUB,Rear Naked Choke,3,2:13,2021-09-04,0.71,0.67,0.0076,0.0151,4,0,0,1,23,9,0,185.42,83.25,195.58,Southpaw,39,3.51,0.47,3.05,0.51,3.14,0.33,0.85,0.6,03-04-2023,18,5,1,182.88,83.25,187.96,Southpaw,31,2.3,0.46,3.31,0.56,0.55,0.46,0.69,0.0,12-10-2022
win,Tom Aspinall,Serghei Spivac,1,0,16,0,0,0,0,0,Heavyweight,KO/TKO,Elbow,1,2:30,2021-09-04,1.0,0.5,0.0159,0.0,3,1,0,0,12,3,0,195.58,115.2,198.12,Orthodox,30,7.41,0.65,2.87,0.64,4.0,1.0,1.0,2.0,,16,3,0,190.5,117.0,198.12,Orthodox,28,3.79,0.51,2.84,0.55,5.05,0.65,0.7,0.6,02-04-2023
win,Alex Morono,David Zawada,0,0,90,86,0,1,0,0,Welterweight,U-DEC,Unanimous,3,5:00,2021-09-04,0.67,0.25,0.003,0.0066,1,0,0,1,23,8,0 (1 NC),180.34,76.5,182.88,Orthodox,33,5.2,0.42,4.14,0.57,0.29,0.2,0.5,0.4,05-13-2023,17,7,0,182.88,76.5,190.5,Orthodox,33,3.84,0.41,4.54,0.55,0.97,0.33,0.57,1.7,09-04-2021
win,Khalil Rountree Jr.,Modestas Bukauskas,1,0,38,23,0,0,0,0,Light Heavyweight,KO/TKO,Kick,2,2:30,2021-09-04,0.38,0.33,0.0393,0.0,0,0,2,2,12,5,0 (1 NC),185.42,92.25,193.04,Southpaw,33,3.67,0.38,4.19,0.5,0.0,0.0,0.54,0.1,,14,5,0,190.5,92.25,198.12,Switch,29,3.37,0.38,4.02,0.5,0.0,0.0,0.71,0.0,
win,Paddy Pimblett,Luigi Vendramini,1,0,47,25,0,1,0,0,Lightweight,KO/TKO,Punches,1,4:25,2021-09-04,0,0,0,0.0,0,0,0,2,20,3,0,177.8,69.75,185.42000000000002,Orthodox,28,4.19,0.46,3.48,0.41,0.97,0.25,0.56,2.4,12-10-2022,9,3,0,172.72,69.75,185.42000000000002,Orthodox,27,2.82,0.4,3.82,0.57,1.11,0.15,1.0,0.6,09-04-2021
win,Molly McCann,Ji Yeon Kim,0,0,127,122,2,0,0,0,Women's Flyweight,U-DEC,Unanimous,3,5:00,2021-09-04,0.5,0.5,0.0,0.004,0,0,2,1,13,5,0,162.56,56.25,157.48,Orthodox,33,5.72,0.5,4.9,0.63,1.67,0.35,0.44,0.5,,9,7,2,170.18,56.25,182.88,Orthodox,34,5.37,0.36,5.41,0.56,0.0,0.0,0.5,0.1,05-13-2023
win,Jack Shore,Liudvik Sholinian,0,0,92,19,2,0,1,0,Bantamweight,U-DEC,Unanimous,3,5:00,2021-09-04,1.0,0,0.0,0,1,0,0,0,17,1,0,172.72,60.75,180.34,Orthodox,28,3.84,0.58,2.2,0.57,3.42,0.4,0.79,0.7,03-18-2023,9,4,1,177.8,60.75,180.34,Orthodox,33,2.5,0.3,5.67,0.55,0.0,0.0,0.66,0.0,11-05-2022
win,Julian Erosa,Charles Jourdain,0,1,103,85,2,0,1,0,Catch Weight,SUB,D'Arce Choke,3,2:56,2021-09-04,0.5,0.5,0.0041,0.0174,0,1,1,0,28,12,0,185.42,65.25,187.96,Southpaw,34,6.22,0.48,6.35,0.47,1.66,0.46,0.61,0.6,04-29-2023,14,6,1,175.26,65.25,175.26,Switch,28,5.78,0.49,4.3,0.57,0.1,0.16,0.48,0.4,05-06-2023
win,Giga Chikadze,Edson Barboza,2,0,60,33,0,0,2,0,Featherweight,KO/TKO,Punch,3,1:44,2021-08-28,1.0,0.64,0.0165,0.0117,6,2,0,0,14,3,0,182.88,65.25,187.96,Orthodox,35,4.05,0.42,3.35,0.62,0.26,0.33,0.69,0.3,01-15-2022,23,11,0,180.34,65.25,190.5,Orthodox,37,4.0,0.44,4.12,0.58,0.38,0.44,0.75,0.1,04-15-2023
win,Bryan Battle,Gilbert Urbina,0,0,46,45,1,2,1,0,Middleweight,SUB,Rear Naked Choke,2,2:15,2021-08-28,0,0,0,0,0,0,0,0,10,2,0,185.42,76.5,195.58,Orthodox,29,4.47,0.54,4.0,0.4,0.79,0.2,0.38,0.4,05-13-2023,7,3,0,190.5,76.5,190.5,Orthodox,27,6.33,0.6,4.09,0.47,3.96,0.5,0.0,1.0,05-20-2023
win,Ricky Turcios,Brady Hiestand,1,0,100,66,2,6,0,0,Bantamweight,S-DEC,Split,3,5:00,2021-08-28,0,0,0,0,0,0,0,0,13,3,0,175.26,60.75,180.34,Orthodox,30,5.08,0.37,3.7,0.55,1.0,0.25,0.45,0.2,11-19-2022,8,2,0,172.72,60.75,180.34,Orthodox,24,2.93,0.52,3.65,0.53,4.06,0.46,0.42,0.3,04-22-2023
win,Daniel Rodriguez,Kevin Lee,0,0,120,56,0,3,0,0,Welterweight,U-DEC,Unanimous,3,5:00,2021-08-28,0.83,0.62,0.0081,0.0014,2,0,0,1,17,4,0,185.42,76.5,187.96,Southpaw,37,7.3,0.5,5.28,0.56,0.62,0.5,0.63,0.1,05-13-2023,18,7,0,175.26,76.5,195.58,Orthodox,31,3.89,0.42,3.56,0.5,3.19,0.43,0.75,0.8,
win,Andre Petroski,Micheal Gillmore,0,0,46,31,4,0,1,0,Middleweight,KO/TKO,Elbows,3,3:12,2021-08-28,0,0,0,0,0,0,0,0,9,2,0,182.88,83.25,185.42000000000002,Switch,32,3.64,0.55,2.28,0.52,5.43,0.57,0.75,3.4,11-12-2022,6,5,0,180.34,76.5,182.88,Orthodox,36,2.04,0.57,3.02,0.43,0.0,0.0,0.5,0.0,02-26-2022
win,Gerald Meerschaert,Makhmud Muradov,0,0,32,40,3,0,1,0,Middleweight,SUB,Rear Naked Choke,2,1:49,2021-08-28,0.45,1.0,0.008,0.0,1,2,0,0,35,16,0,185.42,83.25,195.58,Southpaw,36,3.11,0.43,3.47,0.52,2.12,0.37,0.29,1.7,04-08-2023,25,8,0,187.96,83.25,190.5,Orthodox,33,4.35,0.42,2.72,0.6,0.7,0.37,0.76,0.2,
win,Abdul Razak Alhassan,Alessio Di Chirico,1,0,1,1,0,0,0,0,Middleweight,KO/TKO,Kick,1,0:17,2021-08-28,0.43,0.5,0.016,0.0111,0,1,3,0,12,5,0,177.8,83.25,185.42000000000002,Orthodox,38,3.54,0.48,4.02,0.55,0.97,0.38,0.52,0.0,,13,7,0,182.88,83.25,187.96,Orthodox,34,3.32,0.39,3.44,0.61,1.46,0.39,0.83,0.0,09-03-2022
win,Wellington Turman,Sam Alvey,0,0,69,68,2,0,0,0,Middleweight,S-DEC,Split,3,5:00,2021-08-28,0.25,0.53,0.0,0.0128,0,0,2,4,18,6,0,182.88,76.5,182.88,Orthodox,27,2.92,0.49,3.79,0.44,1.79,0.21,0.5,1.0,,33,18,1 (1 NC),187.96,83.25,190.5,Southpaw,37,3.28,0.44,3.63,0.52,0.06,0.14,0.82,0.1,08-06-2022
win,Dustin Jacoby,Darren Stewart,0,0,37,18,0,2,0,0,Light Heavyweight,KO/TKO,Punches,1,3:04,2021-08-28,1.0,0.5,0.0909,0.0058,1,0,0,2,18,7,1,190.5,92.25,193.04,Orthodox,35,5.44,0.47,4.03,0.58,0.4,0.25,0.6,0.0,04-15-2023,12,8,0 (2 NC),182.88,92.25,187.96,Orthodox,33,3.05,0.45,3.29,0.48,1.75,0.45,0.67,0.1,08-28-2021
win,JJ Aldrich,Vanessa Demopoulos,0,0,93,70,1,0,0,0,Women's Flyweight,U-DEC,Unanimous,3,5:00,2021-08-28,0.75,0,0.0,0,1,0,0,0,11,6,0,165.1,56.25,170.18,Southpaw,31,3.98,0.45,4.74,0.59,0.82,0.25,0.7,0.0,03-11-2023,9,5,0,157.48,51.75,149.86,Orthodox,35,3.71,0.42,5.61,0.43,0.58,0.13,0.5,0.8,05-20-2023
win,Pat Sabatini,Jamall Emmers,0,0,1,10,0,0,2,1,Featherweight,SUB,Heel Hook,1,1:53,2021-08-28,1.0,0.5,0.0385,0.0,1,1,0,0,17,4,0,172.72,65.25,177.8,Orthodox,33,1.67,0.55,1.5,0.52,3.75,0.42,0.42,1.9,,19,6,0,177.8,65.25,187.96,Orthodox,34,5.28,0.5,3.75,0.59,2.26,0.5,1.0,0.3,
win,Jared Cannonier,Kelvin Gastelum,1,0,81,89,0,0,0,0,Middleweight,U-DEC,Unanimous,5,5:00,2021-08-21,0.55,0.61,0.0112,0.0083,0,0,1,1,16,6,0,180.34,83.25,195.58,Switch,39,4.0,0.5,3.86,0.61,0.17,0.25,0.64,0.0,,18,8,0 (1 NC),175.26,83.25,180.34,Southpaw,32,3.63,0.41,3.31,0.58,1.0,0.3,0.62,0.1,04-08-2023
win,Mark Madsen,Clay Guida,0,0,98,72,0,0,0,0,Lightweight,S-DEC,Split,3,5:00,2021-08-21,1.0,0.52,0.0,0.0048,2,1,0,0,12,1,0,172.72,69.75,182.88,Orthodox,39,3.24,0.47,3.67,0.53,3.09,0.66,0.62,0.0,11-05-2022,38,20,0,170.18,69.75,177.8,Orthodox,42,2.63,0.33,3.01,0.61,3.16,0.36,0.69,0.6,04-15-2023
win,Parker Porter,Chase Sherman,0,0,149,117,1,0,0,0,Heavyweight,U-DEC,Unanimous,3,5:00,2021-08-21,0.5,0.29,0.0,0.0021,1,0,0,4,14,8,0,182.88,119.25,190.5,Orthodox,38,6.66,0.5,6.34,0.51,1.38,0.27,0.66,0.5,05-06-2023,16,12,0,193.04,112.5,198.12,Orthodox,34,6.04,0.45,6.65,0.52,0.09,0.5,0.74,0.0,05-13-2023
win,Saidyokub Kakhramonov,Trevin Jones,0,0,36,12,2,1,4,0,Bantamweight,SUB,Guillotine Choke,3,4:39,2021-08-21,0,0,0,0,0,0,0,0,10,3,0,172.72,60.75,175.26,Orthodox,28,2.05,0.51,0.88,0.58,6.63,0.48,0.83,1.9,12-17-2022,13,10,0 (1 NC),170.18,60.75,177.8,Southpaw,33,2.13,0.37,4.29,0.39,0.62,0.15,0.6,0.2,03-04-2023
win,Vinc Pichel,Austin Hubbard,0,0,71,56,0,4,0,0,Lightweight,U-DEC,Unanimous,3,5:00,2021-08-21,0.75,0.25,0.0035,0.0,2,1,0,0,14,3,0,177.8,69.75,182.88,Orthodox,41,3.56,0.47,2.5,0.58,3.0,0.54,0.23,0.2,04-09-2022,13,6,0,177.8,69.75,180.34,Orthodox,32,3.67,0.47,2.97,0.58,1.35,0.61,0.63,0.0,08-21-2021
win,Alexandre Pantoja,Brandon Royval,0,0,22,17,3,1,2,0,Flyweight,SUB,Rear Naked Choke,2,1:46,2021-08-21,0.7,0.67,0.0062,0.0278,1,0,0,1,25,5,0,165.1,56.25,170.18,Orthodox,33,4.25,0.48,3.38,0.54,1.37,0.4,0.67,1.2,,15,6,0,175.26,56.25,172.72,Southpaw,31,3.45,0.38,2.63,0.5,0.66,1.0,0.39,2.3,04-15-2023
win,Austin Lingo,Luis Saldana,1,0,73,77,0,0,0,0,Featherweight,U-DEC,Unanimous,3,5:00,2021-08-21,0,1.0,0,0.0,0,1,0,0,9,2,0,177.8,65.25,177.8,Orthodox,29,4.21,0.4,4.36,0.58,0.55,0.66,0.78,0.0,,16,7,1,180.34,65.25,185.42000000000002,Orthodox,32,5.16,0.5,3.65,0.6,0.64,0.17,0.44,0.2,08-20-2022
