name,wins,losses,draws,height,weight,reach,stance,age,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,last_update,last_match,url
Mike Jackson,1,2,0 (1 NC),187.96,76.5,187.96,Orthodox,38,4.49,0.57,3.73,0.62,0.71,0.33,0.88,0.0,06-14-2023,10-15-2022,http://ufcstats.com/fighter-details/0641c21bec209472
Francisco Trinaldo,28,9,0,175.26,76.5,177.8,Southpaw,45,3.13,0.45,2.67,0.6,0.98,0.42,0.6,0.5,06-14-2023,10-01-2022,http://ufcstats.com/fighter-details/a8283a4f415e1eb9
Sodiq Yusuff,13,2,0,175.26,65.25,180.34,Orthodox,30,5.29,0.49,3.65,0.57,0.18,0.12,0.7,0.6,06-14-2023,10-01-2022,http://ufcstats.com/fighter-details/94426bb170c88115
Mike Davis,10,2,0,182.88,69.75,182.88,Orthodox,31,5.83,0.52,6.2,0.56,3.04,0.53,0.69,0.2,06-14-2023,10-01-2022,http://ufcstats.com/fighter-details/fb3e61720be4690c
Aleksei Oleinik,60,17,1,187.96,108.0,203.2,Orthodox,46,3.29,0.48,3.8,0.44,1.82,0.46,0.37,1.9,06-14-2023,10-01-2022,http://ufcstats.com/fighter-details/98c23cb6da5b3352
Joaquim Silva,12,4,0,172.72,69.75,175.26,Southpaw,34,4.08,0.39,4.58,0.55,0.21,0.5,0.65,0.6,06-14-2023,,http://ufcstats.com/fighter-details/ae7fe94f117f98cf
Jesse Ronson,21,12,0 (1 NC),177.8,69.75,177.8,Southpaw,38,3.54,0.47,3.39,0.57,0.46,0.28,0.57,0.5,06-14-2023,10-01-2022,http://ufcstats.com/fighter-details/5580771f383e141f
Krzysztof Jotko,24,6,0,185.42,83.25,195.58,Southpaw,34,2.98,0.42,2.23,0.57,1.33,0.39,0.82,0.1,06-14-2023,10-01-2022,http://ufcstats.com/fighter-details/4e06913c91da5200
Chelsea Chandler,5,1,0,172.72,65.25,172.72,Southpaw,33,8.94,0.54,2.82,0.55,0.0,0.0,0.66,0.0,06-14-2023,,http://ufcstats.com/fighter-details/af9efbfd63d39734
Julija Stoliarenko,10,8,2,170.18,56.25,167.64000000000001,Orthodox,30,2.75,0.41,4.61,0.44,0.7,0.25,0.62,1.2,06-14-2023,,http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb
Randy Costa,6,4,0,175.26,60.75,185.42000000000002,Switch,29,6.53,0.46,7.58,0.58,0.0,0.0,0.5,0.0,06-14-2023,10-01-2022,http://ufcstats.com/fighter-details/325ad0dd9126d3df
Andre Fili,22,9,0 (1 NC),180.34,65.25,187.96,Orthodox,33,3.83,0.37,4.03,0.52,2.38,0.49,0.69,0.3,06-14-2023,,http://ufcstats.com/fighter-details/8fd808923cffff82
Alen Amedovski,8,4,0,177.8,83.25,187.96,Orthodox,35,0.99,0.3,3.85,0.46,0.0,0.0,0.0,0.0,06-14-2023,09-17-2022,http://ufcstats.com/fighter-details/70fa1c64a2c439ef
Pat Sabatini,17,4,0,172.72,65.25,177.8,Orthodox,33,1.67,0.55,1.5,0.52,3.75,0.42,0.42,1.9,06-14-2023,,http://ufcstats.com/fighter-details/b8bbdeff718dbb7d
Louis Cosce,7,2,0,175.26,76.5,180.34,Orthodox,28,4.31,0.45,5.35,0.47,1.04,0.2,0.5,0.5,06-14-2023,09-17-2022,http://ufcstats.com/fighter-details/afe8d5b39ff7fca2
Mariya Agapova,10,4,0,167.64,56.25,172.72,Southpaw,26,4.67,0.55,3.82,0.52,0.59,0.66,0.47,0.9,06-14-2023,09-17-2022,http://ufcstats.com/fighter-details/a08ddd04eaffd81d
Nikolas Motta,13,4,0,175.26,69.75,177.8,Orthodox,30,3.37,0.34,4.54,0.6,0.0,0.0,1.0,0.0,06-14-2023,,http://ufcstats.com/fighter-details/37f560436d745c18
Cameron VanCamp,15,7,1 (1 NC),187.96,69.75,187.96,Switch,30,5.31,0.47,6.41,0.4,0.0,0.0,0.0,0.0,06-14-2023,09-17-2022,http://ufcstats.com/fighter-details/87e2468b986ebb79
Nate Diaz,22,13,0,182.88,76.5,193.04,Southpaw,38,4.57,0.45,3.77,0.52,1.05,0.3,0.41,1.3,06-14-2023,09-10-2022,http://ufcstats.com/fighter-details/8355922d564b152c
Tony Ferguson,26,8,0,180.34,69.75,193.04,Orthodox,39,5.07,0.45,3.95,0.58,0.44,0.41,0.66,1.0,06-14-2023,,http://ufcstats.com/fighter-details/22a92d7f62195791
Khamzat Chimaev,12,0,0,187.96,76.5,190.5,Orthodox,29,7.3,0.59,3.98,0.41,3.98,0.57,1.0,3.5,06-14-2023,09-10-2022,http://ufcstats.com/fighter-details/767755fd74662dbf
Li Jingliang,19,8,0,182.88,76.5,180.34,Orthodox,35,4.46,0.42,3.84,0.57,1.25,0.41,0.6,0.0,06-14-2023,09-10-2022,http://ufcstats.com/fighter-details/e64b96c07d7ce999
Macy Chiasson,9,3,0,180.34,60.75,182.88,Orthodox,32,3.64,0.44,2.61,0.46,2.17,0.34,0.64,0.3,06-14-2023,,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b
Hakeem Dawodu,13,3,1,172.72,65.25,185.42000000000002,Orthodox,32,5.33,0.5,3.15,0.57,0.0,0.0,0.65,0.0,06-14-2023,09-10-2022,http://ufcstats.com/fighter-details/2c9d00968f818270
Chris Barnett,23,8,0,175.26,119.25,190.5,Orthodox,37,4.41,0.48,5.87,0.4,0.0,0.0,0.33,0.0,06-14-2023,09-10-2022,http://ufcstats.com/fighter-details/7a5e8c94a86f9895
Danyelle Wolf,1,1,0,180.34,65.25,177.8,Orthodox,40,2.37,0.25,4.57,0.47,0.0,0.0,0.77,0.5,06-14-2023,09-10-2022,http://ufcstats.com/fighter-details/a7e3f02fe2b2fe30
Alatengheili,16,8,2,165.1,60.75,167.64000000000001,Orthodox,32,2.94,0.33,4.58,0.61,1.78,0.39,0.72,0.0,06-14-2023,09-10-2022,http://ufcstats.com/fighter-details/1897b7b913736a7c
Chad Anheliger,12,6,0,167.64,60.75,162.56,Orthodox,37,3.51,0.43,3.31,0.55,0.0,0.0,0.47,1.0,06-14-2023,09-10-2022,http://ufcstats.com/fighter-details/c7c39e2fb70248b3
Melissa Martinez,7,1,0,157.48,51.75,167.64000000000001,Southpaw,26,3.0,0.57,2.53,0.45,1.0,0.5,0.0,0.0,06-14-2023,09-10-2022,http://ufcstats.com/fighter-details/3f4c3bc822bea45d
Darian Weeks,5,3,0,180.34,76.5,182.88,Orthodox,30,4.49,0.51,4.56,0.51,2.0,0.3,1.0,0.0,06-14-2023,09-10-2022,http://ufcstats.com/fighter-details/326a001926ffb7ec
Robert Whittaker,25,6,0,182.88,83.25,185.42000000000002,Orthodox,33,4.48,0.42,3.26,0.61,0.82,0.37,0.84,0.0,06-14-2023,,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce
Alessio Di Chirico,13,7,0,182.88,83.25,187.96,Orthodox,34,3.32,0.39,3.44,0.61,1.46,0.39,0.83,0.0,06-14-2023,09-03-2022,http://ufcstats.com/fighter-details/77d7295d1b22c694
Jarno Errens,13,4,1,180.34,65.25,185.42000000000002,Orthodox,29,1.33,0.37,2.13,0.54,0.0,0.0,0.4,1.0,06-14-2023,09-03-2022,http://ufcstats.com/fighter-details/082eba4cd80f736f
Nathaniel Wood,19,5,0,167.64,65.25,175.26,Orthodox,30,6.34,0.48,4.42,0.57,1.81,0.54,0.73,0.6,06-14-2023,,http://ufcstats.com/fighter-details/329e403448756217
Abus Magomedov,25,4,1,187.96,83.25,198.12,Orthodox,33,22.11,1.0,0.0,1.0,0.0,0.0,0.0,0.0,06-14-2023,,http://ufcstats.com/fighter-details/36b8f265bcd1b7a4
Dustin Stoltzfus,14,5,0,182.88,83.25,190.5,Orthodox,32,2.96,0.41,3.28,0.46,1.76,0.35,0.46,0.5,06-14-2023,09-03-2022,http://ufcstats.com/fighter-details/71505842fb6455c3
Nasrat Haqparast,14,5,0,177.8,69.75,182.88,Southpaw,28,5.06,0.44,4.72,0.65,0.36,0.3,0.78,0.0,06-14-2023,09-03-2022,http://ufcstats.com/fighter-details/b7b84ccd221be298
John Makdessi,18,8,0,172.72,69.75,172.72,Orthodox,38,5.52,0.5,4.04,0.69,0.0,0.0,0.85,0.0,06-14-2023,09-03-2022,http://ufcstats.com/fighter-details/c21a036b4e012f1c
Fares Ziam,13,4,0,185.42,69.75,190.5,Orthodox,26,2.52,0.44,1.7,0.66,0.96,0.25,0.7,0.0,06-14-2023,,http://ufcstats.com/fighter-details/1e4f273069fb9e85
Michal Figlak,8,1,0,177.8,69.75,177.8,Orthodox,27,1.87,0.29,4.0,0.44,1.0,0.2,0.57,0.0,06-14-2023,09-03-2022,http://ufcstats.com/fighter-details/b4c57a8c2b773e82
Benoit Saint Denis,10,1,0 (1 NC),180.34,69.75,185.42000000000002,Southpaw,28,4.37,0.52,6.72,0.41,3.36,0.3,0.85,1.1,06-14-2023,,http://ufcstats.com/fighter-details/c2299ec916bc7c56
Gabriel Miranda,16,6,0,180.34,69.75,180.34,Orthodox,33,3.8,0.54,7.97,0.37,2.85,0.33,0.0,0.0,06-14-2023,09-03-2022,http://ufcstats.com/fighter-details/b909a9a9688b5284
Cristian Quinonez,18,3,0,172.72,60.75,177.8,Orthodox,27,5.21,0.41,4.6,0.62,0.82,1.0,1.0,0.0,06-14-2023,,http://ufcstats.com/fighter-details/7debc13b36343605
Khalid Taha,13,5,0 (1 NC),165.1,60.75,175.26,Orthodox,31,2.64,0.32,4.12,0.46,0.0,0.0,0.61,0.2,06-14-2023,09-03-2022,http://ufcstats.com/fighter-details/b4537562f88ac582
Ailin Perez,7,2,0,165.1,65.25,167.64000000000001,Switch,29,1.62,0.47,1.52,0.31,1.52,0.33,0.71,0.0,06-14-2023,09-03-2022,http://ufcstats.com/fighter-details/06e4245d16fc5315
Paulo Costa,14,2,0,185.42,83.25,182.88,Orthodox,32,6.5,0.6,6.38,0.47,0.53,0.75,0.79,0.0,06-14-2023,,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82
Luke Rockhold,16,6,0,190.5,83.25,195.58,Southpaw,39,4.1,0.49,2.68,0.53,0.7,0.29,0.65,1.0,06-14-2023,08-20-2022,http://ufcstats.com/fighter-details/00e11b5c8b7bfeeb
Jose Aldo,31,8,0,170.18,60.75,177.8,Orthodox,37,3.57,0.46,3.74,0.6,0.49,0.54,0.91,0.1,06-14-2023,08-20-2022,http://ufcstats.com/fighter-details/d0f3959b4a9747e6
Wu Yanan,13,6,0,172.72,60.75,167.64000000000001,Orthodox,27,4.23,0.41,4.95,0.49,0.62,0.3,0.63,0.2,06-14-2023,08-20-2022,http://ufcstats.com/fighter-details/fdbefee0827e1567
Harry Hunsucker,7,6,0,187.96,92.25,190.5,Orthodox,34,3.54,0.52,6.53,0.42,0.0,0.0,0.0,2.0,06-14-2023,08-20-2022,http://ufcstats.com/fighter-details/f703250471acaf96
Leonardo Santos,18,7,1,182.88,69.75,190.5,Orthodox,43,2.82,0.46,3.4,0.54,0.88,0.25,0.86,0.2,06-14-2023,08-20-2022,http://ufcstats.com/fighter-details/9c65736747ca92ec
Sean Woodson,9,1,1,187.96,65.25,198.12,Orthodox,31,5.56,0.45,4.26,0.56,0.0,0.0,0.82,0.7,06-14-2023,08-20-2022,http://ufcstats.com/fighter-details/4682bc59d5f55145
Luis Saldana,16,7,1,180.34,65.25,185.42000000000002,Orthodox,32,5.16,0.5,3.65,0.6,0.64,0.17,0.44,0.2,06-14-2023,08-20-2022,http://ufcstats.com/fighter-details/12e0fdc606f7e274
Ange Loosa,9,3,0,177.8,76.5,187.96,Orthodox,30,6.24,0.44,7.47,0.49,1.0,0.3,1.0,0.3,06-14-2023,08-20-2022,http://ufcstats.com/fighter-details/1497e735d9f2560a
Francisco Figueiredo,13,5,1 (1 NC),167.64,56.25,172.72,Southpaw,34,2.04,0.61,2.59,0.61,2.51,0.75,0.76,0.4,06-14-2023,08-20-2022,http://ufcstats.com/fighter-details/cdadae5363b66eef
Dominick Cruz,24,4,0,172.72,60.75,172.72,Orthodox,38,3.91,0.33,2.61,0.7,2.82,0.42,0.83,0.1,06-14-2023,08-13-2022,http://ufcstats.com/fighter-details/10f3ba6cd2f44a97
David Onama,10,2,0,180.34,65.25,187.96,Orthodox,29,5.3,0.45,5.75,0.51,1.06,0.2,0.45,0.3,06-14-2023,,http://ufcstats.com/fighter-details/ffe9703408fb5964
Priscila Cachoeira,12,4,0,170.18,56.25,165.1,Orthodox,35,4.68,0.43,7.85,0.46,0.21,0.33,0.65,0.0,06-14-2023,,http://ufcstats.com/fighter-details/b1e5bcaad32a3cac
Nina Nunes,11,7,0,165.1,56.25,162.56,Orthodox,38,4.39,0.45,3.47,0.55,0.24,0.33,0.73,0.5,06-14-2023,08-13-2022,http://ufcstats.com/fighter-details/d343df8ba11f4c4e
Gabriel Benitez,23,11,0,172.72,69.75,180.34,Southpaw,35,4.79,0.41,4.05,0.65,0.27,0.5,0.58,1.1,06-14-2023,08-13-2022,http://ufcstats.com/fighter-details/436f970c9ea9169c
Charlie Ontiveros,11,9,0,187.96,69.75,187.96,Switch,32,1.89,0.41,5.86,0.31,0.0,0.0,0.3,0.0,06-14-2023,08-13-2022,http://ufcstats.com/fighter-details/318572f6f74b760d
Jason Witt,19,9,0,177.8,76.5,177.8,Orthodox,37,2.15,0.44,2.54,0.52,6.9,0.48,1.0,0.9,06-14-2023,08-13-2022,http://ufcstats.com/fighter-details/5f3805dda9661cba
Youssef Zalal,10,5,1,177.8,60.75,182.88,Switch,27,2.75,0.48,1.75,0.64,2.14,0.31,0.6,1.1,06-14-2023,08-13-2022,http://ufcstats.com/fighter-details/52c2ae6d2f2d2613
Thiago Santos,22,11,0,187.96,92.25,193.04,Orthodox,39,3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1,06-14-2023,08-06-2022,http://ufcstats.com/fighter-details/dea070ed4a2a8281
Vicente Luque,21,9,1,180.34,76.5,193.04,Orthodox,32,5.49,0.52,5.51,0.52,0.51,0.5,0.61,0.8,06-14-2023,,http://ufcstats.com/fighter-details/6d4b63c767106d3a
Sam Alvey,33,18,1 (1 NC),187.96,83.25,190.5,Southpaw,37,3.28,0.44,3.63,0.52,0.06,0.14,0.82,0.1,06-14-2023,08-06-2022,http://ufcstats.com/fighter-details/d156513a19acf856
Miranda Granger,7,3,0,170.18,51.75,172.72,Orthodox,31,2.79,0.47,2.57,0.57,0.0,0.0,0.33,0.0,06-14-2023,08-06-2022,http://ufcstats.com/fighter-details/7559395ad833c074
Julianna Pena,12,5,0,167.64,60.75,175.26,Orthodox,34,3.16,0.47,2.3,0.5,1.94,0.55,0.23,0.8,06-14-2023,07-30-2022,http://ufcstats.com/fighter-details/3253b16d38ae087d
Alexandre Pantoja,25,5,0,165.1,56.25,170.18,Orthodox,33,4.25,0.48,3.38,0.54,1.37,0.4,0.67,1.2,06-14-2023,,http://ufcstats.com/fighter-details/a0f0004aadf10b71
Alex Perez,24,7,0,167.64,56.25,165.1,Orthodox,31,4.67,0.48,3.14,0.6,2.84,0.44,0.77,1.3,06-14-2023,07-30-2022,http://ufcstats.com/fighter-details/ab2b4ff41d6ebe0f
Hamdy Abdelwahab,5,0,0 (1 NC),187.96,118.8,182.88,Southpaw,30,3.87,0.52,3.13,0.59,3.0,0.75,0.0,0.0,06-14-2023,07-30-2022,http://ufcstats.com/fighter-details/3329d692aea4dc28
Drakkar Klose,13,2,1,175.26,69.75,177.8,Orthodox,35,4.38,0.55,3.44,0.52,1.8,0.3,0.69,0.0,06-14-2023,07-30-2022,http://ufcstats.com/fighter-details/7cbf7c78d3b34218
Michael Morales,14,0,0,182.88,76.5,200.66,Orthodox,24,5.36,0.51,4.1,0.4,1.98,0.4,0.86,0.0,06-14-2023,,http://ufcstats.com/fighter-details/c32aeb1a59e6272d
Blood Diamond,3,2,0,180.34,76.5,193.04,Switch,35,3.26,0.63,2.04,0.43,0.0,0.0,0.69,0.0,06-14-2023,07-30-2022,http://ufcstats.com/fighter-details/9edf2c9082cc2cd8
Tom Aspinall,12,3,0,195.58,115.2,198.12,Orthodox,30,7.41,0.65,2.87,0.64,4.0,1.0,1.0,2.0,06-14-2023,,http://ufcstats.com/fighter-details/399afbabc02376b5
Alexander Gustafsson,18,8,0,195.58,92.25,200.66,Orthodox,36,4.03,0.4,3.53,0.51,1.53,0.39,0.83,0.4,06-14-2023,07-23-2022,http://ufcstats.com/fighter-details/3c6976f8182d9527
Hannah Goldy,6,3,0,162.56,51.75,154.94,Orthodox,31,5.78,0.46,4.95,0.51,0.56,0.18,0.55,0.3,06-14-2023,07-23-2022,http://ufcstats.com/fighter-details/26e3f3928b1891d9
Mason Jones,11,2,0 (1 NC),177.8,69.75,187.96,Orthodox,28,5.61,0.44,4.94,0.46,3.16,0.45,0.8,0.0,06-14-2023,07-23-2022,http://ufcstats.com/fighter-details/f6ad6a1e4d600e0d
Damir Hadzovic,14,7,0,175.26,69.75,177.8,Orthodox,37,3.36,0.48,3.26,0.62,0.78,0.55,0.34,0.2,06-14-2023,07-23-2022,http://ufcstats.com/fighter-details/38c626ca912c7bac
Charles Rosa,14,8,0,175.26,65.25,175.26,Switch,37,3.08,0.36,3.86,0.47,1.67,0.35,0.38,1.0,06-14-2023,07-23-2022,http://ufcstats.com/fighter-details/40093d1d2d78394e
Claudio Silva,14,4,0,180.34,76.5,180.34,Southpaw,41,2.48,0.42,3.0,0.46,2.85,0.26,0.44,1.1,06-14-2023,07-23-2022,http://ufcstats.com/fighter-details/6f7c616b98e18c29
Brian Ortega,15,3,0 (1 NC),172.72,65.25,175.26,Switch,32,4.19,0.38,6.66,0.49,0.95,0.23,0.56,1.2,06-14-2023,07-16-2022,http://ufcstats.com/fighter-details/def8166ff24bd237
Sumudaerji,16,5,0,172.72,56.25,182.88,Southpaw,27,4.83,0.54,2.75,0.62,0.32,1.0,0.66,0.6,06-14-2023,07-16-2022,http://ufcstats.com/fighter-details/3cf18e01cb6cbde3
Shane Burgos,15,3,0,180.34,65.25,190.5,Orthodox,32,7.4,0.52,6.78,0.56,0.43,0.44,0.91,0.4,06-14-2023,07-16-2022,http://ufcstats.com/fighter-details/98d961097baaf308
Miesha Tate,19,9,0,167.64,60.75,165.1,Orthodox,37,2.61,0.44,3.1,0.51,1.88,0.29,0.55,1.3,06-14-2023,07-16-2022,http://ufcstats.com/fighter-details/b96619b3acd7d9da
Herbert Burns,11,4,0,175.26,65.25,185.42000000000002,Orthodox,35,1.61,0.51,4.74,0.3,3.92,0.75,0.6,3.3,06-14-2023,07-16-2022,http://ufcstats.com/fighter-details/4f140403000158b5
Dwight Grant,11,6,0,185.42,83.25,193.04,Switch,39,3.29,0.36,2.66,0.6,0.61,1.0,0.66,0.0,06-14-2023,07-16-2022,http://ufcstats.com/fighter-details/8be158ca1e5ea6a0
Antonina Shevchenko,10,4,0,172.72,56.25,170.18,Southpaw,39,3.86,0.55,2.93,0.52,0.43,0.42,0.53,0.4,06-14-2023,07-09-2022,http://ufcstats.com/fighter-details/d7338bcb141abd2c
Cortney Casey,10,10,0,170.18,56.25,170.18,Orthodox,36,4.29,0.39,4.0,0.55,0.39,0.31,0.39,0.5,06-14-2023,07-09-2022,http://ufcstats.com/fighter-details/5f179af5fffeb9f6
Garrett Armfield,8,3,0,167.64,60.75,177.8,Orthodox,27,2.56,0.29,3.53,0.59,0.0,0.0,0.66,0.0,06-14-2023,07-09-2022,http://ufcstats.com/fighter-details/1effd880e1f1bb30
Karl Roberson,9,6,0,185.42,92.25,187.96,Southpaw,33,2.57,0.51,2.42,0.57,0.72,0.4,0.42,0.5,06-14-2023,07-09-2022,http://ufcstats.com/fighter-details/37d5b176d438d2a5
Ronnie Lawrence,8,2,0,172.72,60.75,172.72,Switch,31,2.88,0.56,1.75,0.53,7.03,0.77,0.47,0.3,06-14-2023,,http://ufcstats.com/fighter-details/e7e01e266a9d4342
Robbie Lawler,29,16,0 (1 NC),180.34,76.5,187.96,Southpaw,41,3.83,0.46,4.67,0.59,0.65,0.64,0.65,0.0,06-14-2023,,http://ufcstats.com/fighter-details/f2925e6db404bf1d
Donald Cerrone,36,17,0 (2 NC),185.42,69.75,185.42000000000002,Orthodox,40,4.41,0.46,4.48,0.53,1.16,0.33,0.73,1.2,06-14-2023,07-02-2022,http://ufcstats.com/fighter-details/1d00756835ca67c9
Uriah Hall,18,11,0,182.88,83.25,200.66,Orthodox,39,3.23,0.48,3.85,0.54,0.54,0.38,0.64,0.1,06-14-2023,07-02-2022,http://ufcstats.com/fighter-details/65578a75fa7900e3
Jessica Eye,15,11,0 (1 NC),167.64,56.25,167.64000000000001,Orthodox,37,3.86,0.37,4.19,0.55,0.58,0.4,0.57,0.5,06-14-2023,07-02-2022,http://ufcstats.com/fighter-details/f72465a784c1b084
Alan Baudot,8,4,0 (1 NC),190.5,109.35000000000001,200.66,Orthodox,35,5.36,0.58,4.82,0.46,0.0,0.0,0.62,0.0,06-14-2023,06-25-2022,http://ufcstats.com/fighter-details/c9a94278df042f46
Tafon Nchukwi,6,3,0,182.88,92.25,195.58,Orthodox,29,6.05,0.52,4.03,0.55,0.94,0.57,0.71,0.0,06-14-2023,06-25-2022,http://ufcstats.com/fighter-details/6aae253467e8f9ce
Raulian Paiva,21,5,0,172.72,60.75,175.26,Orthodox,28,4.14,0.42,5.01,0.48,0.65,0.23,0.77,0.2,06-14-2023,06-25-2022,http://ufcstats.com/fighter-details/82b4e942781b1046
JP Buys,9,5,0,165.1,56.25,170.18,Orthodox,27,1.89,0.44,3.02,0.39,1.65,0.26,0.25,2.5,06-14-2023,06-25-2022,http://ufcstats.com/fighter-details/0b362247806341e5
Brian Kelleher,24,14,0,167.64,60.75,167.64000000000001,Switch,37,3.36,0.41,4.61,0.54,1.79,0.42,0.6,0.7,06-14-2023,06-25-2022,http://ufcstats.com/fighter-details/7be14eaed4c74856
Guram Kutateladze,12,3,0,180.34,65.25,182.88,Orthodox,31,3.83,0.42,4.37,0.58,0.5,0.12,0.77,0.0,06-14-2023,06-18-2022,http://ufcstats.com/fighter-details/7772b283d288dbe2
Tony Kelley,8,3,0,175.26,60.75,177.8,Switch,36,5.55,0.47,4.85,0.45,0.0,0.0,0.52,1.4,06-14-2023,06-18-2022,http://ufcstats.com/fighter-details/1a08b01fdabb6ae2
Ricardo Ramos,16,4,0,175.26,65.25,182.88,Orthodox,28,3.32,0.38,3.82,0.57,2.58,0.58,0.72,0.6,06-14-2023,06-18-2022,http://ufcstats.com/fighter-details/1ae8f3c723aacff4
Danny Chavez,11,5,1,172.72,65.25,170.18,Orthodox,36,2.86,0.38,3.83,0.5,1.95,0.6,0.87,0.0,06-14-2023,06-18-2022,http://ufcstats.com/fighter-details/0de720c0f1d4ab9c
Gloria de Paula,6,5,0,165.1,51.75,170.18,Orthodox,28,4.89,0.53,3.77,0.66,0.74,0.37,0.65,0.5,06-14-2023,06-18-2022,http://ufcstats.com/fighter-details/5dd180c8b3196786
Eddie Wineland,24,16,1,170.18,60.75,175.26,Orthodox,39,3.4,0.29,3.76,0.68,0.34,0.33,0.86,0.1,06-14-2023,06-18-2022,http://ufcstats.com/fighter-details/fc9a9559a05f2704
Deron Winn,7,3,0,167.64,83.25,177.8,Orthodox,34,4.55,0.44,6.21,0.46,4.28,0.52,0.4,0.0,06-14-2023,06-18-2022,http://ufcstats.com/fighter-details/483a953b18d73bb3
Jiri Prochazka,29,3,1,190.5,92.25,203.2,Orthodox,31,5.77,0.55,5.4,0.4,0.38,1.0,0.68,0.4,06-14-2023,06-11-2022,http://ufcstats.com/fighter-details/009341ed974bad72
Taila Santos,19,2,0,167.64,56.25,172.72,Orthodox,30,3.35,0.5,2.43,0.59,2.29,0.88,0.78,1.3,06-14-2023,06-11-2022,http://ufcstats.com/fighter-details/f7467152fd9f18a2
Joanna Jedrzejczyk,16,5,0,167.64,51.75,165.1,Orthodox,36,6.28,0.48,3.25,0.62,0.27,0.62,0.8,0.1,06-14-2023,06-11-2022,http://ufcstats.com/fighter-details/3d6749c4267da18f
Ramazan Emeev,20,6,0,177.8,76.5,193.04,Southpaw,36,2.53,0.45,2.14,0.65,2.37,0.29,0.66,0.7,06-14-2023,06-11-2022,http://ufcstats.com/fighter-details/abd5fb12437eda21
Kyung Ho Kang,18,9,0 (1 NC),175.26,60.75,185.42000000000002,Orthodox,36,2.99,0.48,2.87,0.58,2.0,0.55,0.7,0.8,06-14-2023,,http://ufcstats.com/fighter-details/a7897d200692ab64
Liang Na,19,6,0,165.1,51.75,170.18,Orthodox,27,2.94,0.52,4.09,0.27,5.74,0.5,0.0,1.9,06-14-2023,06-11-2022,http://ufcstats.com/fighter-details/ec0dcceace7d25a3
Lucas Almeida,14,1,0,180.34,65.25,180.34,Orthodox,32,6.6,0.47,5.63,0.48,0.0,0.0,0.5,0.0,06-14-2023,,http://ufcstats.com/fighter-details/710f0f8c5d5c9d41
Poliana Botelho,8,5,0,172.72,56.25,170.18,Orthodox,35,2.9,0.58,2.8,0.54,0.85,0.57,0.76,0.0,06-14-2023,06-04-2022,http://ufcstats.com/fighter-details/5c126c6aac3ef364
Zarrukh Adashev,4,4,0,165.1,56.25,165.1,Southpaw,31,3.65,0.4,3.04,0.64,0.0,0.0,1.0,0.5,06-14-2023,06-04-2022,http://ufcstats.com/fighter-details/79cb2a690b9ba5e8
Askar Mozharov,19,13,0,190.5,92.25,187.96,Orthodox,29,0.43,0.18,4.07,0.13,0.0,0.0,0.33,0.0,06-14-2023,06-04-2022,http://ufcstats.com/fighter-details/e92901944ce91909
Felice Herrig,14,10,0,162.56,51.75,165.1,Orthodox,39,3.84,0.37,5.19,0.48,1.08,0.28,0.75,0.8,06-14-2023,06-04-2022,http://ufcstats.com/fighter-details/b6850671a008bf9a
Alex Da Silva,21,4,0,172.72,69.75,185.42000000000002,Orthodox,27,2.14,0.46,2.52,0.56,1.97,0.43,0.76,0.3,06-14-2023,06-04-2022,http://ufcstats.com/fighter-details/c3ded6f7155f9ea4
Niklas Stolze,12,6,0,185.42,69.75,187.96,Switch,31,2.12,0.48,2.25,0.49,0.66,1.0,0.55,0.7,06-14-2023,06-04-2022,http://ufcstats.com/fighter-details/62f7097c04311193
Jeff Molina,11,2,0,167.64,56.25,175.26,Orthodox,26,7.25,0.48,5.04,0.55,0.0,0.0,0.66,0.0,06-14-2023,06-04-2022,http://ufcstats.com/fighter-details/008ea710276c9606
Andreas Michailidis,13,6,0,182.88,76.5,193.04,Orthodox,35,2.9,0.51,3.57,0.44,1.12,0.27,0.5,0.0,06-14-2023,06-04-2022,http://ufcstats.com/fighter-details/79325a3c1a5c3bf4
Michel Pereira,28,11,0 (2 NC),185.42,76.5,185.42000000000002,Orthodox,30,5.09,0.54,3.78,0.58,1.58,0.55,0.94,0.6,06-14-2023,,http://ufcstats.com/fighter-details/595db60957de51d3
Uros Medic,8,1,0,185.42,69.75,180.34,Southpaw,30,8.14,0.66,3.76,0.59,0.0,0.0,0.66,0.0,06-14-2023,05-21-2022,http://ufcstats.com/fighter-details/681399317dbf4701
Felipe Colares,10,4,0,172.72,65.25,175.26,Orthodox,29,2.17,0.45,4.65,0.36,1.88,0.24,0.43,0.5,06-14-2023,05-21-2022,http://ufcstats.com/fighter-details/dbac0a413af64bbe
Aleksandar Rakic,14,3,0,193.04,92.25,198.12,Orthodox,31,4.01,0.5,2.3,0.53,0.82,0.25,0.9,0.2,06-14-2023,05-14-2022,http://ufcstats.com/fighter-details/333b9e5c723ac873
Louis Smolka,17,9,0,175.26,60.75,172.72,Orthodox,32,4.67,0.47,4.11,0.53,1.69,0.35,0.32,1.8,06-14-2023,05-14-2022,http://ufcstats.com/fighter-details/d2bc285ead803db0
