name,wins,losses,draws,height,weight,reach,stance,age,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,last_update,last_match,url
Ismael Bonfim,19,3,0,172.72,69.75,180.34,Orthodox,28,5.34,0.57,2.65,0.78,1.35,0.28,1.0,0.0,06-14-2023,,http://ufcstats.com/fighter-details/eb393afdbe3293d5
Terrance McKinney,13,5,0,177.8,69.75,185.42000000000002,Switch,29,3.78,0.48,2.96,0.43,3.41,0.41,0.83,1.4,06-14-2023,01-21-2023,http://ufcstats.com/fighter-details/809bd1a871491508
Nicolas Dalby,21,4,1 (2 NC),180.34,76.5,187.96,Orthodox,39,3.74,0.41,3.35,0.53,1.09,0.3,0.65,0.1,06-14-2023,,http://ufcstats.com/fighter-details/9d19d9e4aa2662e8
Warlley Alves,15,6,0,180.34,76.5,182.88,Orthodox,32,3.21,0.47,4.09,0.51,1.37,0.5,0.8,0.9,06-14-2023,01-21-2023,http://ufcstats.com/fighter-details/d317a5e2b3f88c5f
Josiane Nunes,10,1,0,157.48,65.25,170.18,Southpaw,30,7.22,0.44,5.85,0.52,0.0,0.0,0.7,0.0,06-14-2023,01-21-2023,http://ufcstats.com/fighter-details/68d35296f566792b
Zarah Fairn,6,5,0,172.72,65.25,182.88,Orthodox,40,5.85,0.46,6.74,0.48,0.0,0.0,0.5,0.0,06-14-2023,01-21-2023,http://ufcstats.com/fighter-details/862b0b3375aa4b6e
Daniel Marcos,14,0,0,170.18,60.75,175.26,Orthodox,30,6.01,0.53,3.05,0.71,0.0,0.0,0.88,0.0,06-14-2023,,http://ufcstats.com/fighter-details/850266b3dc4e506e
Saimon Oliveira,18,5,0,162.56,60.75,182.88,Orthodox,32,2.82,0.41,3.91,0.48,1.21,0.25,0.35,1.6,06-14-2023,01-21-2023,http://ufcstats.com/fighter-details/72ea1984c52019b5
Sean Strickland,26,5,0,185.42,83.25,193.04,Orthodox,32,5.76,0.41,4.25,0.63,1.04,0.64,0.85,0.2,06-14-2023,,http://ufcstats.com/fighter-details/0d8011111be000b2
Damon Jackson,22,5,1 (1 NC),180.34,65.25,180.34,Switch,35,2.78,0.4,2.92,0.51,2.35,0.38,0.4,1.8,06-14-2023,01-14-2023,http://ufcstats.com/fighter-details/29af297d9f1de0f8
Roman Kopylov,10,2,0,182.88,83.25,190.5,Southpaw,32,4.54,0.5,3.96,0.6,0.62,0.5,0.89,0.0,06-14-2023,,http://ufcstats.com/fighter-details/9d83f6da776ff7d6
Punahele Soriano,9,3,0,180.34,83.25,182.88,Southpaw,31,4.04,0.45,4.22,0.48,0.9,0.4,0.3,0.0,06-14-2023,,http://ufcstats.com/fighter-details/64facb6cc564262d
Raquel Pennington,15,9,0,170.18,60.75,170.18,Orthodox,35,4.02,0.5,3.34,0.62,0.93,0.27,0.63,0.6,06-14-2023,01-14-2023,http://ufcstats.com/fighter-details/fc169c387b4b465d
Ketlen Vieira,13,3,0,172.72,60.75,172.72,Orthodox,32,3.24,0.41,4.16,0.51,1.36,0.4,0.92,0.4,06-14-2023,,http://ufcstats.com/fighter-details/b9706f80d005036c
Umar Nurmagomedov,16,0,0,172.72,60.75,175.26,Orthodox,27,4.85,0.7,0.73,0.75,4.28,0.45,1.0,0.9,06-14-2023,01-14-2023,http://ufcstats.com/fighter-details/2b6fc1c02736833d
Raoni Barcelos,17,4,0,170.18,60.75,170.18,Orthodox,36,5.69,0.52,5.06,0.61,1.63,0.41,0.93,0.4,06-14-2023,,http://ufcstats.com/fighter-details/b9f28e7045fdfce7
Javid Basharat,14,0,0,175.26,60.75,175.26,Orthodox,28,5.64,0.6,2.3,0.66,2.03,0.57,0.85,0.2,06-14-2023,01-14-2023,http://ufcstats.com/fighter-details/bbab3baf66128ae2
Mateus Mendonca,10,1,0,167.64,60.75,180.34,Orthodox,24,2.41,0.38,6.27,0.29,1.9,0.18,0.4,0.0,06-14-2023,01-14-2023,http://ufcstats.com/fighter-details/48812daf291a4e23
Abdul Razak Alhassan,12,5,0,177.8,83.25,185.42000000000002,Orthodox,38,3.54,0.48,4.02,0.55,0.97,0.38,0.52,0.0,06-14-2023,,http://ufcstats.com/fighter-details/eae431e70064e046
Mateusz Rebecki,17,1,0,170.18,69.75,167.64000000000001,Southpaw,31,4.92,0.51,2.05,0.62,4.15,0.62,0.66,0.8,06-14-2023,,http://ufcstats.com/fighter-details/849c5d9979df5357
Allan Nascimento,20,6,0,172.72,56.25,175.26,Orthodox,32,3.21,0.61,2.28,0.5,1.55,0.26,0.16,0.9,06-14-2023,01-14-2023,http://ufcstats.com/fighter-details/253076a23d03dcd0
Carlos Hernandez,8,2,0,172.72,56.25,170.18,Orthodox,30,4.93,0.47,4.12,0.45,0.9,0.11,0.66,0.5,06-14-2023,,http://ufcstats.com/fighter-details/798e48f9e7f6ba22
Dan Argueta,9,1,0,170.18,60.75,172.72,Southpaw,30,2.47,0.51,1.53,0.52,2.5,0.55,0.5,1.0,06-14-2023,,http://ufcstats.com/fighter-details/e4ba58725825412d
Nick Aguirre,7,1,0,175.26,65.25,187.96,Southpaw,27,0.93,0.31,3.13,0.44,0.0,0.0,0.33,1.0,06-14-2023,01-14-2023,http://ufcstats.com/fighter-details/0978385b2bd9ef9b
Jimmy Flick,16,6,0,170.18,56.25,172.72,Orthodox,33,1.9,0.57,3.41,0.45,2.13,0.42,0.0,5.7,06-14-2023,,http://ufcstats.com/fighter-details/09e62c450e754913
Jared Cannonier,16,6,0,180.34,83.25,195.58,Switch,39,4.0,0.5,3.86,0.61,0.17,0.25,0.64,0.0,06-14-2023,,http://ufcstats.com/fighter-details/13a0275fa13c4d26
Arman Tsarukyan,19,3,0,170.18,69.75,182.88,Orthodox,27,3.56,0.45,1.93,0.54,3.3,0.33,0.75,0.0,06-14-2023,,http://ufcstats.com/fighter-details/eae48ff31db420c2
Damir Ismagulov,24,2,0,177.8,69.75,187.96,Orthodox,32,3.78,0.42,2.51,0.62,1.17,0.28,0.75,0.0,06-14-2023,,http://ufcstats.com/fighter-details/135d124172a0bea3
Alessandro Costa,12,3,0,162.56,56.25,170.18,Orthodox,27,2.28,0.3,3.16,0.63,0.0,0.0,0.87,0.0,06-14-2023,,http://ufcstats.com/fighter-details/3fa97913cfd205d3
Cory McKenna,8,2,0,160.02,51.75,147.32,Orthodox,24,3.01,0.4,3.22,0.48,2.04,0.56,0.71,0.5,06-14-2023,12-17-2022,http://ufcstats.com/fighter-details/3351aa64aa83c4d9
Cheyanne Vlismas,7,3,0,160.02,51.75,160.02,Switch,28,4.93,0.5,2.57,0.64,0.25,0.33,0.66,0.2,06-14-2023,12-17-2022,http://ufcstats.com/fighter-details/4959f10a62f3fec3
Jake Matthews,18,6,0,180.34,76.5,185.42000000000002,Orthodox,29,3.09,0.44,2.24,0.61,1.78,0.41,0.6,0.6,06-14-2023,12-17-2022,http://ufcstats.com/fighter-details/a845f0735bc67405
Saidyokub Kakhramonov,10,3,0,172.72,60.75,175.26,Orthodox,28,2.05,0.51,0.88,0.58,6.63,0.48,0.83,1.9,06-14-2023,12-17-2022,http://ufcstats.com/fighter-details/50a28b9f8314e008
Rinat Fakhretdinov,20,1,0,182.88,76.5,187.96,Orthodox,32,2.93,0.68,0.7,0.57,6.0,0.63,1.0,0.0,06-14-2023,,http://ufcstats.com/fighter-details/8f765fd5775a8873
Manel Kape,18,6,0,165.1,56.25,172.72,Southpaw,30,4.46,0.52,3.92,0.54,0.56,0.28,0.69,0.6,06-14-2023,12-17-2022,http://ufcstats.com/fighter-details/5d1b7e3dd9e11074
Sergey Morozov,19,5,0,167.64,60.75,170.18,Orthodox,34,3.01,0.43,2.97,0.61,3.63,0.31,0.68,0.0,06-14-2023,12-17-2022,http://ufcstats.com/fighter-details/2f6a993c7f547c13
Jan Blachowicz,29,9,1,187.96,92.25,198.12,Orthodox,40,3.41,0.49,2.81,0.54,0.97,0.53,0.68,0.2,06-14-2023,,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8
Magomed Ankalaev,18,1,1,190.5,92.25,190.5,Orthodox,31,3.55,0.52,2.15,0.59,0.99,0.29,0.86,0.0,06-14-2023,12-10-2022,http://ufcstats.com/fighter-details/d802174b0c0c1f4e
Paddy Pimblett,20,3,0,177.8,69.75,185.42000000000002,Orthodox,28,4.19,0.46,3.48,0.41,0.97,0.25,0.56,2.4,06-14-2023,12-10-2022,http://ufcstats.com/fighter-details/7826923b47f8d72a
Darren Till,18,5,1,182.88,83.25,187.96,Southpaw,31,2.3,0.46,3.31,0.56,0.55,0.46,0.69,0.0,06-14-2023,12-10-2022,http://ufcstats.com/fighter-details/9ce6d5a03af801b7
Ilia Topuria,13,0,0,170.18,65.25,175.26,Orthodox,26,3.32,0.49,2.75,0.62,2.45,0.46,0.92,2.5,06-14-2023,,http://ufcstats.com/fighter-details/54f64b5e283b0ce7
Bryce Mitchell,15,2,0,177.8,65.25,177.8,Southpaw,29,2.48,0.59,1.71,0.57,3.26,0.44,0.33,1.7,06-14-2023,12-10-2022,http://ufcstats.com/fighter-details/d9c6f19f958643e9
Jay Perrin,10,7,0,170.18,60.75,170.18,Switch,30,3.71,0.46,3.9,0.44,2.83,0.52,0.58,0.0,06-14-2023,12-10-2022,http://ufcstats.com/fighter-details/01fed6f61ebea01f
Chris Daukaus,12,6,0,190.5,92.25,193.04,Orthodox,34,6.41,0.5,4.48,0.57,0.0,0.0,1.0,0.0,06-14-2023,,http://ufcstats.com/fighter-details/d0aaedcf7ccd0b45
Dalcha Lungiambula,11,6,0,172.72,83.25,193.04,Orthodox,36,3.07,0.45,3.93,0.52,2.14,0.45,0.77,0.0,06-14-2023,12-10-2022,http://ufcstats.com/fighter-details/ce632027bf2a871b
Erik Silva,9,2,0,175.26,65.25,180.34,Orthodox,36,2.17,0.71,1.58,0.4,3.94,0.8,0.71,0.0,06-14-2023,12-10-2022,http://ufcstats.com/fighter-details/21b813b919776d90
Steven Koslow,6,1,0,170.18,56.25,175.26,Switch,26,0.77,0.37,3.73,0.4,5.28,0.55,0.0,1.1,06-14-2023,12-10-2022,http://ufcstats.com/fighter-details/84512339473dd300
Stephen Thompson,17,6,1,182.88,76.5,190.5,Orthodox,40,4.2,0.45,3.04,0.55,0.27,0.41,0.64,0.0,06-14-2023,,http://ufcstats.com/fighter-details/4a28cb716c19157a
Rafael Dos Anjos,32,14,0,172.72,76.5,177.8,Southpaw,39,3.56,0.47,3.21,0.61,2.05,0.35,0.59,0.6,06-14-2023,,http://ufcstats.com/fighter-details/6a2f7c151031653d
Matt Schnell,16,7,0 (1 NC),172.72,56.25,177.8,Orthodox,33,4.24,0.39,4.46,0.55,0.63,0.44,0.46,1.1,06-14-2023,12-03-2022,http://ufcstats.com/fighter-details/67c1d46f4ed16f9e
Tai Tuivasa,15,5,0,187.96,118.8,190.5,Southpaw,30,4.1,0.49,4.46,0.45,0.0,0.0,0.52,0.0,06-14-2023,12-03-2022,http://ufcstats.com/fighter-details/c62fbc117d57b943
Jack Hermansson,23,8,0,185.42,83.25,195.58,Orthodox,35,5.13,0.44,3.69,0.55,1.66,0.29,0.75,0.4,06-14-2023,12-03-2022,http://ufcstats.com/fighter-details/0a1942069c9ad6b6
Kyle Daukaus,11,4,0 (1 NC),190.5,83.25,193.04,Southpaw,30,3.22,0.52,2.94,0.42,2.12,0.25,0.82,1.9,06-14-2023,12-03-2022,http://ufcstats.com/fighter-details/d6c0cdd7e467c440
Phil Rowe,10,3,0,190.5,76.5,203.2,Orthodox,33,4.39,0.52,4.97,0.53,0.81,0.37,0.52,0.5,06-14-2023,,http://ufcstats.com/fighter-details/8e382b585a92affe
Niko Price,15,6,0 (2 NC),182.88,76.5,193.04,Orthodox,34,5.48,0.42,5.57,0.48,0.7,0.2,0.64,0.7,06-14-2023,,http://ufcstats.com/fighter-details/d8da10db80131bec
Scott Holtzman,14,6,0,175.26,69.75,175.26,Orthodox,40,4.32,0.47,3.66,0.55,1.88,0.56,0.67,0.2,06-14-2023,12-03-2022,http://ufcstats.com/fighter-details/df1eb4354d18a906
Marc Diakiese,16,6,0,177.8,69.75,185.42000000000002,Orthodox,30,2.73,0.4,2.63,0.53,3.33,0.43,0.67,0.0,06-14-2023,,http://ufcstats.com/fighter-details/32c355b04fc57f3a
Jonathan Pearce,14,4,0,182.88,65.25,180.34,Switch,31,6.11,0.55,3.66,0.55,5.74,0.56,0.59,0.8,06-14-2023,12-03-2022,http://ufcstats.com/fighter-details/87c0b1c696ddfb43
Darren Elkins,27,11,0,177.8,65.25,180.34,Orthodox,39,3.53,0.38,3.35,0.51,2.73,0.34,0.58,1.1,06-14-2023,12-03-2022,http://ufcstats.com/fighter-details/92a9aa9c93192871
Natan Levy,8,1,0,175.26,69.75,180.34,Southpaw,32,4.01,0.51,3.52,0.58,5.37,0.57,0.41,0.5,06-14-2023,12-03-2022,http://ufcstats.com/fighter-details/a29db9cd4f9ccea5
Genaro Valdez,10,2,0,175.26,69.75,182.88,Orthodox,31,3.96,0.32,7.63,0.47,2.5,0.44,0.4,0.6,06-14-2023,12-03-2022,http://ufcstats.com/fighter-details/cda1099995b46cc2
Marcelo Rojo,16,10,0,172.72,65.25,180.34,Orthodox,35,4.92,0.39,6.42,0.55,0.46,0.5,0.66,0.0,06-14-2023,12-03-2022,http://ufcstats.com/fighter-details/2804ce8dadab5770
Yazmin Jauregui,10,0,0,160.02,51.75,162.56,Orthodox,24,6.35,0.41,4.23,0.57,0.0,0.0,1.0,0.0,06-14-2023,,http://ufcstats.com/fighter-details/40cb680ae1cd331f
Istela Nunes,6,4,0 (1 NC),162.56,51.75,167.64000000000001,Orthodox,31,5.05,0.45,4.83,0.59,0.0,0.0,0.53,0.0,06-14-2023,,http://ufcstats.com/fighter-details/efc67b07eed39794
Muslim Salikhov,19,3,0,180.34,76.5,177.8,Orthodox,39,3.3,0.49,2.43,0.67,1.2,0.35,0.77,0.0,06-14-2023,,http://ufcstats.com/fighter-details/447f9858ae78f921
Danny Roberts,18,7,0,185.42,76.5,187.96,Southpaw,36,3.08,0.4,3.5,0.51,0.26,0.1,0.57,0.3,06-14-2023,,http://ufcstats.com/fighter-details/a6cba6bb66c1a8c9
Zhalgas Zhumagulov,14,8,0,162.56,56.25,167.64000000000001,Switch,35,4.87,0.46,5.37,0.53,1.36,0.19,0.66,0.2,06-14-2023,,http://ufcstats.com/fighter-details/55fa6ce3e522c8bb
Maryna Moroz,11,4,0,170.18,56.25,170.18,Orthodox,32,4.19,0.31,4.36,0.53,0.69,0.22,0.47,0.7,06-14-2023,11-19-2022,http://ufcstats.com/fighter-details/b4192a975027aab6
Miles Johns,13,2,0,170.18,60.75,167.64000000000001,Orthodox,29,3.63,0.48,2.85,0.69,0.86,0.19,0.92,0.0,06-14-2023,,http://ufcstats.com/fighter-details/46e0d677f91bacc0
Vince Morales,11,7,0,175.26,60.75,177.8,Orthodox,33,4.17,0.37,4.24,0.53,0.14,0.25,0.64,0.0,06-14-2023,11-19-2022,http://ufcstats.com/fighter-details/37098a6e6c27fb66
Ricky Turcios,13,3,0,175.26,60.75,180.34,Orthodox,30,5.08,0.37,3.7,0.55,1.0,0.25,0.45,0.2,06-14-2023,11-19-2022,http://ufcstats.com/fighter-details/cd3d7e37ff2d679c
Kevin Natividad,9,4,0,167.64,60.75,177.8,Orthodox,30,2.68,0.34,4.29,0.47,3.66,0.5,0.83,0.0,06-14-2023,11-19-2022,http://ufcstats.com/fighter-details/0c258d1d8e16e5f1
Fernie Garcia,10,3,0,170.18,60.75,170.18,Orthodox,31,2.18,0.39,2.83,0.54,0.47,0.5,0.61,0.5,06-14-2023,11-19-2022,http://ufcstats.com/fighter-details/9e92e1ca498d7244
Tereza Bleda,6,1,0,175.26,56.25,180.34,Orthodox,22,2.57,0.5,2.04,0.44,1.13,0.25,0.83,1.1,06-14-2023,,http://ufcstats.com/fighter-details/59c438c81fbf3ece
Zhang Weili,23,3,0,162.56,51.75,160.02,Switch,34,5.79,0.47,4.06,0.53,1.97,0.34,0.66,0.5,06-14-2023,,http://ufcstats.com/fighter-details/1ebe20ebbfa15e29
Carla Esparza,20,7,0,154.94,51.75,160.02,Orthodox,36,2.16,0.4,2.69,0.55,3.22,0.35,0.47,0.3,06-14-2023,11-12-2022,http://ufcstats.com/fighter-details/d910665038efc639
Dustin Poirier,29,7,0 (1 NC),175.26,69.75,182.88,Southpaw,34,5.51,0.5,4.25,0.54,1.39,0.36,0.63,1.2,06-14-2023,,http://ufcstats.com/fighter-details/029eaff01e6bb8f0
Michael Chandler,23,8,0,172.72,69.75,180.34,Orthodox,37,4.89,0.46,4.58,0.46,2.17,0.38,0.71,0.9,06-14-2023,11-12-2022,http://ufcstats.com/fighter-details/4b93a88f3b1de35b
Frankie Edgar,23,11,1,167.64,60.75,172.72,Orthodox,42,3.77,0.4,2.82,0.65,2.29,0.31,0.65,0.3,06-14-2023,11-12-2022,http://ufcstats.com/fighter-details/f2688492b9a525a3
Dan Hooker,22,12,0,182.88,69.75,190.5,Switch,33,4.83,0.47,4.61,0.51,0.85,0.36,0.81,0.3,06-14-2023,,http://ufcstats.com/fighter-details/193b9d1858bc4df3
Claudio Puelles,13,3,0,177.8,69.75,182.88,Southpaw,27,1.82,0.49,2.93,0.47,2.41,0.3,0.6,1.4,06-14-2023,11-12-2022,http://ufcstats.com/fighter-details/d747eb273a40a920
Renato Moicano,17,5,1,180.34,69.75,182.88,Orthodox,34,4.75,0.47,4.07,0.6,1.66,0.46,0.74,0.7,06-14-2023,11-12-2022,http://ufcstats.com/fighter-details/b6452706b373eea1
Brad Riddell,10,4,0,170.18,69.75,180.34,Orthodox,32,4.71,0.53,3.53,0.53,1.77,0.36,0.63,0.0,06-14-2023,11-12-2022,http://ufcstats.com/fighter-details/37ed1ab2f8b819f4
Dominick Reyes,12,4,0,193.04,92.25,195.58,Southpaw,34,4.75,0.5,3.77,0.48,0.36,0.28,0.8,0.4,06-14-2023,11-12-2022,http://ufcstats.com/fighter-details/2e19380f34871c6a
Molly McCann,13,5,0,162.56,56.25,157.48,Orthodox,33,5.72,0.5,4.9,0.63,1.67,0.35,0.44,0.5,06-14-2023,,http://ufcstats.com/fighter-details/51018a31ddf31eb2
Andre Petroski,9,2,0,182.88,83.25,185.42000000000002,Switch,32,3.64,0.55,2.28,0.52,5.43,0.57,0.75,3.4,06-14-2023,11-12-2022,http://ufcstats.com/fighter-details/5f61780fe5e9b6d0
Wellington Turman,18,6,0,182.88,76.5,182.88,Orthodox,27,2.92,0.49,3.79,0.44,1.79,0.21,0.5,1.0,06-14-2023,,http://ufcstats.com/fighter-details/4dcfb28c011c11b2
Ottman Azaitar,13,1,0,172.72,69.75,180.34,Switch,33,6.97,0.54,2.63,0.63,0.0,0.0,1.0,0.0,06-14-2023,11-12-2022,http://ufcstats.com/fighter-details/ee18ff42063174df
Silvana Gomez Juarez,11,5,0,160.02,51.75,165.1,Orthodox,39,4.26,0.32,4.04,0.61,0.0,0.0,0.3,0.0,06-14-2023,11-12-2022,http://ufcstats.com/fighter-details/b4880ef2f838d4e1
Michael Trizano,11,3,0,180.34,65.25,180.34,Orthodox,32,3.63,0.53,4.4,0.5,0.36,0.66,0.72,0.5,06-14-2023,11-12-2022,http://ufcstats.com/fighter-details/5bf31a46becc1204
SeungWoo Choi,10,6,0,182.88,65.25,187.96,Orthodox,31,3.43,0.37,3.19,0.45,0.85,0.5,0.66,0.0,06-14-2023,11-12-2022,http://ufcstats.com/fighter-details/a68575214ecad140
Julio Arce,18,6,0,170.18,60.75,177.8,Southpaw,34,4.38,0.36,3.1,0.68,0.49,0.3,0.95,0.4,06-14-2023,11-12-2022,http://ufcstats.com/fighter-details/1291edf2d566a71a
Nicolae Negumereanu,13,2,0,182.88,92.25,198.12,Orthodox,29,3.58,0.41,5.56,0.39,1.02,0.28,0.62,0.0,06-14-2023,11-12-2022,http://ufcstats.com/fighter-details/8c57c7b8c3bab0eb
Amanda Lemos,13,2,1,162.56,51.75,165.1,Southpaw,36,4.51,0.57,3.97,0.5,1.12,0.55,0.81,0.7,06-14-2023,,http://ufcstats.com/fighter-details/3df5493bb279226f
Darrick Minner,26,14,0,170.18,65.25,175.26,Orthodox,33,2.63,0.65,2.28,0.35,2.4,0.72,0.66,2.7,06-14-2023,11-05-2022,http://ufcstats.com/fighter-details/34e516ab361afb1c
Tagir Ulanbekov,14,2,0,170.18,56.25,177.8,Southpaw,32,3.35,0.44,3.29,0.54,3.81,0.42,0.61,0.9,06-14-2023,11-05-2022,http://ufcstats.com/fighter-details/f00ac08ab056af5d
Nate Maness,14,3,0,177.8,56.25,182.88,Orthodox,32,1.94,0.42,4.65,0.4,0.96,0.75,0.75,0.3,06-14-2023,11-05-2022,http://ufcstats.com/fighter-details/6e9f40c706f91f32
Grant Dawson,19,1,1,177.8,69.75,182.88,Switch,29,3.12,0.51,2.41,0.45,3.8,0.34,0.4,1.6,06-14-2023,,http://ufcstats.com/fighter-details/99bd51917728c25d
Mark Madsen,12,1,0,172.72,69.75,182.88,Orthodox,39,3.24,0.47,3.67,0.53,3.09,0.66,0.62,0.0,06-14-2023,11-05-2022,http://ufcstats.com/fighter-details/da0995f19b749cfa
Shanna Young,9,6,0,170.18,56.25,165.1,Orthodox,32,3.18,0.47,4.88,0.43,0.0,0.0,0.53,0.6,06-14-2023,11-05-2022,http://ufcstats.com/fighter-details/568bbad0eaced57c
Benito Lopez,10,2,0,177.8,60.75,185.42000000000002,Switch,29,4.39,0.45,5.18,0.56,0.0,0.0,0.73,0.3,06-14-2023,11-05-2022,http://ufcstats.com/fighter-details/773f7feacf96153e
Polyana Viana,13,5,0,165.1,51.75,170.18,Orthodox,31,3.5,0.41,2.86,0.54,0.8,0.33,0.5,2.4,06-14-2023,11-05-2022,http://ufcstats.com/fighter-details/9673a497a9da119a
Liudvik Sholinian,9,4,1,177.8,60.75,180.34,Orthodox,33,2.5,0.3,5.67,0.55,0.0,0.0,0.66,0.0,06-14-2023,11-05-2022,http://ufcstats.com/fighter-details/1a54231796e24a3f
Carlos Candelario,8,3,0,172.72,56.25,172.72,Southpaw,32,3.97,0.46,5.17,0.44,2.28,0.36,0.53,0.3,06-14-2023,11-05-2022,http://ufcstats.com/fighter-details/760a55d5b6098cbe
Tamires Vidal,7,1,0,167.64,60.75,172.72,Orthodox,25,5.48,0.58,4.19,0.07,0.0,0.0,0.0,0.0,06-14-2023,11-05-2022,http://ufcstats.com/fighter-details/4f3064faf17aa711
Ramona Pascual,6,5,0,170.18,60.75,167.64000000000001,Southpaw,35,3.87,0.57,8.43,0.46,1.81,0.19,1.0,0.0,06-14-2023,11-05-2022,http://ufcstats.com/fighter-details/3eb4dc9a7d4ac906
Calvin Kattar,23,7,0,180.34,65.25,182.88,Orthodox,35,5.12,0.39,7.1,0.54,0.42,0.29,0.91,0.1,06-14-2023,10-29-2022,http://ufcstats.com/fighter-details/751de04455cfaac0
Max Griffin,19,9,0,180.34,76.5,193.04,Orthodox,38,4.23,0.5,3.87,0.57,1.6,0.5,0.71,0.3,06-14-2023,,http://ufcstats.com/fighter-details/b0d6a1d8ac3d563d
Jared Vanderaa,12,10,0,193.04,119.25,203.2,Orthodox,31,4.96,0.44,5.67,0.45,0.18,0.5,0.2,0.0,06-14-2023,10-29-2022,http://ufcstats.com/fighter-details/2b68d9f125d07b42
Tresean Gore,5,2,0,182.88,83.25,190.5,Switch,29,3.04,0.53,6.13,0.47,3.04,0.71,0.81,1.2,06-14-2023,,http://ufcstats.com/fighter-details/147e70aa6cc48cfc
Khalil Rountree Jr.,12,5,0 (1 NC),185.42,92.25,193.04,Southpaw,33,3.67,0.38,4.19,0.5,0.0,0.0,0.54,0.1,06-14-2023,,http://ufcstats.com/fighter-details/749f572d1d3161fb
Carlos Mota,8,2,0,162.56,56.25,175.26,Orthodox,28,0.8,0.41,1.13,0.54,0.0,0.0,0.5,1.0,06-14-2023,10-29-2022,http://ufcstats.com/fighter-details/b15862fcd6ded451
Joshua Weems,11,3,0,172.72,60.75,175.26,Orthodox,29,5.25,0.64,3.34,0.61,4.77,0.4,1.0,0.0,06-14-2023,10-29-2022,http://ufcstats.com/fighter-details/69888118d968ba52
TJ Dillashaw,18,5,0,167.64,60.75,170.18,Orthodox,37,5.09,0.41,3.47,0.62,1.56,0.3,0.77,0.8,06-14-2023,10-22-2022,http://ufcstats.com/fighter-details/c849740a3ff51931
Sean O'Malley,16,1,0 (1 NC),180.34,60.75,182.88,Switch,29,7.43,0.6,3.54,0.62,0.45,0.42,0.6,0.5,06-14-2023,,http://ufcstats.com/fighter-details/b50a426a33da0012
Manon Fiorot,10,1,0,170.18,56.25,165.1,Orthodox,33,6.58,0.42,3.14,0.71,1.69,0.5,0.83,0.0,06-14-2023,10-22-2022,http://ufcstats.com/fighter-details/34ff304266360297
Katlyn Chookagian,18,5,0,175.26,56.25,172.72,Orthodox,35,4.59,0.34,4.41,0.63,0.27,0.15,0.54,0.3,06-14-2023,10-22-2022,http://ufcstats.com/fighter-details/e872e9a9a902c045
Sean Brady,15,1,0,177.8,76.5,182.88,Orthodox,31,4.17,0.53,3.86,0.62,2.8,0.5,0.87,0.8,06-14-2023,,http://ufcstats.com/fighter-details/45f7cb591c3ab00b
Makhmud Muradov,25,8,0,187.96,83.25,190.5,Orthodox,33,4.35,0.42,2.72,0.6,0.7,0.37,0.76,0.2,06-14-2023,,http://ufcstats.com/fighter-details/ea7e5bc78d9de658
Volkan Oezdemir,18,7,0,187.96,92.25,190.5,Orthodox,34,4.53,0.47,3.97,0.55,0.47,0.28,0.8,0.0,06-14-2023,10-22-2022,http://ufcstats.com/fighter-details/0845c81e37d3bcb3
Gadzhi Omargadzhiev,13,2,0,185.42,76.5,180.34,Switch,30,1.8,0.39,2.2,0.39,1.35,0.3,0.6,0.5,06-14-2023,10-22-2022,http://ufcstats.com/fighter-details/684d3aee255a3d09
Armen Petrosyan,8,2,0,190.5,83.25,180.34,Orthodox,33,5.99,0.51,2.75,0.58,0.0,0.0,0.25,0.0,06-14-2023,,http://ufcstats.com/fighter-details/369ea36e450ae62a
AJ Dobson,6,2,0 (1 NC),185.42,83.25,193.04,Orthodox,31,4.34,0.46,6.0,0.47,1.75,0.8,0.64,0.4,06-14-2023,10-22-2022,http://ufcstats.com/fighter-details/009c4420727149ea
Cub Swanson,28,13,0,172.72,60.75,177.8,Orthodox,40,4.68,0.5,3.73,0.6,1.09,0.52,0.61,0.4,06-14-2023,10-15-2022,http://ufcstats.com/fighter-details/d247691a6c0e9034
Misha Cirkunov,15,9,0,190.5,92.25,195.58,Orthodox,36,3.86,0.51,3.06,0.57,4.15,0.39,0.76,1.7,06-14-2023,10-15-2022,http://ufcstats.com/fighter-details/67f272324a030d00
Brandon Davis,14,10,0,177.8,60.75,182.88,Orthodox,33,4.68,0.35,4.62,0.58,0.74,0.42,0.57,0.1,06-14-2023,10-15-2022,http://ufcstats.com/fighter-details/cc351e408bbb7d43
Jacob Malkoun,7,2,0,175.26,83.25,185.42000000000002,Orthodox,28,3.7,0.55,2.64,0.5,7.46,0.44,0.0,0.5,06-14-2023,10-15-2022,http://ufcstats.com/fighter-details/d4270315cbcf2569
Nick Maximov,8,2,0,182.88,83.25,193.04,Southpaw,26,1.93,0.45,2.64,0.46,4.16,0.45,0.35,0.2,06-14-2023,10-15-2022,http://ufcstats.com/fighter-details/12585614e0ed2626
Joanderson Brito,14,3,1,172.72,65.25,182.88,Orthodox,28,3.65,0.49,3.08,0.5,3.76,0.7,0.0,0.5,06-14-2023,10-15-2022,http://ufcstats.com/fighter-details/791c8437b341fba5
Pete Rodriguez,5,1,0,175.26,69.75,180.34,Switch,27,10.37,0.46,11.69,0.44,0.0,0.0,1.0,0.0,06-14-2023,10-15-2022,http://ufcstats.com/fighter-details/776d4262c4da38bf
