,w/l,fighter,kd,str,td,sub,weight class,method,round,time,date,w_fighter,l_fighter,w_kd,l_kd,w_str,l_str,w_td,l_td,w_sub,l_sub,w_win_perc,l_win_perc,w_win_strk,l_win_strk,w_lose_strk,l_lose_strk,ttime,w_wins,w_losses,w_draws,w_height,w_weight,w_reach,w_stance,w_age,w_slpm,w_str. acc.,w_sapm,w_str. def,w_td avg.,w_td acc.,w_td def.,w_sub. avg.,l_wins,l_losses,l_draws,l_height,l_weight,l_reach,l_stance,l_age,l_slpm,l_str. acc.,l_sapm,l_str. def,l_td avg.,l_td acc.,l_td def.,l_sub. avg.
2785,win,Diego Sanchez:Marcin Held,0:0,46:30,0:0,0:1,Lightweight,U-DEC:,3,5:00,2016-11-05,Diego Sanchez,Marcin Held,0,0,46,30,0,0,0,1,0.62,0,0,0,1,0,15.0,31.0,1.0,-0,177.8,76.5,182.88,Southpaw,41,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8,23.0,7.0,0,175.26,69.75,180.34,Orthodox,30,1.41,0.34,2.02,0.47,2.46,0.46,0.37,1.3
2786,win,Ricardo Lamas:Charles Oliveira,0:0,11:13,1:2,1:2,Featherweight,SUB:Guillotine Choke,2,2:13,2016-11-05,Ricardo Lamas,Charles Oliveira,0,0,11,13,1,2,1,2,0.7,0.6,0,0,1,1,7.217,20.0,8.0,0,172.72,65.25,180.34,Orthodox,40,3.13,0.47,2.87,0.57,1.84,0.33,0.46,0.9,33.0,9.0,0,177.8,69.75,187.96,Orthodox,33,3.48,0.53,3.2,0.51,2.37,0.4,0.55,2.8
2787,win,Martin Bravo:Claudio Puelles,1:0,56:29,0:1,0:0,Lightweight,KO/TKO:Punch,2,1:55,2016-11-05,Martin Bravo,Claudio Puelles,1,0,56,29,0,1,0,0,0,0,0,0,0,0,6.917,11.0,3.0,0,172.72,65.25,180.34,Southpaw,29,7.66,0.39,5.72,0.51,2.6,0.35,0.85,0.0,13.0,2.0,0,177.8,69.75,182.88,Southpaw,26,1.99,0.51,2.89,0.46,2.74,0.38,0.6,1.4
2788,win,Beneil Dariush:Rashid Magomedov,0:0,60:41,0:1,0:0,Lightweight,U-DEC:,3,5:00,2016-11-05,Beneil Dariush,Rashid Magomedov,0,0,60,41,0,1,0,0,0.78,1.0,1,4,0,0,15.0,22.0,4.0,1,177.8,69.75,182.88,Southpaw,33,3.81,0.49,2.55,0.58,1.95,0.34,0.8,0.9,20.0,2.0,0,175.26,69.75,177.8,Orthodox,38,4.4,0.49,3.05,0.54,0.67,0.57,0.89,0.2
2789,win,Alexa Grasso:Heather Clark,0:0,65:40,1:0,0:0,Women's Strawweight,U-DEC:,3,5:00,2016-11-05,Alexa Grasso,Heather Clark,0,0,65,40,1,0,0,0,0,0.5,0,0,0,1,15.0,15.0,3.0,0,165.1,56.25,167.64000000000001,Orthodox,29,5.14,0.44,4.02,0.61,0.44,0.57,0.64,0.6,7.0,0.0,-0,167.64,51.75,162.56,Orthodox,42,3.69,0.49,5.62,0.5,0.33,0.04,0.8,0.3
2790,win,Erik Perez:Felipe Arantes,0:0,36:34,3:0,0:2,Bantamweight,S-DEC:,3,5:00,2016-11-05,Erik Perez,Felipe Arantes,0,0,36,34,3,0,0,2,0.75,0.62,2,2,0,0,15.0,17.0,6.0,0,172.72,60.75,172.72,Orthodox,33,3.16,0.4,2.09,0.66,3.16,0.55,0.69,0.2,18.0,1.0,-1,172.72,60.75,185.42000000000002,Orthodox,34,2.37,0.45,2.66,0.64,0.93,0.47,0.41,0.7
2791,win,Joe Soto:Marco Beltran,0:0,2:3,1:0,1:0,Catch Weight,SUB:Heel Hook,1,1:37,2016-11-05,Joe Soto,Marco Beltran,0,0,2,3,1,0,1,0,0.25,1.0,1,3,0,0,1.617,18.0,7.0,0,167.64,60.75,165.1,Orthodox,35,3.36,0.41,5.37,0.67,0.85,0.21,0.7,1.9,8.0,0.0,-0,172.72,56.25,175.26,Orthodox,36,2.07,0.37,1.93,0.63,0.7,0.5,0.46,0.2
2792,win,Max Griffin:Erick Montano,0:0,15:3,0:0,0:0,Welterweight,KO/TKO:Punch,1,0:54,2016-11-05,Max Griffin,Erick Montano,0,0,15,3,0,0,0,0,0,0.5,0,0,1,1,0.9,19.0,9.0,0,180.34,76.5,193.04,Orthodox,37,4.23,0.5,3.87,0.57,1.6,0.5,0.71,0.3,7.0,0.0,-0,182.88,76.5,185.42000000000002,Orthodox,37,2.79,0.44,2.06,0.64,2.29,0.36,0.66,0.0
2793,win,Douglas Silva de Andrade:Henry Briones,1:0,72:67,1:0,0:0,Bantamweight,KO/TKO:Spinning Back Fist,3,2:33,2016-11-05,Douglas Silva de Andrade,Henry Briones,1,0,72,67,1,0,0,0,0.5,0.5,1,0,0,1,12.55,28.0,5.0,0,170.18,60.75,172.72,Orthodox,37,3.61,0.39,4.03,0.57,0.68,0.5,0.69,0.2,16.0,8.0,1,172.72,60.75,175.26,Orthodox,42,3.47,0.42,4.68,0.53,0.0,0.0,0.52,0.6
2794,win,Sam Alvey:Alex Nicholson,0:0,63:82,0:0,0:0,Middleweight,U-DEC:,3,5:00,2016-11-05,Sam Alvey,Alex Nicholson,0,0,63,82,0,0,0,0,0.62,0.5,2,1,0,0,15.0,33.0,1.0,-1,187.96,83.25,190.5,Southpaw,36,3.28,0.44,3.63,0.52,0.06,0.14,0.82,0.1,7.0,0.0,-0,193.04,83.25,195.58,Orthodox,32,4.12,0.43,4.65,0.47,0.0,0.0,0.5,0.5
2795,win,Marco Polo Reyes:Jason Novelli,0:0,50:29,0:1,0:0,Lightweight,S-DEC:,3,5:00,2016-11-05,Marco Polo Reyes,Jason Novelli,0,0,50,29,0,1,0,0,1.0,0,2,0,0,1,15.0,8.0,0.0,-0,180.34,69.75,180.34,Orthodox,38,6.0,0.37,5.52,0.59,0.0,0.0,0.46,0.0,11.0,3.0,1,182.88,69.75,187.37,Orthodox,43,1.73,0.24,3.55,0.66,0.7,0.33,1.0,0.0
2796,win,Enrique Barzola:Chris Avila,0:0,72:29,7:0,0:0,Featherweight,U-DEC:,3,5:00,2016-11-05,Enrique Barzola,Chris Avila,0,0,72,29,7,0,0,0,0.5,0,0,0,1,1,15.0,17.0,5.0,2,170.18,65.25,177.8,Orthodox,33,3.91,0.41,2.97,0.68,4.2,0.45,0.66,0.3,5.0,0.0,-0,177.8,65.25,182.16,Orthodox,29,2.37,0.3,4.17,0.48,0.0,0.0,0.46,0.0
2797,win,Lyoto Machida:Mark Munoz,1:0,5:0,0:0,0:0,Middleweight,KO/TKO:Kick,1,3:10,2013-10-26,Lyoto Machida,Mark Munoz,1,0,5,0,0,0,0,0,0.73,0.73,0,1,1,0,3.167,24.0,8.0,0,185.42,83.25,187.96,Southpaw,44,2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4,14.0,6.0,0,182.88,83.25,180.34,Orthodox,44,3.12,0.51,2.26,0.57,3.17,0.29,0.57,0.6
2798,win,Jimi Manuwa:Ryan Jimmo,0:0,48:36,0:0,0:0,Light Heavyweight,KO/TKO:,2,4:41,2013-10-26,Jimi Manuwa,Ryan Jimmo,0,0,48,36,0,0,0,0,1.0,0.67,2,1,0,0,9.683,17.0,6.0,0,185.42,92.25,200.66,Orthodox,42,3.43,0.54,3.97,0.49,0.53,0.18,0.7,0.4,19.0,5.0,0,185.42,92.25,185.42000000000002,Orthodox,41,3.12,0.66,2.77,0.46,0.45,0.28,0.87,0.0
2799,win,Norman Parke:Jon Tuck,0:0,81:67,1:0,0:0,Lightweight,U-DEC:,3,5:00,2013-10-26,Norman Parke,Jon Tuck,0,0,81,67,1,0,0,0,1.0,1.0,2,1,0,0,15.0,23.0,6.0,1,180.34,69.75,177.8,Southpaw,36,3.06,0.35,2.88,0.64,1.98,0.26,0.77,0.0,10.0,5.0,0,180.34,69.75,185.42000000000002,Orthodox,38,3.0,0.4,3.74,0.6,0.42,0.33,0.5,1.0
2800,win,Nicholas Musoke:Alessio Sakara,0:0,12:20,1:1,1:0,Middleweight,SUB:Armbar,1,3:07,2013-10-26,Nicholas Musoke,Alessio Sakara,0,0,12,20,1,1,1,0,0,0.46,0,0,0,3,3.117,13.0,5.0,0,182.88,76.5,190.5,Orthodox,36,3.56,0.35,3.8,0.57,1.16,0.19,0.82,0.2,19.0,1.0,-0,182.88,83.25,182.88,Orthodox,41,3.96,0.47,2.8,0.59,2.18,0.78,0.62,0.0
2801,win,John Lineker:Phil Harris,3:0,31:14,0:0,0:0,Flyweight,KO/TKO:Punch,1,2:51,2013-10-26,John Lineker,Phil Harris,3,0,31,14,0,0,0,0,0.75,0.5,3,1,0,0,2.85,31.0,9.0,0,160.02,60.75,170.18,Orthodox,32,5.36,0.4,4.27,0.56,0.56,0.58,0.67,0.6,22.0,1.0,-0,162.56,56.25,165.1,Orthodox,39,2.34,0.26,3.16,0.68,1.76,0.21,0.6,0.0
2802,win,Al Iaquinta:Piotr Hallmann,0:0,85:66,2:3,0:0,Lightweight,U-DEC:,3,5:00,2013-10-26,Al Iaquinta,Piotr Hallmann,0,0,85,66,2,3,0,0,0.5,1.0,1,1,0,0,15.0,14.0,7.0,1,177.8,69.75,177.8,Orthodox,35,4.06,0.4,4.53,0.61,0.63,0.18,0.74,0.2,18.0,6.0,0,175.26,69.75,180.34,Orthodox,35,3.98,0.45,3.17,0.58,2.55,0.44,0.7,0.4
2803,win,Luke Barnatt:Andrew Craig,2:0,39:26,1:0,1:0,Middleweight,SUB:Rear Naked Choke,2,2:12,2013-10-26,Luke Barnatt,Andrew Craig,2,0,39,26,1,0,1,0,1.0,0.75,1,1,0,0,7.2,13.0,4.0,0,198.12,83.25,195.58,Orthodox,34,4.43,0.36,3.87,0.59,0.63,0.42,0.63,0.4,9.0,0.0,-0,185.42,76.5,193.04,Orthodox,36,2.39,0.4,3.01,0.5,0.53,0.37,0.72,0.0
2804,win,Jessica Andrade:Rosi Sexton,0:0,206:88,1:1,0:0,Women's Bantamweight,U-DEC:,3,5:00,2013-10-26,Jessica Andrade,Rosi Sexton,0,0,206,88,1,1,0,0,0,0,0,0,1,1,15.0,23.0,9.0,0,154.94,56.25,157.48,Orthodox,31,6.16,0.5,5.16,0.53,2.85,0.55,0.66,0.5,13.0,5.0,0,160.02,60.75,163.95,Orthodox,45,3.31,0.39,7.42,0.41,0.75,0.1,0.8,0.0
2805,win,Cole Miller:Andy Ogle,0:0,21:27,0:2,1:0,Featherweight,U-DEC:,3,5:00,2013-10-26,Cole Miller,Andy Ogle,0,0,21,27,0,2,1,0,0.57,0.5,0,1,1,0,15.0,21.0,1.0,-0,185.42,65.25,185.42000000000002,Orthodox,38,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8,9.0,0.0,-0,172.72,65.25,175.26,Orthodox,33,2.24,0.44,2.23,0.5,1.44,0.26,0.58,0.0
2806,win,Jimy Hettes:Robert Whiteford,0:0,5:15,3:0,2:0,Featherweight,SUB:Triangle Choke,2,2:17,2013-10-26,Jimy Hettes,Robert Whiteford,0,0,5,15,3,0,2,0,0.67,0,0,0,1,0,7.283,11.0,3.0,0,175.26,65.25,180.34,Southpaw,35,3.47,0.57,3.5,0.57,5.2,0.44,0.61,1.4,14.0,4.0,0,175.26,65.25,175.26,Southpaw,39,2.33,0.46,1.99,0.62,1.9,0.3,0.45,0.0
2807,win,Brad Scott:Michael Kuiper,0:0,14:7,0:1,2:0,Middleweight,SUB:Guillotine Choke,1,4:17,2013-10-26,Brad Scott,Michael Kuiper,0,0,14,7,0,1,2,0,0,0.33,0,0,1,1,4.283,11.0,6.0,0,185.42,76.5,193.04,Orthodox,33,3.52,0.41,4.31,0.57,0.32,0.15,0.63,0.7,15.0,5.0,0,182.88,83.25,185.42000000000002,Orthodox,33,3.28,0.54,3.62,0.54,2.3,0.55,0.79,0.0
2808,win,Jan Blachowicz:Aleksandar Rakic,0:0,31:27,0:1,1:0,Light Heavyweight,KO/TKO:,3,1:11,2022-05-14,Jan Blachowicz,Aleksandar Rakic,0,0,31,27,0,1,1,0,0.65,0.86,0,2,1,0,11.183,29.0,9.0,0,187.96,92.25,198.12,Orthodox,39,3.55,0.49,2.77,0.54,1.08,0.53,0.66,0.3,14.0,3.0,0,193.04,92.25,198.12,Orthodox,30,4.01,0.5,2.3,0.53,0.82,0.25,0.9,0.2
2809,win,Ryan Spann:Ion Cutelaba,0:0,4:2,0:3,1:0,Light Heavyweight,SUB:Guillotine Choke,1,2:22,2022-05-14,Ryan Spann,Ion Cutelaba,0,0,4,2,0,3,1,0,0.71,0.5,0,1,1,0,2.367,20.0,7.0,0,195.58,92.25,200.66,Orthodox,31,3.35,0.44,3.41,0.47,1.5,0.38,0.5,1.8,16.0,8.0,1,185.42,92.25,190.5,Southpaw,29,4.61,0.42,3.26,0.47,4.68,0.63,0.76,0.0
2810,win,Davey Grant:Louis Smolka,1:0,81:71,0:0,0:0,Bantamweight,KO/TKO:Punches,3,0:49,2022-05-14,Davey Grant,Louis Smolka,1,0,81,71,0,0,0,0,0.44,0.5,0,0,2,1,10.817,14.0,6.0,0,172.72,60.75,175.26,Orthodox,37,4.83,0.44,4.02,0.56,1.6,0.42,0.65,0.1,17.0,9.0,0,175.26,60.75,172.72,Orthodox,31,4.67,0.47,4.11,0.53,1.69,0.35,0.32,1.8
2811,win,Katlyn Chookagian:Amanda Ribas,0:0,63:55,0:3,0:0,Women's Flyweight,S-DEC:,3,5:00,2022-05-14,Katlyn Chookagian,Amanda Ribas,0,0,63,55,0,3,0,0,0.71,0.83,3,1,0,0,15.0,18.0,5.0,0,175.26,56.25,172.72,Orthodox,34,4.59,0.34,4.41,0.63,0.27,0.15,0.54,0.3,11.0,3.0,0,160.02,56.25,167.64000000000001,Orthodox,29,4.46,0.4,2.57,0.7,2.19,0.47,0.88,1.2
2812,win,Manuel Torres:Frank Camacho,1:0,34:16,0:0,0:0,Lightweight,KO/TKO:Punches,1,3:27,2022-05-14,Manuel Torres,Frank Camacho,1,0,34,16,0,0,0,0,0,0.29,0,0,0,2,3.45,13.0,2.0,0,177.8,69.75,185.42000000000002,Orthodox,27,10.5,0.55,3.74,0.58,0.0,0.0,1.0,0.0,22.0,1.0,-0,177.8,69.75,185.42000000000002,Orthodox,33,6.56,0.46,7.44,0.51,1.11,0.31,0.73,0.0
2813,win,Allan Nascimento:Jake Hadley,0:0,19:8,2:0,0:1,Flyweight,U-DEC:,3,5:00,2022-05-14,Allan Nascimento,Jake Hadley,0,0,19,8,2,0,0,1,0,0,0,0,1,0,15.0,19.0,6.0,0,172.72,56.25,175.26,Orthodox,31,3.31,0.61,2.38,0.5,1.0,0.2,0.16,0.7,9.0,0.0,-0,170.18,56.25,177.8,Southpaw,26,4.02,0.48,3.54,0.61,0.49,1.0,0.37,1.9
2814,win,Viviane Araujo:Andrea Lee,0:1,39:47,3:1,2:0,Women's Flyweight,U-DEC:,3,5:00,2022-05-14,Viviane Araujo,Andrea Lee,0,1,39,47,3,1,2,0,0.67,0.62,0,2,1,0,15.0,11.0,4.0,0,162.56,56.25,172.72,Orthodox,36,4.82,0.48,5.33,0.56,2.03,0.48,0.9,0.5,13.0,6.0,0,167.64,56.25,175.26,Orthodox,33,5.43,0.49,3.64,0.64,1.68,0.5,0.56,0.7
2815,win,Michael Johnson:Alan Patrick,1:0,30:22,1:0,0:0,Lightweight,KO/TKO:Punch,2,3:22,2022-05-14,Michael Johnson,Alan Patrick,1,0,30,22,1,0,0,0,0.46,0.62,0,0,4,2,8.367,21.0,1.0,-0,177.8,69.75,185.42000000000002,Southpaw,36,4.2,0.38,3.91,0.58,0.5,0.43,0.79,0.1,15.0,4.0,0,180.34,69.75,187.96,Southpaw,39,1.82,0.4,2.95,0.43,3.01,0.33,0.43,0.3
2816,win,Virna Jandiroba:Angela Hill,0:0,14:21,3:1,0:0,Women's Strawweight,U-DEC:,3,5:00,2022-05-14,Virna Jandiroba,Angela Hill,0,0,14,21,3,1,0,0,0.5,0.42,0,0,1,2,15.0,18.0,3.0,0,160.02,51.75,162.56,Orthodox,34,2.45,0.38,3.19,0.57,2.31,0.38,0.73,1.1,14.0,1.0,-0,160.02,51.75,162.56,Orthodox,37,5.36,0.48,4.98,0.62,0.61,0.29,0.76,0.1
2817,win,Tatsuro Taira:Carlos Candelario,1:0,57:9,1:2,3:1,Flyweight,U-DEC:,3,5:00,2022-05-14,Tatsuro Taira,Carlos Candelario,1,0,57,9,1,2,3,1,0,0,0,0,0,0,15.0,12.0,0.0,0,170.18,56.25,177.8,Orthodox,22,3.25,0.64,1.15,0.56,2.47,0.3,0.6,3.1,8.0,0.0,-0,172.72,56.25,172.72,Southpaw,31,3.97,0.46,5.17,0.44,2.28,0.36,0.53,0.3
2818,win,Andre Petroski:Nick Maximov,0:0,1:4,0:0,1:0,Middleweight,SUB:Anaconda Choke,1,1:16,2022-05-14,Andre Petroski,Nick Maximov,0,0,1,4,0,0,1,0,1.0,1.0,2,2,0,0,1.267,8.0,0.0,-0,182.88,83.25,185.42000000000002,Switch,31,4.07,0.61,2.05,0.53,4.1,0.47,1.0,4.1,8.0,0.0,-0,182.88,83.25,193.04,Southpaw,25,1.93,0.45,2.64,0.46,4.16,0.45,0.35,0.2
2819,win,Dustin Poirier:Justin Gaethje,0:0,174:115,0:0,0:0,Lightweight,KO/TKO:Punch,4,0:33,2018-04-14,Dustin Poirier,Justin Gaethje,0,0,174,115,0,0,0,0,0.78,0.5,2,0,0,1,15.55,28.0,7.0,0,175.26,69.75,182.88,Southpaw,33,5.61,0.5,4.28,0.53,1.44,0.36,0.64,1.2,23.0,4.0,0,180.34,69.75,177.8,Orthodox,34,7.46,0.6,7.85,0.55,0.0,0.0,0.75,0.0
2820,win,Alex Oliveira:Carlos Condit,0:0,9:12,3:1,1:1,Welterweight,SUB:Guillotine Choke,2,3:17,2018-04-14,Alex Oliveira,Carlos Condit,0,0,9,12,3,1,1,1,0.7,0.5,0,0,1,3,8.283,22.0,1.0,-1,180.34,76.5,193.04,Orthodox,34,2.99,0.51,2.55,0.46,2.35,0.38,0.63,0.6,32.0,1.0,-0,187.96,76.5,190.5,Orthodox,38,3.66,0.39,2.67,0.55,0.59,0.46,0.38,1.0
2821,win,Israel Adesanya:Marvin Vettori,0:0,57:46,0:2,0:0,Middleweight,S-DEC:,3,5:00,2018-04-14,Israel Adesanya,Marvin Vettori,0,0,57,46,0,2,0,0,1.0,0.67,1,1,0,0,15.0,23.0,1.0,0,193.04,83.25,203.2,Switch,33,3.93,0.49,2.67,0.59,0.0,0.0,0.78,0.2,18.0,6.0,1,182.88,83.25,187.96,Southpaw,29,4.2,0.44,3.58,0.59,1.89,0.44,0.74,0.6
2822,win,Michelle Waterson-Gomez:Cortney Casey,0:0,61:36,3:0,0:3,Women's Strawweight,S-DEC:,3,5:00,2018-04-14,Michelle Waterson-Gomez,Cortney Casey,0,0,61,36,3,0,0,3,0.5,0.43,0,0,2,1,15.0,18.0,1.0,-0,160.02,51.75,157.48,Orthodox,36,3.6,0.48,4.09,0.5,1.43,0.33,0.67,0.8,10.0,1.0,-0,170.18,56.25,170.18,Orthodox,35,4.29,0.39,4.0,0.55,0.39,0.31,0.39,0.5
2823,win,Antonio Carlos Junior:Tim Boetsch,0:0,31:7,1:0,1:0,Middleweight,SUB:Rear Naked Choke,1,4:28,2018-04-14,Antonio Carlos Junior,Tim Boetsch,0,0,31,7,1,0,1,0,0.75,0.55,4,1,0,0,4.467,11.0,5.0,0,187.96,83.25,200.66,Orthodox,32,1.95,0.42,2.14,0.52,3.42,0.39,0.53,0.8,21.0,1.0,-0,182.88,83.25,187.96,Orthodox,41,2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8
2824,win,Muslim Salikhov:Ricky Rainey,1:0,25:19,0:0,0:0,Welterweight,KO/TKO:Punch,2,4:12,2018-04-14,Muslim Salikhov,Ricky Rainey,1,0,25,19,0,0,0,0,0,0,0,0,1,0,9.2,18.0,3.0,0,180.34,76.5,177.8,Orthodox,38,3.04,0.47,2.56,0.66,1.17,0.35,0.77,0.0,12.0,6.0,0,185.42,76.5,195.58,Switch,39,2.55,0.48,2.62,0.46,0.95,0.18,0.55,0.0
2825,win,John Moraga:Wilson Reis,0:0,46:12,0:8,1:0,Flyweight,U-DEC:,3,5:00,2018-04-14,John Moraga,Wilson Reis,0,0,46,12,0,8,1,0,0.58,0.6,2,0,0,2,15.0,19.0,7.0,0,167.64,56.25,167.64000000000001,Orthodox,38,2.57,0.43,2.55,0.56,0.62,0.23,0.44,1.1,23.0,1.0,-0,162.56,56.25,165.1,Southpaw,37,1.83,0.29,3.04,0.55,5.15,0.42,0.47,0.6
2826,win,Brad Tavares:Krzysztof Jotko,1:0,46:24,0:0,0:0,Middleweight,KO/TKO:Punch,3,2:16,2018-04-14,Brad Tavares,Krzysztof Jotko,1,0,46,24,0,0,0,0,0.73,0.67,3,0,0,2,12.267,19.0,8.0,0,185.42,83.25,187.96,Orthodox,35,3.3,0.43,3.01,0.56,0.86,0.26,0.8,0.0,24.0,6.0,0,185.42,83.25,195.58,Southpaw,33,2.98,0.42,2.23,0.57,1.33,0.39,0.82,0.1
2827,win,Gilbert Burns:Dan Moret,1:0,31:20,2:0,0:0,Lightweight,KO/TKO:Punch,2,0:59,2018-04-14,Gilbert Burns,Dan Moret,1,0,31,20,2,0,0,0,0.71,0,1,0,0,0,5.983,20.0,5.0,0,177.8,76.5,180.34,Orthodox,36,3.46,0.48,3.21,0.54,2.0,0.34,0.47,0.6,13.0,6.0,0,182.88,69.75,185.42000000000002,Southpaw,36,2.67,0.43,3.56,0.43,1.25,0.27,0.45,0.4
2828,win,Lauren Mueller:Shana Dobson,0:0,58:68,2:1,0:0,Women's Flyweight,U-DEC:,3,5:00,2018-04-14,Lauren Mueller,Shana Dobson,0,0,58,68,2,1,0,0,0,1.0,0,1,0,0,15.0,5.0,0.0,-0,165.1,56.25,170.18,Orthodox,31,4.08,0.41,3.77,0.58,0.7,0.5,0.71,0.0,4.0,0.0,-0,167.64,56.25,175.26,Orthodox,33,3.34,0.37,5.2,0.5,0.84,0.5,0.14,0.0
2829,win,Yushin Okami:Dhiego Lima,0:0,15:11,6:0,0:0,Welterweight,U-DEC:,3,5:00,2018-04-14,Yushin Okami,Dhiego Lima,0,0,15,11,6,0,0,0,0.68,0.2,0,0,2,3,15.0,34.0,1.0,-0,187.96,76.5,190.5,Southpaw,41,2.06,0.38,2.25,0.6,1.98,0.39,0.84,0.5,17.0,9.0,0,187.96,76.5,190.5,Orthodox,33,3.12,0.39,3.88,0.58,1.26,0.34,0.73,0.6
2830,win,Adam Wieczorek:Arjan Bhullar,0:0,13:9,0:2,1:0,Heavyweight,SUB:Omoplata,2,1:59,2018-04-14,Adam Wieczorek,Arjan Bhullar,0,0,13,9,0,2,1,0,1.0,1.0,1,1,0,0,6.983,10.0,2.0,0,195.58,112.5,205.74,Orthodox,30,1.68,0.38,1.87,0.48,0.41,0.33,0.58,0.4,9.0,0.0,-0,185.42,110.25,190.5,Orthodox,36,2.33,0.56,3.25,0.59,1.73,0.75,1.0,0.0
2831,win,Alejandro Perez:Matthew Lopez,0:0,44:22,0:3,0:2,Bantamweight,KO/TKO:Punches,2,3:42,2018-04-14,Alejandro Perez,Matthew Lopez,0,0,44,22,0,3,0,2,0.83,0.5,4,0,0,1,8.7,23.0,9.0,1,167.64,60.75,170.18,Orthodox,33,3.45,0.35,3.18,0.61,0.54,0.22,0.7,0.3,10.0,4.0,0,170.18,60.75,175.26,Southpaw,35,3.13,0.5,3.73,0.55,3.32,0.6,0.71,1.3
2832,win,Luke Sanders:Patrick Williams,1:0,59:61,0:1,0:0,Bantamweight,U-DEC:,3,5:00,2018-04-14,Luke Sanders,Patrick Williams,1,0,59,61,0,1,0,0,0.33,0.33,0,0,2,1,15.0,13.0,5.0,0,167.64,60.75,170.18,Southpaw,37,6.61,0.52,4.37,0.5,0.71,0.3,0.72,0.2,8.0,0.0,-0,172.72,60.75,185.42000000000002,Orthodox,41,4.12,0.51,4.12,0.52,2.71,0.41,1.0,0.5
2833,win,Gegard Mousasi:Ilir Latifi,0:0,80:18,0:1,0:0,Light Heavyweight,U-DEC:,3,5:00,2013-04-06,Gegard Mousasi,Ilir Latifi,0,0,80,18,0,1,0,0,0,0,0,0,0,0,15.0,42.0,6.0,2,187.96,83.25,193.04,Orthodox,37,3.75,0.5,1.21,0.68,1.59,0.6,0.59,1.1,17.0,8.0,0,177.8,103.5,185.42000000000002,Orthodox,40,1.92,0.42,2.75,0.56,2.13,0.36,1.0,0.3
2834,win,Ross Pearson:Ryan Couture,1:0,28:29,1:1,0:0,Lightweight,KO/TKO:Punches,2,3:45,2013-04-06,Ross Pearson,Ryan Couture,1,0,28,29,1,1,0,0,0.67,0,1,0,0,0,8.75,20.0,1.0,-0,172.72,69.75,175.26,Orthodox,38,3.68,0.4,4.09,0.62,0.74,0.35,0.75,0.0,11.0,5.0,0,177.8,69.75,185.42000000000002,Orthodox,40,3.54,0.45,2.87,0.54,1.55,0.29,0.46,1.3
2835,win,Matt Mitrione:Philip De Fries,0:0,7:0,0:0,0:0,Heavyweight,KO/TKO:Punches,1,0:19,2013-04-06,Matt Mitrione,Philip De Fries,0,0,7,0,0,0,0,0,0.71,0.5,0,0,2,1,0.317,12.0,5.0,0,190.5,119.25,208.28,Switch,44,3.55,0.5,2.79,0.64,0.0,0.0,0.55,0.7,12.0,6.0,0,195.58,112.5,200.66,Orthodox,36,2.3,0.47,3.0,0.37,3.29,0.42,1.0,0.6
2836,win,Brad Pickett:Mike Easton,0:0,68:71,4:3,0:0,Bantamweight,S-DEC:,3,5:00,2013-04-06,Brad Pickett,Mike Easton,0,0,68,71,4,3,0,0,0.5,0.75,0,0,1,1,15.0,25.0,1.0,-0,167.64,60.75,172.72,Orthodox,44,3.02,0.31,4.63,0.55,2.47,0.44,0.58,0.4,13.0,6.0,0,167.64,60.75,177.8,Southpaw,38,3.51,0.37,4.28,0.61,0.75,0.22,0.66,0.0
2837,win,Diego Brandao:Pablo Garza,0:0,9:4,0:1,1:0,Featherweight,SUB:Arm Triangle,1,3:27,2013-04-06,Diego Brandao,Pablo Garza,0,0,9,4,0,1,1,0,0.67,0.6,1,1,0,0,3.45,22.0,1.0,-0,170.18,65.25,162.56,Orthodox,35,2.94,0.47,3.38,0.62,3.21,0.68,0.8,0.6,12.0,4.0,0,185.42,65.25,185.42000000000002,Orthodox,39,3.37,0.44,2.7,0.5,0.94,0.25,0.15,1.3
2838,win,Akira Corassani:Robert Peralta,0:0,48:67,2:0,0:0,Featherweight,U-DEC:,3,5:00,2013-04-06,Akira Corassani,Robert Peralta,0,0,48,67,2,0,0,0,1.0,1.0,1,2,0,0,15.0,12.0,6.0,0,172.72,65.25,172.72,Orthodox,40,3.25,0.45,4.91,0.5,0.7,0.28,0.86,0.0,18.0,8.0,0,172.72,65.25,180.34,Orthodox,36,3.76,0.44,2.97,0.53,0.59,0.66,0.65,0.0
2839,win,Reza Madadi:Michael Johnson,0:1,34:20,4:0,2:0,Lightweight,SUB:D'Arce Choke,3,1:33,2013-04-06,Reza Madadi,Michael Johnson,0,1,34,20,4,0,2,0,0.5,0.57,0,0,1,1,11.55,14.0,6.0,0,180.34,69.75,185.42000000000002,Orthodox,44,2.51,0.46,3.31,0.66,3.17,0.33,0.89,0.5,21.0,1.0,-0,177.8,69.75,185.42000000000002,Southpaw,36,4.2,0.38,3.91,0.58,0.5,0.43,0.79,0.1
