,w/l,fighter,kd,str,td,sub,weight class,method,round,time,date,w_fighter,l_fighter,w_kd,l_kd,w_str,l_str,w_td,l_td,w_sub,l_sub,w_win_perc,l_win_perc,w_win_strk,l_win_strk,w_lose_strk,l_lose_strk,ttime,w_wins,w_losses,w_draws,w_height,w_weight,w_reach,w_stance,w_age,w_slpm,w_str. acc.,w_sapm,w_str. def,w_td avg.,w_td acc.,w_td def.,w_sub. avg.,l_wins,l_losses,l_draws,l_height,l_weight,l_reach,l_stance,l_age,l_slpm,l_str. acc.,l_sapm,l_str. def,l_td avg.,l_td acc.,l_td def.,l_sub. avg.
2719,win,David Branch:Krzysztof Jotko,0:0,39:28,2:1,0:0,Middleweight,S-DEC:,3,5:00,2017-05-13,David Branch,Krzysztof Jotko,0,0,39,28,2,1,0,0,0.5,0.86,0,5,1,0,15.0,22.0,6.0,0,185.42,83.25,198.12,Orthodox,41,1.66,0.39,1.91,0.56,2.55,0.32,0.43,0.0,24.0,6.0,0,185.42,83.25,195.58,Southpaw,33,2.98,0.42,2.23,0.57,1.33,0.39,0.82,0.1
2720,win,Jason Knight:Chas Skelly,1:0,59:29,2:1,3:0,Featherweight,KO/TKO:Punch,3,0:39,2017-05-13,Jason Knight,Chas Skelly,1,0,59,29,2,1,3,0,0.75,0.75,3,2,0,0,10.65,20.0,5.0,0,177.8,65.25,180.34,Orthodox,30,2.95,0.33,3.02,0.51,1.31,0.31,0.47,1.7,19.0,3.0,0,180.34,65.25,182.88,Orthodox,37,2.01,0.4,3.21,0.49,1.74,0.34,0.39,2.3
2721,win,Chase Sherman:Rashad Coulter,1:0,103:36,0:0,0:0,Heavyweight,KO/TKO:Elbow,2,3:36,2017-05-13,Chase Sherman,Rashad Coulter,1,0,103,36,0,0,0,0,0,0,0,0,2,0,8.6,16.0,1.0,-0,193.04,112.5,198.12,Orthodox,33,6.51,0.47,6.51,0.52,0.0,0.0,0.66,0.0,9.0,0.0,-0,180.34,92.25,193.04,Orthodox,41,4.82,0.56,6.68,0.5,0.0,0.0,0.62,0.0
2722,win,James Vick:Marco Polo Reyes,1:0,20:16,0:0,0:0,Lightweight,KO/TKO:Punch,1,2:39,2017-05-13,James Vick,Marco Polo Reyes,1,0,20,16,0,0,0,0,0.86,1.0,1,3,0,0,2.65,13.0,5.0,0,190.5,69.75,193.04,Orthodox,35,4.13,0.39,3.31,0.6,0.26,0.33,0.57,0.7,8.0,0.0,-0,180.34,69.75,180.34,Orthodox,38,6.0,0.37,5.52,0.59,0.0,0.0,0.46,0.0
2723,win,Cortney Casey:Jessica Aguilar,0:0,103:57,0:4,0:0,Women's Strawweight,U-DEC:,3,5:00,2017-05-13,Cortney Casey,Jessica Aguilar,0,0,103,57,0,4,0,0,0.4,0,0,0,1,1,15.0,10.0,1.0,-0,170.18,56.25,170.18,Orthodox,35,4.29,0.39,4.0,0.55,0.39,0.31,0.39,0.5,20.0,8.0,0,160.02,51.75,160.02,Orthodox,40,4.93,0.5,7.19,0.53,0.94,0.25,0.5,0.2
2724,win,Enrique Barzola:Gabriel Benitez,0:0,46:51,9:0,1:0,Featherweight,U-DEC:,3,5:00,2017-05-13,Enrique Barzola,Gabriel Benitez,0,0,46,51,9,0,1,0,0.67,0.75,1,1,0,0,15.0,17.0,5.0,2,170.18,65.25,177.8,Orthodox,33,3.91,0.41,2.97,0.68,4.2,0.45,0.66,0.3,23.0,1.0,-0,172.72,69.75,180.34,Southpaw,34,4.79,0.41,4.05,0.65,0.27,0.5,0.58,1.1
2725,win,Gadzhimurad Antigulov:Joachim Christensen,0:0,2:1,1:0,1:0,Light Heavyweight,SUB:Rear Naked Choke,1,2:21,2017-05-13,Gadzhimurad Antigulov,Joachim Christensen,0,0,2,1,1,0,1,0,1.0,0.5,1,1,0,0,2.35,20.0,8.0,0,180.34,92.25,177.8,Orthodox,35,2.08,0.55,4.21,0.4,5.08,0.36,0.0,1.4,14.0,6.0,0,190.5,92.25,193.04,Orthodox,44,3.78,0.41,3.29,0.46,0.0,0.0,0.0,0.0
2726,win,Jan Blachowicz:Corey Anderson,1:0,13:11,0:0,0:0,Light Heavyweight,KO/TKO:Punch,1,3:08,2020-02-15,Jan Blachowicz,Corey Anderson,1,0,13,11,0,0,0,0,0.62,0.71,2,4,0,0,3.133,29.0,9.0,0,187.96,92.25,198.12,Orthodox,39,3.55,0.49,2.77,0.54,1.08,0.53,0.66,0.3,14.0,5.0,0,190.5,92.25,200.66,Orthodox,33,4.43,0.46,2.22,0.59,4.89,0.5,0.83,0.0
2727,win,Diego Sanchez:Michel Pereira,0:1,25:53,0:2,0:0,Welterweight,DQ:,3,3:09,2020-02-15,Diego Sanchez,Michel Pereira,0,1,25,53,0,2,0,0,0.6,0.5,0,0,1,1,13.15,31.0,1.0,-0,177.8,76.5,182.88,Southpaw,41,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8,28.0,1.0,-0,185.42,76.5,185.42000000000002,Orthodox,29,5.09,0.54,3.78,0.58,1.58,0.55,0.94,0.6
2728,win,Montana De La Rosa:Mara Romero Borella,1:0,27:23,1:1,1:0,Women's Flyweight,U-DEC:,3,5:00,2020-02-15,Montana De La Rosa,Mara Romero Borella,1,0,27,23,1,1,1,0,0.75,0.5,0,0,1,1,15.0,12.0,7.0,1,170.18,56.25,172.72,Orthodox,27,2.6,0.37,3.19,0.42,2.08,0.31,0.63,1.0,12.0,9.0,0,167.64,56.25,175.26,Orthodox,36,2.54,0.37,2.48,0.71,1.83,0.44,0.66,0.2
2729,win,Brok Weaver:Kazula Vargas,0:0,5:15,0:1,1:0,Lightweight,DQ:,1,4:02,2020-02-15,Brok Weaver,Kazula Vargas,0,0,5,15,0,1,1,0,0,0,0,0,0,1,4.033,15.0,6.0,0,182.88,69.75,185.42000000000002,Southpaw,31,4.78,0.64,4.35,0.46,0.41,0.1,0.66,0.4,12.0,5.0,0,172.72,69.75,180.34,Southpaw,37,3.65,0.53,1.77,0.57,0.4,0.25,0.3,0.4
2730,win,Ray Borg:Rogerio Bontorin,0:0,35:9,10:0,0:0,Flyweight,U-DEC:,3,5:00,2020-02-15,Ray Borg,Rogerio Bontorin,0,0,35,9,10,0,0,0,0.6,1.0,1,2,0,0,15.0,13.0,5.0,0,162.56,60.75,160.02,Orthodox,29,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1.0,16.0,4.0,0,165.1,56.25,170.18,Orthodox,30,2.63,0.52,3.27,0.5,2.9,0.6,0.51,1.0
2731,win,Lando Vannata:Yancy Medeiros,0:0,99:68,0:0,0:0,Lightweight,U-DEC:,3,5:00,2020-02-15,Lando Vannata,Yancy Medeiros,0,0,99,68,0,0,0,0,0.33,0.5,0,0,1,2,15.0,12.0,6.0,2,175.26,65.25,180.34,Orthodox,30,4.64,0.44,4.71,0.53,1.21,0.42,0.68,0.3,15.0,8.0,0,177.8,69.75,190.5,Orthodox,35,4.36,0.37,5.67,0.47,0.33,0.5,0.73,0.7
2732,win,Daniel Rodriguez:Tim Means,1:0,49:41,0:1,1:0,Welterweight,SUB:Guillotine Choke,2,3:37,2020-02-15,Daniel Rodriguez,Tim Means,1,0,49,41,0,1,1,0,0,0.58,0,1,0,0,8.617,17.0,3.0,0,185.42,76.5,187.96,Southpaw,36,7.42,0.5,5.22,0.56,0.63,0.5,0.63,0.1,32.0,1.0,-1,187.96,76.5,190.5,Orthodox,38,4.91,0.48,3.58,0.6,1.13,0.41,0.65,0.2
2733,win,John Dodson:Nathaniel Wood,1:0,39:46,0:1,0:0,Bantamweight,KO/TKO:Punch,3,0:16,2020-02-15,John Dodson,Nathaniel Wood,1,0,39,46,0,1,0,0,0.6,1.0,0,3,2,0,10.267,22.0,1.0,-0,160.02,60.75,167.64000000000001,Orthodox,38,3.2,0.4,3.58,0.61,0.71,0.28,0.82,0.0,19.0,5.0,0,167.64,65.25,175.26,Orthodox,29,6.34,0.48,4.42,0.57,1.81,0.54,0.73,0.6
2734,win,Scott Holtzman:Jim Miller,0:0,88:58,1:0,0:0,Lightweight,U-DEC:,3,5:00,2020-02-15,Scott Holtzman,Jim Miller,0,0,88,58,1,0,0,0,0.67,0.62,1,2,0,0,15.0,14.0,5.0,0,175.26,69.75,175.26,Orthodox,39,4.32,0.48,3.58,0.53,2.07,0.56,0.66,0.2,35.0,1.0,-0,172.72,69.75,180.34,Southpaw,39,2.79,0.41,2.93,0.58,1.62,0.43,0.47,1.8
2735,win,Devin Clark:Dequan Townsend,0:0,39:6,3:0,0:0,Light Heavyweight,U-DEC:,3,5:00,2020-02-15,Devin Clark,Dequan Townsend,0,0,39,6,3,0,0,0,0.5,0,0,0,1,2,15.0,13.0,7.0,0,182.88,92.25,190.5,Orthodox,32,2.94,0.55,2.86,0.44,2.3,0.35,0.55,0.1,21.0,1.0,-0,190.5,92.25,200.66,Orthodox,36,1.23,0.34,3.92,0.38,0.0,0.0,0.46,0.0
2736,win,Merab Dvalishvili:Casey Kenney,0:0,63:45,12:0,0:0,Bantamweight,U-DEC:,3,5:00,2020-02-15,Merab Dvalishvili,Casey Kenney,0,0,63,45,12,0,0,0,0.5,1.0,2,2,0,0,15.0,15.0,4.0,0,167.64,60.75,172.72,Orthodox,31,4.21,0.4,2.31,0.58,6.54,0.4,0.78,0.3,16.0,4.0,1,170.18,60.75,172.72,Southpaw,31,4.85,0.42,4.67,0.58,1.09,0.35,0.61,0.4
2737,win,Macy Chiasson:Shanna Young,0:0,86:40,3:0,0:0,Women's Bantamweight,U-DEC:,3,5:00,2020-02-15,Macy Chiasson,Shanna Young,0,0,86,40,3,0,0,0,0.75,0,0,0,1,0,15.0,9.0,0.0,-0,180.34,60.75,182.88,Orthodox,31,3.64,0.44,2.61,0.46,2.17,0.34,0.64,0.3,9.0,0.0,-0,170.18,56.25,165.1,Orthodox,31,3.18,0.47,4.88,0.43,0.0,0.0,0.53,0.6
2738,win,Raulian Paiva:Mark De La Rosa,1:0,54:45,0:0,0:0,Flyweight,KO/TKO:Punch,2,4:42,2020-02-15,Raulian Paiva,Mark De La Rosa,1,0,54,45,0,0,0,0,0,0.4,0,0,2,2,9.7,21.0,5.0,0,172.72,60.75,175.26,Orthodox,27,4.14,0.42,5.01,0.48,0.65,0.23,0.77,0.2,11.0,5.0,0,167.64,60.75,165.1,Orthodox,28,3.13,0.35,5.0,0.48,0.54,0.13,0.4,0.2
2739,win,John Lineker:Michael McDonald,2:0,26:14,0:0,0:0,Bantamweight,KO/TKO:Punch,1,2:43,2016-07-13,John Lineker,Michael McDonald,2,0,26,14,0,0,0,0,0.8,0.75,4,1,0,0,2.717,31.0,9.0,0,160.02,60.75,170.18,Orthodox,32,5.36,0.4,4.27,0.56,0.56,0.58,0.67,0.6,17.0,4.0,0,175.26,60.75,177.8,Orthodox,31,2.69,0.42,2.76,0.57,1.09,0.66,0.52,1.4
2740,win,Tony Ferguson:Lando Vannata,0:1,66:40,0:0,3:0,Lightweight,SUB:D'Arce Choke,2,2:22,2016-07-13,Tony Ferguson,Lando Vannata,0,1,66,40,0,0,3,0,0.91,0,7,0,0,0,7.367,26.0,8.0,0,180.34,69.75,193.04,Orthodox,38,5.07,0.45,3.95,0.58,0.44,0.41,0.66,1.0,12.0,6.0,2,175.26,65.25,180.34,Orthodox,30,4.64,0.44,4.71,0.53,1.21,0.42,0.68,0.3
2741,win,Tim Boetsch:Josh Samman,0:0,38:17,2:0,0:0,Middleweight,KO/TKO:Punches,2,3:49,2016-07-13,Tim Boetsch,Josh Samman,0,0,38,17,2,0,0,0,0.5,0.75,0,0,3,1,8.817,21.0,1.0,-0,182.88,83.25,187.96,Orthodox,41,2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8,13.0,4.0,0,190.5,83.25,200.66,Orthodox,34,2.08,0.52,2.47,0.34,1.09,0.33,0.33,0.4
