,W/L,Fighter,Kd,Str,Td,Sub,Weight class,Method,Round,Time,date
4207,win,Ricco Rodriguez:Tsuyoshi Kohsaka,0:0,19:6,3:1,1:0,Heavyweight,KO/TKO:Punches,2,3:25,"May 10, 2002"
4208,win,BJ Penn:Paul Creighton,0:0,39:6,0:3,0:0,Lightweight,KO/TKO:Punches,2,3:23,"May 10, 2002"
4209,win,Phil Baroni:Amar Suloev,0:0,11:9,0:1,0:1,Middleweight,KO/TKO:Punches,1,2:59,"May 10, 2002"
4210,win,Caol Uno:Yves Edwards,0:0,19:13,3:1,1:1,Lightweight,U-DEC:,3,5:00,"May 10, 2002"
4211,win,Ivan Salaverry:Andrei Semenov,0:0,43:5,2:1,8:1,Middleweight,KO/TKO:Punches,3,2:27,"May 10, 2002"
4212,nc:nc,Benji Radach:Steve Berger,1:0,10:0,0:0,0:0,Welterweight,Overturned:,1,0:27,"May 10, 2002"
4213,win,Robbie Lawler:Aaron Riley,1:0,64:55,6:0,0:1,Welterweight,U-DEC:,3,5:00,"May 10, 2002"
4214,win,Josh Emmett:Calvin Kattar,0:0,107:130,0:0,0:0,Featherweight,S-DEC:,5,5:00,"June 18, 2022"
4215,win,Kevin Holland:Tim Means,0:0,36:21,0:2,1:0,Welterweight,SUB:D'Arce Choke,2,1:28,"June 18, 2022"
4216,win,Joaquin Buckley:Albert Duraev,2:0,27:10,0:2,0:0,Middleweight,KO/TKO:,2,5:00,"June 18, 2022"
4217,win,Damir Ismagulov:Guram Kutateladze,0:0,79:78,0:1,0:0,Lightweight,S-DEC:,3,5:00,"June 18, 2022"
4218,win,Gregory Rodrigues:Julian Marquez,3:0,49:13,0:0,0:0,Middleweight,KO/TKO:Punch,1,3:18,"June 18, 2022"
4219,win,Adrian Yanez:Tony Kelley,1:0,35:20,0:0,0:0,Bantamweight,KO/TKO:Punches,1,3:49,"June 18, 2022"
4220,win,Natalia Silva:Jasmine Jasudavicius,0:0,96:31,2:0,0:0,Women's Flyweight,U-DEC:,3,5:00,"June 18, 2022"
4221,win,Jeremiah Wells:Court McGee,1:0,7:3,0:0,0:0,Welterweight,KO/TKO:Punch,1,1:34,"June 18, 2022"
4222,win,Ricardo Ramos:Danny Chavez,1:0,4:3,0:0,0:0,Featherweight,KO/TKO:Spinning Back Elbow,1,1:12,"June 18, 2022"
4223,win,Maria Oliveira:Gloria de Paula,0:0,96:105,2:2,0:0,Women's Strawweight,S-DEC:,3,5:00,"June 18, 2022"
4224,win,Cody Stamann:Eddie Wineland,1:0,27:3,0:0,0:0,Bantamweight,KO/TKO:Punches,1,0:59,"June 18, 2022"
4225,win,Phil Hawes:Deron Winn,1:0,118:32,1:0,0:0,Middleweight,KO/TKO:Elbows,2,4:25,"June 18, 2022"
4226,win,Roman Dolidze:Kyle Daukaus,2:0,8:4,0:0,0:0,Middleweight,KO/TKO:Knee,1,1:13,"June 18, 2022"
4227,win,Alexander Volkov:Alistair Overeem,1:0,54:10,0:0,0:0,Heavyweight,KO/TKO:Punch,2,2:06,"February 06, 2021"
4228,win,Cory Sandhagen:Frankie Edgar,1:0,2:2,0:0,0:0,Bantamweight,KO/TKO:Flying Knee,1,0:28,"February 06, 2021"
4229,win,Clay Guida:Michael Johnson,0:0,49:58,3:0,1:0,Lightweight,U-DEC:,3,5:00,"February 06, 2021"
4230,win,Alexandre Pantoja:Manel Kape,0:0,74:49,0:2,0:0,Flyweight,U-DEC:,3,5:00,"February 06, 2021"
4231,win,Beneil Dariush:Diego Ferreira,0:0,62:54,5:0,0:0,Lightweight,S-DEC:,3,5:00,"February 06, 2021"
4232,win,Danilo Marques:Mike Rodriguez,0:0,29:16,4:0,2:0,Light Heavyweight,SUB:Rear Naked Choke,2,4:52,"February 06, 2021"
4233,win,Devonte Smith:Justin Jaynes,0:0,34:11,1:0,1:0,Catch Weight,KO/TKO:,2,3:38,"February 06, 2021"
4234,win,Karol Rosa:Joselyne Edwards,0:0,57:38,4:1,0:0,Women's Bantamweight,U-DEC:,3,5:00,"February 06, 2021"
4235,win,Lara Procopio:Molly McCann,0:0,36:37,7:0,1:1,Women's Flyweight,U-DEC:,3,5:00,"February 06, 2021"
4236,win,SeungWoo Choi:Youssef Zalal,0:0,41:23,2:3,0:1,Featherweight,U-DEC:,3,5:00,"February 06, 2021"
4237,win,Timur Valiev:Martin Day,0:0,55:8,4:0,0:0,Featherweight,U-DEC:,3,5:00,"February 06, 2021"
4238,win,Ode Osbourne:Jerome Rivera,1:0,5:2,0:0,0:0,Featherweight,KO/TKO:Punch,1,0:26,"February 06, 2021"
4239,win,John Lineker:John Dodson,0:0,93:101,0:0,0:0,Bantamweight,S-DEC:,5,5:00,"October 01, 2016"
4240,win,Alex Oliveira:Will Brooks,0:0,48:16,4:4,1:0,Lightweight,KO/TKO:Punches,3,3:30,"October 01, 2016"
4241,win,Zak Ottow:Joshua Burkman,0:0,65:47,0:1,1:0,Welterweight,S-DEC:,3,5:00,"October 01, 2016"
4242,win,Brandon Moreno:Louis Smolka,0:0,8:7,1:1,2:0,Flyweight,SUB:Guillotine Choke,1,2:23,"October 01, 2016"
4243,win,Henrique da Silva:Joachim Christensen,0:1,44:50,0:0,1:0,Light Heavyweight,SUB:Armbar,2,4:43,"October 01, 2016"
4244,win,Andre Fili:Hacran Dias,1:0,45:25,1:4,0:1,Featherweight,U-DEC:,3,5:00,"October 01, 2016"
4245,win,Shamil Abdurakhimov:Walt Harris,0:0,47:33,1:0,0:1,Heavyweight,S-DEC:,3,5:00,"October 01, 2016"
4246,win,Elizeu Zaleski dos Santos:Keita Nakamura,0:0,34:24,1:5,2:0,Welterweight,U-DEC:,3,5:00,"October 01, 2016"
4247,win,Nate Marquardt:Tamdan McCrory,1:0,24:16,2:0,0:0,Middleweight,KO/TKO:Kick,2,4:44,"October 01, 2016"
4248,win,Ion Cutelaba:Jonathan Wilson,0:0,89:30,0:0,0:0,Light Heavyweight,U-DEC:,3,5:00,"October 01, 2016"
4249,win,Curtis Blaydes:Cody East,0:0,52:21,5:3,0:0,Heavyweight,KO/TKO:Elbows,2,2:02,"October 01, 2016"
4250,win,Ketlen Vieira:Kelly Faszholz,0:0,13:44,4:0,0:0,Women's Bantamweight,S-DEC:,3,5:00,"October 01, 2016"
4251,win,Ciryl Gane:Alexander Volkov,0:0,135:115,0:0,0:0,Heavyweight,U-DEC:,5,5:00,"June 26, 2021"
4252,win,Tanner Boser:Ovince Saint Preux,1:0,33:9,0:1,0:0,Heavyweight,KO/TKO:Punch,2,2:31,"June 26, 2021"
4253,win,Timur Valiev:Raoni Barcelos,0:2,77:69,0:0,0:0,Bantamweight,M-DEC:,3,5:00,"June 26, 2021"
4254,nc:nc,Andre Fili:Daniel Pineda,0:0,34:15,1:0,0:0,Featherweight,CNC:,2,0:46,"June 26, 2021"
4255,win,Tim Means:Nicolas Dalby,0:0,53:54,1:0,0:0,Welterweight,U-DEC:,3,5:00,"June 26, 2021"
4256,win,Renato Moicano:Jai Herbert,0:0,26:7,5:0,1:0,Lightweight,SUB:Rear Naked Choke,2,4:34,"June 26, 2021"
4257,win,Kennedy Nzechukwu:Danilo Marques,0:0,31:10,0:2,0:0,Light Heavyweight,KO/TKO:Punches,3,0:20,"June 26, 2021"
4258,win,Shavkat Rakhmonov:Michel Prazeres,0:0,21:6,1:0,1:0,Welterweight,SUB:Rear Naked Choke,2,2:10,"June 26, 2021"
4259,win,Jeremiah Wells:Warlley Alves,1:0,21:15,0:0,0:1,Welterweight,KO/TKO:Punch,2,0:30,"June 26, 2021"
4260,win,Marcin Prachnio:Ike Villanueva,1:0,59:34,0:1,0:0,Light Heavyweight,KO/TKO:Kick,2,0:56,"June 26, 2021"
4261,win,Julia Avila:Julija Stoliarenko,0:0,48:40,1:1,1:0,Women's Bantamweight,SUB:Rear Naked Choke,3,4:19,"June 26, 2021"
4262,win,Charles Rosa:Justin Jaynes,0:0,51:44,2:2,2:2,Featherweight,S-DEC:,3,5:00,"June 26, 2021"
4263,win,Damir Hadzovic:Yancy Medeiros,0:0,121:103,2:2,0:2,Lightweight,U-DEC:,3,5:00,"June 26, 2021"
4264,win,Tito Ortiz:Guy Mezger,0:0,26:2,2:0,0:3,Middleweight,KO/TKO:Punches,1,9:56,"March 05, 1999"
4265,win,Gary Goodridge:Andre Roberts,0:0,8:2,0:0,0:0,Heavyweight,KO/TKO:Punches,1,0:43,"March 05, 1999"
4266,win,Jeremy Horn:Chuck Liddell,0:0,8:12,3:0,3:0,Middleweight,SUB:Arm Triangle,1,12:00,"March 05, 1999"
4267,win,Kevin Randleman:Maurice Smith,0:0,17:9,4:0,0:2,Heavyweight,U-DEC:,2,3:00,"March 05, 1999"
4268,win,Evan Tanner:Valeri Ignatov,0:0,23:2,1:0,1:0,Middleweight,KO/TKO:Elbows,1,2:58,"March 05, 1999"
4269,win,Pete Williams:Jason Godsey,0:0,3:2,1:0,1:0,Heavyweight,SUB:Kneebar,1,1:56,"March 05, 1999"
4270,win,Sione Latu:Joey Roberts,0:0,9:17,1:1,0:2,Heavyweight,KO/TKO:,1,10:01,"March 05, 1999"
4271,win,Marlon Vera:Dominick Cruz,3:0,61:92,0:2,0:0,Bantamweight,KO/TKO:Kick,4,2:17,"August 13, 2022"
4272,win,Nate Landwehr:David Onama,0:1,91:71,3:1,2:0,Featherweight,M-DEC:,3,5:00,"August 13, 2022"
4273,win,Yazmin Jauregui:Iasmin Lucindo,0:0,86:66,0:0,0:0,Women's Strawweight,U-DEC:,3,5:00,"August 13, 2022"
4274,win,Azamat Murzakanov:Devin Clark,1:0,79:14,0:0,0:0,Light Heavyweight,KO/TKO:Punch,3,1:18,"August 13, 2022"
4275,win,Priscila Cachoeira:Ariane Lipski,1:0,20:4,0:0,0:0,Women's Bantamweight,KO/TKO:Punches,1,1:05,"August 13, 2022"
4276,win,Gerald Meerschaert:Bruno Silva,1:0,46:29,1:0,1:0,Middleweight,SUB:Guillotine Choke,3,1:39,"August 13, 2022"
4277,win,Angela Hill:Loopy Godinez,0:0,85:92,1:1,0:0,Catch Weight,U-DEC:,3,5:00,"August 13, 2022"
4278,win,Martin Buday:Lukasz Brzeski,0:0,66:118,0:0,0:0,Heavyweight,S-DEC:,3,5:00,"August 13, 2022"
4279,win,Nina Nunes:Cynthia Calvillo,0:0,39:48,0:3,0:0,Women's Flyweight,S-DEC:,3,5:00,"August 13, 2022"
4280,win,Gabriel Benitez:Charlie Ontiveros,0:0,37:22,1:0,0:0,Lightweight,KO/TKO:Punches,1,3:33,"August 13, 2022"
4281,win,Tyson Nam:Ode Osbourne,1:0,13:15,0:0,0:0,Flyweight,KO/TKO:Punch,1,2:59,"August 13, 2022"
4282,win,Josh Quinlan:Jason Witt,1:0,3:1,0:1,0:0,Catch Weight,KO/TKO:Punch,1,2:09,"August 13, 2022"
4283,draw:draw,Youssef Zalal:Da'Mon Blackshear,0:0,63:27,1:1,1:1,Bantamweight,M-DEC:,3,5:00,"August 13, 2022"
4284,win,BJ Penn:Joe Stevenson,2:0,41:17,0:0,1:0,Lightweight,SUB:Rear Naked Choke,2,4:02,"January 19, 2008"
4285,win,Fabricio Werdum:Gabriel Gonzaga,0:0,46:19,0:3,0:0,Heavyweight,KO/TKO:Punches,2,4:34,"January 19, 2008"
4286,win,Marcus Davis:Jess Liaudin,1:0,5:4,0:0,0:0,Welterweight,KO/TKO:Punch,1,1:04,"January 19, 2008"
4287,win,Wilson Gouveia:Jason Lambert,1:0,5:27,0:1,4:0,Light Heavyweight,KO/TKO:Punch,2,0:37,"January 19, 2008"
4288,win,Jorge Rivera:Kendall Grove,1:0,28:0,1:0,0:0,Middleweight,KO/TKO:Punches,1,1:20,"January 19, 2008"
4289,win,Antoni Hardonk:Colin Robinson,1:0,5:0,0:0,0:0,Heavyweight,KO/TKO:Punch,1,0:17,"January 19, 2008"
4290,win,Paul Kelly:Paul Taylor,0:0,70:43,3:1,0:3,Welterweight,U-DEC:,3,5:00,"January 19, 2008"
4291,win,Alessio Sakara:James Lee,0:0,8:0,0:2,0:0,Light Heavyweight,KO/TKO:Punches,1,1:30,"January 19, 2008"
4292,win,Sam Stout:Per Eklund,0:0,33:20,0:2,0:1,Lightweight,U-DEC:,3,5:00,"January 19, 2008"
4293,win,Georges St-Pierre:Michael Bisping,1:0,59:27,3:0,1:0,Middleweight,SUB:Rear Naked Choke,3,4:23,"November 04, 2017"
4294,win,TJ Dillashaw:Cody Garbrandt,2:1,20:18,0:0,0:0,Bantamweight,KO/TKO:Punch,2,2:41,"November 04, 2017"
4295,win,Rose Namajunas:Joanna Jedrzejczyk,1:0,15:5,0:0,0:0,Women's Strawweight,KO/TKO:Punch,1,3:03,"November 04, 2017"
4296,win,Stephen Thompson:Jorge Masvidal,1:0,70:42,0:0,0:0,Welterweight,U-DEC:,3,5:00,"November 04, 2017"
4297,win,Paulo Costa:Johny Hendricks,1:0,49:27,0:0,0:0,Middleweight,KO/TKO:Punches,2,1:23,"November 04, 2017"
4298,win,James Vick:Joe Duffy,1:0,42:25,0:2,0:0,Lightweight,KO/TKO:Punch,2,4:59,"November 04, 2017"
4299,win,Mark Godbeer:Walt Harris,0:0,3:21,0:1,0:0,Heavyweight,DQ:,1,4:29,"November 04, 2017"
4300,win,Ovince Saint Preux:Corey Anderson,1:0,23:30,0:4,0:0,Light Heavyweight,KO/TKO:Kick,3,1:25,"November 04, 2017"
4301,win,Randy Brown:Mickey Gall,0:0,41:7,1:0,0:2,Welterweight,U-DEC:,3,5:00,"November 04, 2017"
4302,win,Curtis Blaydes:Aleksei Oleinik,1:0,39:34,4:0,0:0,Heavyweight,KO/TKO:,2,1:39,"November 04, 2017"
4303,win,Ricardo Ramos:Aiemann Zahabi,1:0,42:46,3:0,0:0,Bantamweight,KO/TKO:Spinning Back Elbow,3,1:58,"November 04, 2017"
4304,win,Dong Hyun Kim:John Hathaway,2:0,27:27,1:1,0:0,Welterweight,KO/TKO:Spinning Back Elbow,3,1:02,"March 01, 2014"
4305,win,Zhang Lipeng:Sai Wang,0:0,10:31,4:0,2:0,Welterweight,S-DEC:,3,5:00,"March 01, 2014"
4306,win,Matt Mitrione:Shawn Jordan,1:0,24:15,0:0,0:0,Heavyweight,KO/TKO:Punch,1,4:59,"March 01, 2014"
4307,win,Hatsu Hioki:Ivan Menjivar,0:1,29:27,4:0,2:1,Featherweight,U-DEC:,3,5:00,"March 01, 2014"
4308,win,Yui Chul Nam:Kazuki Tokudome,3:0,77:31,1:3,0:0,Lightweight,S-DEC:,3,5:00,"March 01, 2014"
4309,win,Vaughan Lee:Nam Phan,0:0,142:24,0:0,0:0,Bantamweight,U-DEC:,3,5:00,"March 01, 2014"
4310,win,Anying Wang:Albert Cheng,0:0,13:5,0:0,0:0,Welterweight,KO/TKO:,1,5:00,"March 01, 2014"
4311,win,Mark Eddiva:Jumabieke Tuerxun,0:0,49:12,4:1,0:2,Featherweight,U-DEC:,3,5:00,"March 01, 2014"
4312,win,Brock Lesnar:Randy Couture,1:0,31:11,2:1,0:0,Heavyweight,KO/TKO:Punches,2,3:07,"November 15, 2008"
4313,win,Kenny Florian:Joe Stevenson,0:0,17:6,1:1,1:0,Lightweight,SUB:Rear Naked Choke,1,4:03,"November 15, 2008"
4314,win,Dustin Hazelett:Tamdan McCrory,0:0,10:15,0:0,3:0,Welterweight,SUB:Armbar,1,3:59,"November 15, 2008"
4315,win,Gabriel Gonzaga:Josh Hendricks,1:0,12:1,0:0,0:0,Heavyweight,KO/TKO:Punch,1,1:01,"November 15, 2008"
4316,win,Demian Maia:Nate Quarry,0:0,2:0,1:0,1:0,Middleweight,SUB:Rear Naked Choke,1,2:13,"November 15, 2008"
4317,win,Aaron Riley:Jorge Gurgel,0:0,98:70,1:1,0:0,Lightweight,U-DEC:,3,5:00,"November 15, 2008"
4318,win,Jeremy Stephens:Rafael Dos Anjos,1:0,22:9,0:4,0:2,Lightweight,KO/TKO:Punch,3,0:39,"November 15, 2008"
4319,win,Mark Bocek:Alvin Robinson,0:0,21:5,1:0,6:0,Lightweight,SUB:Rear Naked Choke,3,3:16,"November 15, 2008"
4320,win,Matt Brown:Ryan Thomas,0:0,15:15,1:5,3:0,Welterweight,SUB:Armbar,2,0:57,"November 15, 2008"
4321,win,Alistair Overeem:Andrei Arlovski,1:0,23:16,1:0,0:0,Heavyweight,KO/TKO:Punch,2,1:12,"May 08, 2016"
4322,win,Stefan Struve:Antonio Silva,1:0,13:0,0:0,0:0,Heavyweight,KO/TKO:Punch,1,0:16,"May 08, 2016"
4323,win,Gunnar Nelson:Albert Tumenov,0:0,29:23,2:0,1:0,Welterweight,SUB:Rear Naked Choke,2,3:15,"May 08, 2016"
4324,win,Germaine de Randamie:Anna Elmose,1:0,18:6,0:0,0:0,Women's Bantamweight,KO/TKO:Knee,1,3:46,"May 08, 2016"
4325,win,Nikita Krylov:Francimar Barroso,0:0,58:22,0:2,1:0,Light Heavyweight,SUB:Rear Naked Choke,2,3:11,"May 08, 2016"
4326,win,Karolina Kowalkiewicz:Heather Clark,0:0,119:70,0:0,0:0,Women's Strawweight,U-DEC:,3,5:00,"May 08, 2016"
4327,win,Rustam Khabilov:Chris Wade,0:1,50:25,6:0,0:0,Lightweight,U-DEC:,3,5:00,"May 08, 2016"
4328,win,Magnus Cedenblad:Garreth McLellan,1:0,21:12,0:0,0:0,Middleweight,KO/TKO:Kick,2,0:47,"May 08, 2016"
4329,win,Josh Emmett:Jon Tuck,0:0,54:53,0:0,0:0,Lightweight,S-DEC:,3,5:00,"May 08, 2016"
4330,win,Reza Madadi:Yan Cabral,0:0,27:32,1:1,0:0,Lightweight,KO/TKO:Punch,3,1:56,"May 08, 2016"
4331,win,Kyoji Horiguchi:Neil Seery,2:0,72:40,6:0,0:1,Flyweight,U-DEC:,3,5:00,"May 08, 2016"
4332,win,Leon Edwards:Dominic Waters,0:0,24:3,2:4,1:0,Welterweight,U-DEC:,3,5:00,"May 08, 2016"
4333,win,Yuta Sasaki:Willie Gates,0:0,7:13,4:0,1:0,Flyweight,SUB:Rear Naked Choke,2,3:30,"May 08, 2016"
4334,win,Alexander Volkov:Stefan Struve,1:0,135:41,2:0,0:0,Heavyweight,KO/TKO:Punch,3,3:30,"September 02, 2017"
4335,win,Siyar Bahadurzada:Rob Wilkinson,3:0,43:24,0:2,1:0,Middleweight,KO/TKO:Punch,2,3:10,"September 02, 2017"
4336,win,Marion Reneau:Talita Bernardo,0:0,57:22,0:3,5:1,Women's Bantamweight,KO/TKO:Punches,3,4:54,"September 02, 2017"
4337,win,Leon Edwards:Bryan Barberena,0:1,23:44,3:0,3:1,Welterweight,U-DEC:,3,5:00,"September 02, 2017"
4338,win,Darren Till:Bojan Velickovic,0:0,49:34,1:0,0:0,Welterweight,U-DEC:,3,5:00,"September 02, 2017"
4339,win,Mairbek Taisumov:Felipe Silva,1:0,2:0,0:0,0:0,Lightweight,KO/TKO:Punch,1,1:24,"September 02, 2017"
4340,win,Michel Prazeres:Mads Burnell,0:0,26:10,4:0,1:0,Lightweight,SUB:North-South Choke,3,1:26,"September 02, 2017"
4341,win,Rustam Khabilov:Desmond Green,0:0,34:47,3:1,0:0,Lightweight,U-DEC:,3,5:00,"September 02, 2017"
4342,win,Aleksandar Rakic:Francimar Barroso,0:0,46:24,0:2,0:0,Light Heavyweight,U-DEC:,3,5:00,"September 02, 2017"
4343,win,Zabit Magomedsharipov:Mike Santiago,0:0,45:24,1:2,2:0,Featherweight,SUB:Rear Naked Choke,2,4:22,"September 02, 2017"
4344,win,Abdul-Kerim Edilov:Bojan Mihajlovic,0:0,77:1,2:0,1:0,Light Heavyweight,KO/TKO:Punches,2,2:32,"September 02, 2017"
4345,win,Thibault Gouti:Andrew Holbrook,1:0,41:22,0:0,0:0,Lightweight,KO/TKO:Punches,1,4:28,"September 02, 2017"
4346,win,Dan Severn:Ken Shamrock,0:0,16:18,0:0,0:0,Open Weight,S-DEC:,3,3:00,"May 17, 1996"
4347,win,Don Frye:Amaury Bitetti,0:0,46:2,1:0,0:0,Open Weight,KO/TKO:Knees,1,9:30,"May 17, 1996"
4348,win,Mark Hall:Koji Kitao,0:0,3:1,0:1,0:0,Open Weight,KO/TKO:,1,0:47,"May 17, 1996"
4349,win,Mark Schultz:Gary Goodridge,0:0,8:1,3:0,0:0,Open Weight,KO/TKO:,1,12:00,"May 17, 1996"
4350,win,Rafael Carino:Matt Andersen,0:0,8:0,1:0,0:0,Open Weight,KO/TKO:Punches,1,5:32,"May 17, 1996"
4351,win,Cal Worsham:Zane Frazier,0:0,9:1,1:0,0:0,Open Weight,KO/TKO:Punches,1,3:14,"May 17, 1996"
4352,win,Steve Nelmark:Tai Bowden,0:0,13:4,2:0,1:0,Open Weight,KO/TKO:,1,7:25,"May 17, 1996"
4353,win,Fabricio Werdum:Travis Browne,0:0,121:60,2:0,0:0,Heavyweight,U-DEC:,5,5:00,"April 19, 2014"
4354,win,Miesha Tate:Liz Carmouche,0:0,27:18,1:5,2:0,Women's Bantamweight,U-DEC:,3,5:00,"April 19, 2014"
4355,win,Donald Cerrone:Edson Barboza,1:0,11:28,0:0,2:0,Lightweight,SUB:Rear Naked Choke,1,3:15,"April 19, 2014"
4356,win,Yoel Romero:Brad Tavares,0:0,31:21,7:0,0:0,Middleweight,U-DEC:,3,5:00,"April 19, 2014"
4357,win,Khabib Nurmagomedov:Rafael Dos Anjos,0:0,36:20,6:0,0:0,Lightweight,U-DEC:,3,5:00,"April 19, 2014"
4358,win,Thiago Alves:Seth Baczynski,0:0,116:90,0:0,0:0,Welterweight,U-DEC:,3,5:00,"April 19, 2014"
4359,win,Jorge Masvidal:Pat Healy,0:0,69:32,1:2,0:0,Lightweight,U-DEC:,3,5:00,"April 19, 2014"
4360,win,Alex White:Estevan Payan,1:0,20:10,0:0,0:0,Featherweight,KO/TKO:Punch,1,1:28,"April 19, 2014"
4361,win,Caio Magalhaes:Luke Zachrich,1:0,16:3,0:0,0:0,Middleweight,KO/TKO:Punch,1,0:44,"April 19, 2014"
4362,win,Jordan Mein:Hernani Perpetuo,0:0,46:21,4:0,0:1,Welterweight,S-DEC:,3,5:00,"April 19, 2014"
4363,win,Dustin Ortiz:Ray Borg,0:0,46:12,2:5,0:2,Flyweight,S-DEC:,3,5:00,"April 19, 2014"
4364,win,Mirsad Bektic:Chas Skelly,0:0,27:19,2:0,0:0,Featherweight,M-DEC:,3,5:00,"April 19, 2014"
4365,win,Derrick Lewis:Jack May,0:0,22:5,1:1,0:0,Heavyweight,KO/TKO:Punches,1,4:23,"April 19, 2014"
4366,win,Stipe Miocic:Fabricio Werdum,1:0,20:15,0:0,0:0,Heavyweight,KO/TKO:Punch,1,2:47,"May 14, 2016"
4367,win,Jacare Souza:Vitor Belfort,0:0,39:4,1:0,0:0,Middleweight,KO/TKO:Punches,1,4:38,"May 14, 2016"
4368,win,Cristiane Justino:Leslie Smith,1:0,26:2,0:0,0:0,Catch Weight,KO/TKO:Punch,1,1:21,"May 14, 2016"
4369,win,Mauricio Rua:Corey Anderson,2:0,48:55,0:4,0:0,Light Heavyweight,S-DEC:,3,5:00,"May 14, 2016"
4370,win,Bryan Barberena:Warlley Alves,0:0,120:79,0:0,0:1,Welterweight,U-DEC:,3,5:00,"May 14, 2016"
4371,win,Demian Maia:Matt Brown,0:0,17:10,3:0,2:0,Welterweight,SUB:Rear Naked Choke,3,4:31,"May 14, 2016"
4372,win,Thiago Santos:Nate Marquardt,2:0,16:7,0:0,0:0,Middleweight,KO/TKO:Punch,1,3:39,"May 14, 2016"
4373,win,Francisco Trinaldo:Yancy Medeiros,0:1,117:51,2:0,0:0,Lightweight,U-DEC:,3,5:00,"May 14, 2016"
4374,win,John Lineker:Rob Font,0:0,80:40,1:0,0:0,Bantamweight,U-DEC:,3,5:00,"May 14, 2016"
4375,win,Rogerio Nogueira:Patrick Cummins,1:0,30:12,0:0,0:0,Light Heavyweight,KO/TKO:Punches,1,4:52,"May 14, 2016"
4376,draw:draw,Sergio Moraes:Luan Chagas,0:1,28:46,0:0,1:0,Welterweight,S-DEC:,3,5:00,"May 14, 2016"
4377,win,Renato Moicano:Zubaira Tukhugov,0:0,44:29,0:3,0:0,Featherweight,S-DEC:,3,5:00,"May 14, 2016"
4378,win,Josh Barnett:Roy Nelson,0:0,146:60,0:4,0:0,Heavyweight,U-DEC:,5,5:00,"September 26, 2015"
4379,win,Uriah Hall:Gegard Mousasi,1:0,18:17,0:1,1:1,Middleweight,KO/TKO:Spinning Back Kick,2,0:25,"September 26, 2015"
4380,win,Kyoji Horiguchi:Chico Camus,0:0,78:63,0:0,0:0,Flyweight,U-DEC:,3,5:00,"September 26, 2015"
4381,win,Takeya Mizugaki:George Roop,0:0,70:47,0:0,0:0,Bantamweight,U-DEC:,3,5:00,"September 26, 2015"
4382,win,Diego Brandao:Katsunori Kikuno,1:0,14:1,0:0,0:0,Featherweight,KO/TKO:Punch,1,0:28,"September 26, 2015"
4383,draw:draw,Mizuto Hirota:Teruto Ishihara,0:2,62:88,2:0,0:0,Featherweight,S-DEC:,3,5:00,"September 26, 2015"
4384,win,Keita Nakamura:Li Jingliang,1:1,40:79,0:1,1:0,Welterweight,SUB:Rear Naked Choke,3,2:17,"September 26, 2015"
4385,win,Nick Hein:Yusuke Kasuya,0:0,46:44,0:1,0:0,Lightweight,U-DEC:,3,5:00,"September 26, 2015"
4386,win,Kajan Johnson:Naoyuki Kotani,1:0,57:21,0:1,0:0,Lightweight,U-DEC:,3,5:00,"September 26, 2015"
4387,win,Shinsho Anzai:Roger Zapata,0:0,23:28,2:0,0:1,Welterweight,KO/TKO:,3,0:47,"September 26, 2015"
4388,win,Matt Hughes:Royce Gracie,0:0,32:7,1:0,1:0,Catch Weight,KO/TKO:Punches,1,4:39,"May 27, 2006"
4389,win,Dean Lister:Alessio Sakara,0:0,1:1,0:0,2:0,Light Heavyweight,SUB:Triangle Choke,1,2:20,"May 27, 2006"
4390,win,Diego Sanchez:John Alessio,0:0,9:17,1:0,0:1,Welterweight,U-DEC:,3,5:00,"May 27, 2006"
4391,win,Brandon Vera:Assuerio Silva,0:0,8:9,0:1,1:0,Heavyweight,SUB:Guillotine Choke,1,2:39,"May 27, 2006"
4392,win,Mike Swick:Joe Riggs,0:0,5:1,0:0,1:0,Middleweight,SUB:Guillotine Choke,1,2:19,"May 27, 2006"
4393,win,Jeremy Horn:Chael Sonnen,0:0,3:6,0:3,4:0,Middleweight,SUB:Armbar,2,1:17,"May 27, 2006"
4394,win,Spencer Fisher:Matt Wiman,1:0,27:10,0:1,0:4,Lightweight,KO/TKO:Flying Knee,2,1:43,"May 27, 2006"
4395,win,Gabriel Gonzaga:Fabiano Scherner,1:0,16:8,3:0,0:0,Heavyweight,KO/TKO:Punch,2,0:24,"May 27, 2006"
4396,win,Melvin Guillard:Rick Davis,1:0,10:5,0:0,0:0,Lightweight,KO/TKO:Punch,1,1:37,"May 27, 2006"
4397,win,Diego Sanchez:Martin Kampmann,0:1,51:77,1:0,0:0,Welterweight,U-DEC:,3,5:00,"March 03, 2011"
4398,win,Mark Munoz:CB Dollaway,1:0,4:2,0:1,0:0,Middleweight,KO/TKO:Punch,1,0:54,"March 03, 2011"
4399,win,Chris Weidman:Alessio Sakara,0:0,45:27,5:0,0:0,Middleweight,U-DEC:,3,5:00,"March 03, 2011"
4400,win,Brian Bowles:Damacio Page,0:0,19:17,1:0,1:0,Bantamweight,SUB:Guillotine Choke,1,3:30,"March 03, 2011"
4401,win,Cyrille Diabate:Steve Cantwell,1:0,146:28,1:1,0:0,Light Heavyweight,U-DEC:,3,5:00,"March 03, 2011"
4402,win,Danny Castillo:Joe Stevenson,0:0,55:12,5:2,0:4,Lightweight,U-DEC:,3,5:00,"March 03, 2011"
