set,date,fighter,opponent,result,method,kd_dif,str_dif,td_dif,sub_dif,td avg._dif,td acc._dif,td def._dif,sub. avg._dif,slpm_dif,str. acc._dif,sapm_dif,str. def_dif,stance_win_ratio,win_perc_dif,win_strk_dif,lose_strk_dif,kd_dif_pred,str_dif_pred,td_dif_pred,sub_dif_pred
train,2019-06-29,Dalcha Lungiambula,Dequan Townsend,win,KO/TKO:Punch,1.3447602523085116,0.6850856615484154,1.5612120938264236,0.0083374769443095,1.1895877591514583,1.5835741384122886,1.037188623839592,0.0079815072371929,1.132593046778114,0.8987706045104652,0.011160706992535,1.1651183383009276,-0.0544807060184743,0.0051371435272638,-0.017747278562586,0.0133888384161057,0.27240833047392954,0.27240833047392954,0.27240833047392954,0.27240833047392954
train,2019-06-29,Emily Whitmire,Amanda Ribas,lose,SUB:Rear Naked Choke,-0.0089201372868341,-0.5512218795879346,-0.8079262466959231,-1.6912634201509107,-0.1614415582569479,0.6699372583297033,-0.613113293850172,-0.6625632914614651,-1.2542677414760308,-0.7273052080240006,0.2561903422666733,-1.3645318733111005,-0.0544807060184743,1.7183033686693072,1.1256127714742077,0.0133888384161057,-0.19278392535828018,-0.19278392535828018,-0.19278392535828018,-0.19278392535828018
train,2019-06-29,Maurice Greene,Junior Albini,win,KO/TKO:Punch,2.6984406419038574,0.6476217966654957,-0.0182134665218074,0.0083374769443095,-0.8564154869649758,-1.2978960218481728,-2.4654929973794983,0.3911499636364262,-0.4628349537917618,-0.4833938361438306,-1.5080230317071233,-0.6056368098274927,-0.0544807060184743,1.9228605298802968,1.1256127714742077,-3.213636251357529,1.3123619412338698,1.3123619412338698,1.3123619412338698,1.3123619412338698
train,2014-06-28,Jeremy Stephens,Cub Swanson,lose,U-DEC:,-0.0089201372868341,-0.8509327986512921,0.7714993136523081,0.0083374769443095,0.038710933210964,-0.4896787817751167,0.1278385875615589,0.0079815072371929,-0.9716131744459344,-0.8086089986507236,-0.4115154138553539,-0.1840284412254879,-0.0544807060184743,-0.6852432755598279,-1.1611073285993796,0.0133888384161057,-0.14838675358775796,-0.14838675358775796,-0.14838675358775796,-0.14838675358775796
train,2014-06-28,Nicholas Musoke,Kelvin Gastelum,lose,U-DEC:,-0.0089201372868341,-1.188107582597569,0.7714993136523081,0.0083374769443095,0.0609500989296209,-0.4545389017719404,0.6667126831337264,0.1037736213370013,-0.0043064339429389,-0.4833938361438306,0.3480764554944749,-0.0153850937846858,-1.2813047241179445,0.0051371435272638,-0.5894273035809827,0.0133888384161057,-0.03232724769056506,-0.03232724769056506,-0.03232724769056506,-0.03232724769056506
train,2014-06-28,Cezar Ferreira,Andrew Craig,win,U-DEC:,-1.36260052688218,0.1231276883046199,0.7714993136523081,0.0083374769443095,1.200707342010787,0.5645176183201741,0.3972756353476426,0.4869420777362345,-0.330929489177717,0.1670364888699554,-0.3441322641549657,0.2375799273765172,1.6718216268151618,0.3886818207978705,-0.017747278562586,0.0133888384161057,-0.3194383811841678,-0.3194383811841678,-0.3194383811841678,-0.3194383811841678
train,2014-06-28,Hacran Dias,Ricardo Lamas,lose,U-DEC:,-0.0089201372868341,-0.1016555009928982,-0.0182134665218074,-0.8414629716033006,0.3667386275611533,0.2131188182884105,1.0035089928663314,-0.3751869491620402,-0.6826773948151696,-0.4833938361438306,0.2745675649122336,-0.184028441225487,-0.0544807060184743,-0.7619522110139496,-0.017747278562586,0.0133888384161057,0.008990914899671767,0.008990914899671767,0.008990914899671767,0.008990914899671767
train,2014-06-28,Clint Hester,Antonio Braga Neto,win,S-DEC:,-0.0089201372868341,0.8724049859630139,-0.8079262466959231,0.0083374769443095,-1.139964849877851,-0.0680002217370004,2.013897922064146,-0.4709790632618485,1.2330924483888148,0.7361630232570184,-0.2890005962182846,0.912153317139725,-0.0544807060184743,0.0051371435272638,1.1256127714742077,0.0133888384161057,0.2232270995853003,0.2232270995853003,0.2232270995853003,0.2232270995853003
validation,2014-06-28,James Moontasri,Joe Ellenberger,lose,S-DEC:,1.3447602523085116,0.4603024722508971,-1.2027826367829808,-1.6912634201509107,-1.762661490000244,-1.403315661857702,2.6538109105560954,-0.8541475196610818,0.4605032985065522,0.0857326982432324,0.2561903422666731,-0.6899584835478932,1.5844918722333867,0.0051371435272638,-0.017747278562586,0.0133888384161057,0.46076976522973173,0.46076976522973173,0.46076976522973173,0.46076976522973173
validation,2014-06-28,Diego Ferreira,Colton Smith,win,SUB:Rear Naked Choke,-0.0089201372868341,0.1605915531875396,0.3766429235652503,0.8581379254919198,-1.857177944304536,-0.4193990217687639,1.2729460406524151,-0.5667711773616566,1.880057346257702,-0.3207862548903838,0.6482377587052949,0.4062232748173193,-0.0544807060184743,-0.8386611464680709,-0.017747278562586,-2.137961221432984,0.29153787349815397,0.29153787349815397,0.29153787349815397,0.29153787349815397
