,name,wins,losses,draws,height,weight,reach,stance,age,slpm,str. acc.,sapm,str. def,td avg.,td acc.,td def.,sub. avg.
2862,Kevin Roddy,15,1.0,-1,180.34,65.25,184.77,Orthodox,37.31,2.64,0.3,2.38,0.6,0.0,0.0,0.5,0.0
2863,Ricardo Ramos,16,4.0,0,175.26,65.25,182.88,Orthodox,27,3.32,0.38,3.82,0.57,2.58,0.58,0.72,0.6
2864,Shannon Ritch,56,8.0,-0,175.26,85.5,179.56,Orthodox,52,1.0,1.0,6.0,0.5,0.0,0.0,0.0,0.0
2865,Chance Rencountre,14,4.0,0,187.96,76.5,190.5,Southpaw,36,1.1,0.2,3.62,0.49,1.35,0.26,0.16,0.3
2866,Zach Rosol,3,0.0,-0,178.31,109.35000000000001,182.69,Orthodox,37.31,0.0,0.0,14.21,0.25,0.0,0.0,0.0,0.0
2867,Daniel Roberts,15,7.0,0,177.8,76.5,187.96,Southpaw,42,0.73,0.2,2.27,0.46,2.46,0.44,0.4,2.5
2868,Stephen Regman,9,0.0,-0,180.34,83.25,193.04,Orthodox,31,1.41,0.6,4.93,0.23,3.52,1.0,0.0,0.0
2869,Paul Rodriguez,10,9.0,2,170.18,69.75,174.36,Orthodox,37.31,0.84,1.0,1.68,0.68,0.0,0.0,0.5,0.0
2870,Damonte Robinson,6,0.0,-1,182.88,69.75,195.58,Orthodox,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2871,Marcelo Rojo,16,9.0,0,172.72,65.25,180.34,Orthodox,34,4.9,0.36,7.07,0.51,0.57,0.5,0.66,0.0
2872,Dante Rivera,16,7.0,0,185.42,83.25,189.97,Southpaw,48,2.27,0.53,4.0,0.25,0.0,0.0,0.16,0.0
2873,Jairzinho Rozenstruik,12,4.0,0,187.96,108.9,198.12,Orthodox,34,2.8,0.45,3.24,0.45,0.0,0.0,0.75,0.0
2874,Dominick Reyes,12,3.0,0,193.04,92.25,195.58,Southpaw,33,4.77,0.5,3.73,0.48,0.36,0.28,0.8,0.4
2875,Rafael Rios,4,0.0,-0,178.31,67.5,182.69,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2876,Vernon Ramos Ho,3,0.0,-0,167.64,76.5,171.75,Orthodox,30,4.0,0.25,8.0,0.55,0.0,0.0,0.0,0.0
2877,Johnny Rhodes,2,0.0,-0,182.88,94.5,187.37,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2878,Stevie Ray,23,9.0,0,177.8,69.75,177.8,Southpaw,32,3.73,0.44,2.93,0.54,0.75,0.46,0.55,0.6
2879,David Rasouri,2,0.0,-0,170.18,69.75,174.36,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2880,Esteban Ribovics,11,0.0,0,177.8,69.75,175.26,Orthodox,26,8.67,0.35,7.33,0.66,0.0,0.0,0.0,0.0
2881,Aleksandar Rakic,14,3.0,0,193.04,92.25,198.12,Orthodox,30,4.01,0.5,2.3,0.53,0.82,0.25,0.9,0.2
2882,Kaleio Romero,6,0.0,-0,177.8,65.25,175.26,Switch,26,2.6,0.48,3.27,0.5,1.0,0.08,0.0,1.0
2883,Matt Ricehouse,6,0.0,-0,178.31,69.75,182.69,Orthodox,35,3.7,0.44,4.8,0.47,1.0,0.22,0.81,0.0
2884,Karol Rosa,16,4.0,0,165.1,60.75,170.18,Orthodox,28,6.14,0.56,4.11,0.49,1.67,0.5,0.72,0.0
2885,Mike Russow,15,3.0,0,185.42,114.75,185.42000000000002,Orthodox,46,1.55,0.47,2.9,0.59,4.66,0.43,0.0,0.7
2886,Ryan Roberts,21,1.0,-1,167.64,69.75,171.75,Orthodox,44,0.0,0.0,22.5,0.45,0.0,0.0,0.0,0.0
2887,Pete Rogers Jr.,2,0.0,-0,182.88,65.25,187.37,Orthodox,37.31,0.66,0.15,1.71,0.65,0.0,0.0,0.0,0.0
2888,Roosevelt Roberts,10,3.0,0,187.96,69.75,185.42000000000002,Orthodox,28,3.14,0.44,3.12,0.53,1.44,0.29,0.58,0.9
2889,Karl Roberson,9,0.0,-0,185.42,92.25,187.96,Southpaw,32,2.57,0.51,2.42,0.57,0.72,0.4,0.42,0.5
2890,Brad Riddell,10,3.0,0,170.18,69.75,180.34,Orthodox,31,4.73,0.53,3.56,0.52,1.85,0.37,0.62,0.0
2891,Gillian Robertson,11,7.0,0,165.1,56.25,160.02,Orthodox,27,2.28,0.48,2.93,0.49,2.59,0.41,0.28,1.0
2892,Justin Robbins,14,1.0,-1,165.1,60.75,169.15,Orthodox,42,0.67,0.37,3.2,0.47,0.0,0.0,0.0,0.0
2893,Andrew Ramm,4,0.0,-0,185.42,72.0,189.97,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2894,Tim Roman,3,0.0,-0,185.42,76.5,189.97,Orthodox,37,0.6,0.4,2.4,0.4,1.0,1.0,0.16,0.0
2895,Johnny Rees,13,5.0,0,182.88,76.5,187.37,Orthodox,40,3.29,0.64,0.84,0.47,1.15,0.25,0.5,0.0
2896,George Roop,15,1.0,-1,185.42,60.75,182.88,Orthodox,41,3.43,0.34,2.47,0.6,1.05,0.57,0.59,0.1
2897,Mike Ricci,11,5.0,0,182.88,69.75,193.04,Southpaw,36,1.8,0.32,1.64,0.65,0.67,1.0,0.54,0.0
2898,Paul Redmond,12,7.0,0,177.8,65.25,182.16,Orthodox,36,0.72,0.34,2.99,0.41,0.0,0.0,0.5,0.0
2899,Charles Rosa,14,8.0,0,175.26,65.25,175.26,Switch,36,3.08,0.36,3.86,0.47,1.67,0.35,0.38,1.0
2900,Steve Ramirez,5,0.0,-0,170.18,56.25,174.36,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2901,Jordan Radev,23,5.0,0,170.18,83.25,174.36,Southpaw,46,1.35,0.23,2.38,0.66,0.0,0.0,0.8,0.0
2902,Mark Robinson,1,0.0,-0,182.88,119.25,187.37,Orthodox,37.31,0.0,0.0,5.8,0.13,0.0,0.0,0.0,0.0
2903,Greg Rebello,24,8.0,0,182.88,108.0,185.42000000000002,Southpaw,40,2.61,0.39,2.92,0.58,0.0,0.0,0.0,0.0
2904,Juancamilo Ronderos,4,0.0,-0,162.56,56.25,166.55,Orthodox,27,4.78,0.34,3.91,0.67,0.0,0.0,0.0,0.0
2905,Dennis Reed,45,6.0,-1,178.31,92.25,182.69,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2906,Jake Rosholt,12,5.0,0,185.42,83.25,189.97,Orthodox,40,2.68,0.53,2.33,0.49,6.51,0.68,0.0,1.8
2907,Carlos Eduardo Rocha,9,0.0,-0,177.8,76.5,185.42000000000002,Orthodox,41,1.24,0.34,1.85,0.55,0.0,0.0,0.52,1.4
2908,Ricco Rodriguez,53,2.0,-0,193.04,119.25,197.78,Orthodox,45,1.85,0.51,1.15,0.61,2.3,0.39,0.4,1.0
2909,Shannon Ross,13,6.0,0,167.64,56.25,171.75,Switch,33,7.15,0.38,8.43,0.54,0.0,0.0,1.0,0.0
2910,Jesse Ronson,21,1.0,-0,177.8,69.75,177.8,Southpaw,37,3.54,0.47,3.39,0.57,0.46,0.28,0.57,0.5
2911,Marco Ruas,9,0.0,-2,185.42,94.5,189.97,Orthodox,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2912,Kevin Rosier,2,0.0,-0,193.04,123.75,197.78,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2913,Max Rohskopf,5,0.0,-0,185.42,69.75,180.34,Orthodox,28,1.7,0.31,5.8,0.42,3.0,0.33,0.0,1.5
2914,Manuel Rodriguez,11,5.0,0,175.26,76.5,179.56,Orthodox,37,0.81,0.33,3.23,0.38,9.09,0.75,0.0,0.0
2915,Wilson Reis,23,1.0,-0,162.56,56.25,165.1,Southpaw,37,1.83,0.29,3.04,0.55,5.15,0.42,0.47,0.6
2916,Casey Ryan,7,0.0,-0,178.31,83.25,182.69,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2917,Christian Rodriguez,8,0.0,-0,170.18,60.75,180.34,Orthodox,25,3.31,0.41,2.43,0.56,0.88,0.5,0.56,1.8
2918,Nicdali Rivera-Calanoc,9,0.0,0-0,160.02,47.25,163.95,Orthodox,37,1.82,0.2,2.42,0.78,0.0,0.0,0.0,0.0
2919,Kali Robbins,6,0.0,-0,160.02,51.75,160.02,Orthodox,38,3.73,0.46,9.4,0.44,2.0,0.33,0.0,0.0
2920,Gaston Reyno,6,0.0,-0,182.88,65.25,187.37,Orthodox,36,7.79,0.62,3.9,0.44,0.0,0.0,0.0,11.7
2921,Anthony Ruiz,33,2.0,-0,187.96,92.25,192.57,Orthodox,45,2.56,0.64,1.67,0.28,1.43,0.31,0.21,0.0
2922,Kevin Randleman,17,1.0,-0,177.8,92.25,182.16,Orthodox,51,1.26,0.54,1.12,0.57,2.0,0.56,0.3,0.8
2923,Gilbert Rael,1,0.0,-0,172.72,69.75,176.96,Orthodox,37.31,0.0,0.0,7.46,0.37,4.86,1.0,0.0,0.0
2924,Kenny Robertson,15,5.0,0,177.8,76.5,187.96,Orthodox,38,3.72,0.47,3.02,0.52,1.37,0.26,0.57,0.8
2925,Brandon Royval,14,6.0,0,175.26,56.25,172.72,Southpaw,30,3.32,0.36,2.72,0.5,0.7,1.0,0.39,2.4
2926,Anthony Romero,8,0.0,-0,180.34,69.75,177.8,Orthodox,25,5.87,0.52,4.0,0.65,2.0,0.22,1.0,0.0
2927,Kain Royer,2,0.0,-0,178.31,83.25,182.69,Orthodox,37.31,0.0,0.0,1.63,0.14,0.0,0.0,0.0,4.1
2928,Nick Roehrick,7,0.0,-0,187.96,92.25,192.57,Orthodox,35,2.31,0.17,6.92,0.44,0.0,0.0,0.0,0.0
2929,Kyle Reyes,15,7.0,0,172.72,65.25,176.96,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2930,Ricardo Romero,11,3.0,0,182.88,92.25,193.04,Orthodox,44,2.17,0.55,4.77,0.46,1.63,0.1,1.0,3.3
2931,Khalil Rountree Jr.,12,5.0,0,185.42,92.25,193.04,Southpaw,32,3.67,0.38,4.19,0.5,0.0,0.0,0.54,0.1
2932,Shane Roller,11,7.0,0,177.8,69.75,182.88,Orthodox,43,2.04,0.34,2.65,0.6,2.46,0.33,0.42,1.9
2933,David Roberts,5,0.0,-0,185.42,76.5,189.97,Orthodox,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2934,Pete Rodriguez,5,0.0,-0,175.26,76.5,180.34,Switch,26,10.37,0.46,11.69,0.44,0.0,0.0,1.0,0.0
2935,Eddie Ruiz,1,0.0,-0,170.18,69.75,174.36,Orthodox,55,0.2,0.25,1.4,0.47,2.0,0.12,0.0,0.0
2936,Luis Ramos,20,1.0,-2,172.72,76.5,176.96,Orthodox,41,2.4,0.35,5.6,0.42,1.5,0.2,1.0,0.0
2937,Francisco Rivera,11,7.0,0,172.72,60.75,177.8,Orthodox,41,4.07,0.41,3.16,0.68,1.01,0.63,0.68,0.6
2938,Mara Romero Borella,12,9.0,0,167.64,56.25,175.26,Orthodox,36,2.54,0.37,2.48,0.71,1.83,0.44,0.66,0.2
2939,Mateusz Rebecki,16,1.0,0,170.18,69.75,167.64000000000001,Southpaw,30,0.0,0.0,0.97,0.5,9.73,0.5,0.0,4.9
2940,Albert Rios,13,6.0,0,172.72,65.25,176.96,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2941,Rick Roufus,4,0.0,-0,182.88,93.15,187.37,Southpaw,37.31,0.53,0.33,1.06,0.33,0.0,0.0,0.5,0.0
2942,Daniel Rodriguez,17,3.0,0,185.42,76.5,187.96,Southpaw,36,7.42,0.5,5.22,0.56,0.63,0.5,0.63,0.1
2943,Theo Rlayang,5,0.0,-0,170.18,65.25,165.1,Orthodox,28,5.93,0.48,8.4,0.4,2.0,0.4,0.0,0.0
2944,Ronda Rousey,12,2.0,0,170.18,60.75,167.64000000000001,Orthodox,35,4.17,0.52,4.14,0.44,6.26,0.68,0.5,4.8
2945,Ed Ratcliff,7,0.0,-0,177.8,69.75,180.34,Orthodox,39,2.71,0.38,2.96,0.63,0.28,0.16,0.53,0.0
2946,Phil Rowe,9,0.0,-0,190.5,76.5,203.2,Orthodox,32,4.3,0.56,3.94,0.52,0.72,0.33,0.47,0.0
2947,Will Ribeiro,10,2.0,0,172.72,60.75,176.96,Orthodox,39,1.83,0.28,1.64,0.74,1.15,1.0,0.5,2.9
2948,Bec Rawlings,7,0.0,-0,167.64,56.25,162.56,Orthodox,33,4.48,0.42,5.66,0.57,0.71,0.4,0.68,0.4
2949,Ray Rodriguez,16,8.0,0,170.18,60.75,177.8,Orthodox,35,0.9,0.27,3.89,0.4,1.42,0.5,0.44,0.0
2950,Murilo Rua,20,1.0,-1,180.34,83.25,184.77,Orthodox,42,2.48,0.45,1.85,0.53,1.97,0.45,0.37,1.2
2951,Brett Rogers,17,1.0,-0,195.58,119.25,205.74,Orthodox,41,3.17,0.44,3.2,0.46,0.0,0.0,0.58,0.0
2952,Leigh Remedios,18,1.0,-2,170.18,69.75,174.36,Orthodox,46,0.75,0.41,1.36,0.68,0.0,0.0,0.33,0.0
2953,Jared Rosholt,14,4.0,0,187.96,119.25,190.5,Orthodox,36,2.08,0.46,1.52,0.59,1.83,0.41,0.66,0.1
2954,Rodrigo Ruas,4,0.0,-1,177.8,83.25,182.16,Orthodox,45,1.28,0.35,7.0,0.41,0.0,0.0,0.0,0.0
2955,Matt Ramirez,2,0.0,-0,165.1,56.25,169.15,Orthodox,37.31,3.03,0.5,0.67,0.75,2.53,0.16,1.0,0.0
2956,Rafael Rebello,9,0.0,-0,165.1,60.75,170.18,Orthodox,42,2.19,0.32,3.29,0.58,2.82,0.33,0.75,0.5
2957,Claudio Ribeiro,10,2.0,0,185.42,83.25,195.58,Orthodox,30,9.6,0.66,0.0,1.0,0.0,0.0,0.0,0.0
2958,Dave Rickels,18,4.0,0,180.34,69.75,184.77,Orthodox,33,4.29,0.59,5.53,0.42,0.0,0.0,0.25,0.0
2959,Jason Riley,10,7.0,0,198.12,110.25,202.98,Orthodox,47,0.0,0.0,9.68,0.33,0.0,0.0,0.5,0.0
2960,Ricky Rainey,12,6.0,0,185.42,76.5,195.58,Switch,39,2.55,0.48,2.62,0.46,0.95,0.18,0.55,0.0
2961,Moise Rimbon,23,1.0,-3,177.8,92.25,182.16,Orthodox,45,0.8,0.34,1.0,0.71,1.0,0.5,0.37,0.0
2962,Jimmie Rivera,23,5.0,0,162.56,60.75,172.72,Orthodox,33,4.03,0.4,3.9,0.6,0.88,0.27,0.92,0.1
2963,Hussain Rasouli,2,0.0,-0,167.64,60.75,171.75,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2964,Roberta Rovel,4,0.0,-0,172.72,65.25,176.96,Orthodox,37.31,0.87,0.46,3.0,0.26,0.0,0.0,1.0,0.0
2965,Maria Rios,2,0.0,-0,165.1,56.25,169.15,Orthodox,39,2.93,0.34,4.13,0.56,2.0,0.5,1.0,0.0
2966,Rong Zhu,21,5.0,0,175.26,69.75,180.34,Orthodox,22,4.27,0.47,6.38,0.44,3.64,0.62,1.0,0.0
2967,Iony Razafiarison,2,0.0,-0,160.02,65.25,163.95,Orthodox,38,1.2,0.42,1.4,0.53,2.0,0.5,0.75,0.0
2968,Andre Roberts,14,2.0,1,187.96,155.25,192.57,Orthodox,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2969,Danny Roberts,18,6.0,0,185.42,76.5,187.96,Southpaw,35,3.13,0.41,3.32,0.51,0.26,0.11,0.57,0.3
2970,Vitor Ribeiro,20,5.0,0,172.72,69.3,176.96,Orthodox,43,1.0,0.28,1.95,0.48,1.58,0.26,1.0,1.2
2971,Marcos Rogerio de Lima,20,9.0,1,185.42,113.85000000000001,190.5,Orthodox,37,3.57,0.54,2.41,0.53,1.09,0.5,0.57,0.6
2972,Ian Rammel,7,0.0,-0,182.88,83.25,187.37,Orthodox,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2973,Amador Ramirez,5,0.0,-0,178.31,60.75,182.69,Orthodox,32,4.93,0.51,2.07,0.69,1.0,0.33,0.0,0.0
2974,Elise Reed,6,0.0,-0,160.02,51.75,160.02,Orthodox,30,2.77,0.51,3.57,0.5,0.94,1.0,0.5,0.0
2975,Rex Richards,7,0.0,-0,195.58,119.25,200.38,Orthodox,37.31,17.65,0.58,5.29,0.72,0.0,0.0,0.0,0.0
2976,Kristian Rothaermel,4,0.0,-0,182.88,92.25,187.37,Open Stance,50,0.75,0.5,2.49,0.41,0.0,0.0,0.0,0.0
2977,Mike Rio,10,5.0,0,177.8,69.75,177.8,Orthodox,41,1.68,0.39,2.99,0.53,2.58,0.27,0.0,1.0
2978,Nick Ring,14,4.0,0,182.88,83.25,187.96,Southpaw,43,3.52,0.42,3.48,0.62,1.36,0.36,0.52,0.3
2979,Buddy Roberts,12,3.0,0,187.96,83.25,192.57,Orthodox,40,2.17,0.34,2.08,0.7,0.0,0.0,0.76,0.7
2980,Chad Robichaux,13,2.0,0,162.56,60.75,166.55,Orthodox,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2981,John Richard,3,0.0,-1,178.31,92.25,182.69,Orthodox,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2982,Pedro Rizzo,20,1.0,-0,185.42,108.45,189.97,Orthodox,48,1.93,0.34,3.02,0.5,0.26,0.28,0.78,0.0
2983,Mike Rhodes,10,5.0,0,185.42,76.5,187.96,Orthodox,33,3.2,0.39,4.13,0.64,0.96,0.33,0.75,0.5
2984,Hilarie Rose,4,0.0,-0,160.02,51.75,160.02,Orthodox,30,2.33,0.33,6.13,0.44,0.0,0.0,1.0,0.0
2985,Paul Ruiz,7,0.0,-0,167.64,60.75,171.75,Orthodox,35,1.4,0.33,1.4,0.75,0.0,0.0,1.0,20.9
2986,Amir Rahnavardi,11,1.0,-0,182.88,92.25,187.37,Orthodox,48,0.67,0.25,0.0,1.0,0.0,0.0,0.5,0.0
2987,Ben Rothwell,39,1.0,-0,193.04,119.25,198.12,Orthodox,41,3.71,0.42,4.63,0.47,0.68,0.34,0.7,0.4
2988,Keenan Raymond,3,0.0,-0,178.31,74.25,182.69,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2989,Amanda Ribas,11,3.0,0,160.02,56.25,167.64000000000001,Orthodox,29,4.46,0.4,2.57,0.7,2.19,0.47,0.88,1.2
2990,Alex Ricci,10,5.0,0,180.34,69.75,184.77,Orthodox,40,2.48,0.41,2.53,0.64,0.0,0.0,0.64,0.0
2991,Joey Roberts,4,0.0,-0,187.96,90.0,192.57,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2992,Jordan Rinaldi,14,7.0,0,177.8,65.25,182.88,Orthodox,35,1.56,0.35,2.32,0.59,1.45,0.35,0.2,1.2
2993,Alexandr Romanov,16,1.0,0,187.96,117.9,190.5,Southpaw,32,3.78,0.5,1.86,0.48,5.18,0.62,0.2,1.1
2994,Antony Rea,33,1.0,-0,182.88,92.25,187.37,Orthodox,46,2.89,0.28,5.42,0.42,0.0,0.0,1.0,0.0
2995,Rodolfo Rubio Perez,10,1.0,-1,165.1,65.25,169.15,Orthodox,35,1.13,0.36,1.0,0.62,2.0,0.33,0.33,0.0
2996,Jared Rollins,8,0.0,-0,175.26,76.5,179.56,Orthodox,45,3.33,0.57,2.41,0.39,2.5,0.5,0.5,1.2
2997,Taylor Roberts,3,0.0,2-0,180.34,76.5,184.77,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2998,Keith Rockel,12,4.0,1,182.88,83.25,187.37,Orthodox,37.31,1.13,0.73,0.21,0.66,4.63,0.75,1.0,4.6
2999,Marion Reneau,9,0.0,-1,167.64,60.75,172.72,Orthodox,45,3.2,0.41,3.52,0.59,0.62,0.63,0.5,0.8
3000,Jerome Rivera,10,6.0,0,177.8,56.25,182.88,Southpaw,27,3.21,0.33,2.6,0.51,0.0,0.0,0.4,0.0
3001,Jorge Rivera,20,9.0,0,185.42,83.25,185.42000000000002,Orthodox,50,3.16,0.48,2.64,0.54,0.84,0.5,0.63,0.1
3002,Ray Routh,2,0.0,-0,172.72,83.25,176.96,Orthodox,37.31,0.54,0.21,3.22,0.28,2.69,0.33,0.0,0.0
3003,Alvin Robinson,15,9.0,0,175.26,69.75,172.72,Southpaw,40,1.57,0.5,1.29,0.51,1.24,0.5,0.25,1.2
3004,Yair Rodriguez,15,3.0,0,180.34,65.25,180.34,Orthodox,30,4.67,0.45,4.12,0.53,0.83,0.28,0.62,0.7
3005,Gabe Ruediger,18,8.0,0,177.8,69.75,182.16,Orthodox,45,1.7,0.31,5.16,0.41,2.04,0.11,0.28,0.0
3006,Marina Rodriguez,16,2.0,2,167.64,51.75,165.1,Orthodox,35,4.8,0.47,3.05,0.57,0.19,0.33,0.65,0.2
3007,Solomon Renfro,8,0.0,-0,175.26,76.5,182.88,Switch,25,5.2,0.44,3.53,0.61,2.0,0.5,1.0,0.0
3008,Matthew Riddle,8,0.0,-0,185.42,76.5,193.04,Southpaw,36,3.01,0.42,2.74,0.54,3.51,0.5,0.89,0.5
3009,Hector Ramirez,10,6.0,1,182.88,92.25,187.37,Orthodox,46,2.27,0.41,4.6,0.56,2.3,0.55,0.66,0.5
3010,Gregory Rodrigues,13,4.0,0,190.5,83.25,190.5,Orthodox,30,6.19,0.55,5.87,0.51,2.39,0.5,1.0,0.6
3011,Tyrone Roberts,43,1.0,-1,175.26,83.25,179.56,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3012,Tabatha Ricci,7,0.0,-0,154.94,51.75,154.94,Orthodox,27,2.95,0.37,4.89,0.58,3.95,0.45,0.0,0.0
3013,Vagner Rocha,14,4.0,0,177.8,69.75,185.42000000000002,Orthodox,40,2.64,0.42,4.5,0.48,1.4,0.33,0.5,1.9
3014,Joe Riggs,44,1.0,-0,182.88,83.25,177.8,Southpaw,40,2.41,0.51,1.69,0.57,2.45,0.55,0.62,0.6
3015,Mike Richman,18,7.0,0,172.72,60.75,176.96,Orthodox,37,4.06,0.44,3.49,0.43,0.0,0.0,0.76,0.0
3016,Chad Reiner,33,1.0,-0,180.34,76.5,184.77,Orthodox,41,0.53,0.2,1.97,0.46,0.99,0.33,0.25,2.0
3017,Joe Ray,13,0.0,0,178.31,76.5,182.69,Orthodox,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3018,Alex Reyes,13,3.0,0,180.34,76.5,185.42000000000002,Orthodox,36,4.56,0.46,8.35,0.38,0.0,0.0,0.0,0.0
3019,Drako Rodriguez,7,0.0,-0,172.72,60.75,175.26,Orthodox,26,3.37,0.36,4.4,0.58,2.93,0.66,0.75,0.7
3020,Piera Rodriguez,9,0.0,-0,160.02,51.75,160.02,Orthodox,30,3.91,0.47,3.02,0.6,3.67,0.39,0.77,0.0
3021,Victor Reyna,11,5.0,0,180.34,76.5,187.96,Southpaw,36,5.8,0.63,4.75,0.42,0.0,0.0,1.0,0.0
3022,James Reese,11,1.0,-0,175.26,69.75,179.56,Orthodox,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3023,Thomas Ramirez,0,0.0,-0,185.42,184.5,189.97,Sideways,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3024,Gideon Ray,17,1.0,-1,177.8,83.25,182.16,Southpaw,49,2.08,0.4,2.58,0.53,1.49,1.0,0.0,0.0
3025,Abdul Razak Alhassan,11,5.0,0,177.8,83.25,185.42000000000002,Orthodox,37,3.57,0.48,4.06,0.56,1.04,0.45,0.52,0.0
3026,Raou Raou,0,0.0,-0,172.72,87.75,176.96,Orthodox,37.31,2.01,0.16,6.75,0.6,0.0,0.0,0.0,0.0
3027,Marco Polo Reyes,8,0.0,-0,180.34,69.75,180.34,Orthodox,38,6.0,0.37,5.52,0.59,0.0,0.0,0.46,0.0
3028,Ben Reiter,17,2.0,1,190.5,83.25,195.18,Orthodox,35,1.8,0.46,1.53,0.54,7.0,0.43,0.0,0.0
3029,Jeremiah Riggs,7,0.0,-0,182.88,83.25,187.37,Orthodox,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3030,Luis Rodriguez,11,2.0,0,167.64,56.25,165.1,Orthodox,23,1.27,0.37,3.2,0.54,2.0,0.5,1.0,2.0
3031,Aaron Riley,30,1.0,-1,172.72,69.75,175.26,Southpaw,42,3.45,0.34,3.78,0.61,1.18,0.34,0.6,0.1
3032,Brian Rogers,14,9.0,0,180.34,83.25,184.77,Orthodox,38,4.79,0.38,5.76,0.58,1.22,0.5,1.0,0.6
3033,Herman Renting,1,0.0,-0,182.88,96.75,187.37,Switch,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3034,Victor Rodriguez,7,0.0,-0,165.1,56.25,170.18,Switch,30,1.59,0.37,6.11,0.5,0.0,0.0,0.0,0.0
3035,Yoel Romero,13,5.0,0,182.88,83.25,185.42000000000002,Southpaw,45,3.44,0.49,3.05,0.6,1.57,0.3,0.78,0.0
3036,Jacob Rosales,13,7.0,0,180.34,69.75,187.96,Orthodox,27,7.19,0.46,10.66,0.44,1.12,0.18,0.5,0.6
3037,John Reedy,11,6.0,0,172.72,69.75,176.96,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3038,Raul Rosas Jr.,6,0.0,-0,175.26,60.75,170.18,Switch,18,1.33,0.5,0.8,0.25,3.0,0.6,0.0,1.0
3039,Josh Rafferty,9,0.0,-0,182.88,76.5,187.37,Orthodox,41,0.6,0.33,3.6,0.5,0.0,0.0,0.0,9.0
3040,Nick Rossborough,26,1.0,-1,195.58,92.25,200.38,Orthodox,41,2.8,0.35,4.33,0.35,0.0,0.0,1.0,0.0
3041,Jessica Rakoczy,1,0.0,-0,170.18,51.75,174.36,Orthodox,45,2.5,0.44,3.55,0.64,0.75,0.2,0.0,0.8
3042,Gabriel Silva,8,0.0,-0,167.64,60.75,180.34,Orthodox,28,1.3,0.34,3.47,0.45,1.5,0.25,0.38,0.5
3043,John Salter,14,3.0,0,185.42,83.25,187.96,Southpaw,37,1.68,0.32,1.68,0.68,2.85,0.46,0.66,0.5
3044,Art Santore,18,8.0,0,187.96,83.25,192.57,Orthodox,50,1.4,0.12,7.31,0.52,0.0,0.0,1.0,0.0
3045,Chase Sherman,16,1.0,-0,193.04,112.5,198.12,Orthodox,33,6.51,0.47,6.51,0.52,0.0,0.0,0.66,0.0
3046,Darko Stosic,13,4.0,0,182.88,92.25,193.04,Orthodox,30,2.61,0.45,4.04,0.58,3.42,0.5,0.83,0.0
3047,Harris Sarmiento,36,2.0,-0,175.26,69.75,179.56,Orthodox,39,0.84,0.25,3.46,0.36,2.36,0.6,0.57,0.0
3048,Sean Sherk,36,4.0,1,167.64,69.75,170.18,Orthodox,49,2.17,0.35,2.71,0.55,4.09,0.46,0.56,0.4
3049,Kerry Schall,24,1.0,-0,187.96,119.25,192.57,Orthodox,51,0.94,0.11,4.84,0.63,0.0,0.0,0.0,0.0
3050,Pete Sell,10,7.0,0,180.34,76.5,190.5,Orthodox,40,2.6,0.42,3.65,0.51,0.91,0.21,0.47,0.9
3051,Denis Sobolev,4,0.0,-0,190.5,97.2,195.18,Orthodox,37.31,0.0,0.0,5.45,0.33,0.0,0.0,0.0,0.0
